<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.03.31	00:05:12.078	66555.33	66556.33			6
2026.03.31	00:05:12.280	66555.34	66556.34			6
2026.03.31	00:05:12.816	66550.57	66551.57			6
2026.03.31	00:05:12.902	66549.70	66550.70			6
2026.03.31	00:05:13.017	66549.27	66550.27			6
2026.03.31	00:05:13.096	66549.11	66550.11			6
2026.03.31	00:05:13.208	66549.28	66550.28			6
2026.03.31	00:05:13.409	66549.27	66550.27			6
2026.03.31	00:05:13.504	66569.38	66578.16			6
2026.03.31	00:05:13.621	66566.96	66567.96			6
2026.03.31	00:05:13.808	66564.88	66567.20			6
2026.03.31	00:05:13.916	66566.28	66567.28			6
2026.03.31	00:05:14.016	66564.97	66567.20			6
2026.03.31	00:05:14.219	66566.56	66567.56			6
2026.03.31	00:05:14.408	66566.60	66567.60			6
2026.03.31	00:05:14.624	66566.62	66567.62			6
2026.03.31	00:05:14.810	66566.50	66567.50			6
2026.03.31	00:05:14.835	66566.54	66567.54			6
2026.03.31	00:05:15.015	66566.53	66567.53			6
2026.03.31	00:05:15.036	66566.63	66567.63			6
2026.03.31	00:05:15.208	66566.73	66567.73			6
2026.03.31	00:05:15.244	66566.76	66567.76			6
2026.03.31	00:05:15.410	66566.65	66567.65			6
2026.03.31	00:05:15.444	66566.56	66567.56			6
2026.03.31	00:05:15.611	66566.62	66567.62			6
2026.03.31	00:05:16.017	66566.64	66567.64			6
2026.03.31	00:05:16.409	66566.62	66567.62			6
2026.03.31	00:05:17.010	66566.63	66567.63			6
2026.03.31	00:05:17.076	66566.75	66567.75			6
2026.03.31	00:05:17.207	66566.72	66567.72			6
2026.03.31	00:05:17.283	66566.89	66567.89			6
2026.03.31	00:05:18.098	66566.99	66567.99			6
2026.03.31	00:05:18.808	66566.97	66567.97			6
2026.03.31	00:05:22.415	66570.84	66571.84			6
2026.03.31	00:05:22.612	66575.48	66576.48			6
2026.03.31	00:05:22.808	66575.60	66577.23			6
2026.03.31	00:05:22.814		66576.77			4
2026.03.31	00:05:23.008	66575.46	66576.46			6
2026.03.31	00:05:23.209	66575.60	66576.68			6
2026.03.31	00:05:23.407	66575.29	66576.29			6
2026.03.31	00:05:23.425	66575.31	66576.31			6
2026.03.31	00:05:23.627	66575.30	66576.30			6
2026.03.31	00:05:24.208	66575.66	66577.08			6
2026.03.31	00:05:24.243	66575.67	66577.06			6
2026.03.31	00:05:24.608		66577.01			4
2026.03.31	00:05:24.649		66577.02			4
2026.03.31	00:05:24.810	66575.13	66576.13			6
2026.03.31	00:05:24.855	66575.06	66576.06			6
2026.03.31	00:05:25.008	66575.05	66576.05			6
2026.03.31	00:05:25.062	66575.04	66576.04			6
2026.03.31	00:05:25.209	66575.00	66576.00			6
2026.03.31	00:05:25.274	66575.01	66576.01			6
2026.03.31	00:05:25.478	66575.04	66576.04			6
2026.03.31	00:05:26.012	66575.03	66576.03			6
2026.03.31	00:05:26.607	66574.82	66575.82			6
2026.03.31	00:05:26.694	66574.74	66575.74			6
2026.03.31	00:05:26.895	66574.75	66575.75			6
2026.03.31	00:05:27.212	66574.76	66575.76			6
2026.03.31	00:05:27.411	66574.75	66575.75			6
2026.03.31	00:05:27.608	66575.00	66576.00			6
2026.03.31	00:05:27.613	66575.06	66576.06			6
2026.03.31	00:05:27.809	66575.05	66576.05			6
2026.03.31	00:05:27.816	66575.04	66576.04			6
2026.03.31	00:05:28.014	66575.06	66576.06			6
2026.03.31	00:05:28.428	66575.05	66576.05			6
2026.03.31	00:05:28.633	66575.06	66576.06			6
2026.03.31	00:05:28.839	66575.04	66576.04			6
2026.03.31	00:05:29.041	66575.06	66576.06			6
2026.03.31	00:05:29.208	66575.01	66576.01			6
2026.03.31	00:05:29.653	66575.09	66576.09			6
2026.03.31	00:05:29.808	66575.08	66576.08			6
2026.03.31	00:05:30.063	66575.00	66576.00			6
2026.03.31	00:05:30.264	66574.99	66575.99			6
2026.03.31	00:05:30.414	66575.00	66576.00			6
2026.03.31	00:05:30.807	66575.01	66576.01			6
2026.03.31	00:05:31.288	66574.78	66575.78			6
2026.03.31	00:05:32.101	66574.79	66575.79			6
2026.03.31	00:05:32.210	66574.78	66575.78			6
2026.03.31	00:05:32.609	66574.79	66575.79			6
2026.03.31	00:05:32.820	66574.78	66575.78			6
2026.03.31	00:05:33.229	66574.79	66575.79			6
2026.03.31	00:05:33.408	66574.78	66575.78			6
2026.03.31	00:05:33.610	66574.50	66575.50			6
2026.03.31	00:05:33.635	66574.51	66575.51			6
2026.03.31	00:05:33.815	66574.38	66575.38			6
2026.03.31	00:05:34.013	66574.52	66575.52			6
2026.03.31	00:05:34.607	66574.53	66575.53			6
2026.03.31	00:05:34.807	66574.63	66575.63			6
2026.03.31	00:05:37.407	66574.64	66575.64			6
2026.03.31	00:05:38.035	66574.63	66575.63			6
2026.03.31	00:05:38.410	66574.64	66575.64			6
2026.03.31	00:05:44.215	66574.65	66575.65			6
2026.03.31	00:05:46.104	66574.69	66575.69			6
2026.03.31	00:05:48.255	66574.65	66575.65			6
2026.03.31	00:05:48.415	66574.53	66575.53			6
2026.03.31	00:05:51.210	66574.69	66575.69			6
2026.03.31	00:05:51.426	66574.63	66575.63			6
2026.03.31	00:05:52.243	66574.69	66575.69			6
2026.03.31	00:05:53.410	66574.68	66575.68			6
2026.03.31	00:05:53.817	66574.67	66575.67			6
2026.03.31	00:05:54.209	66574.69	66575.69			6
2026.03.31	00:05:58.209	66574.65	66575.65			6
2026.03.31	00:05:59.085	66574.68	66575.68			6
2026.03.31	00:06:00.623	66574.69	66575.69			6
2026.03.31	00:06:01.408	66574.70	66575.70			6
2026.03.31	00:06:01.433	66574.71	66575.71			6
2026.03.31	00:06:04.104	66574.70	66575.70			6
2026.03.31	00:06:04.264	66574.71	66575.71			6
2026.03.31	00:08:24.819	66562.62	66563.62			6
2026.03.31	00:08:25.007	66562.63	66563.63			6
2026.03.31	00:08:30.208	66562.55	66563.55			6
2026.03.31	00:08:30.609	66562.56	66563.56			6
2026.03.31	00:08:30.884	66562.55	66563.55			6
2026.03.31	00:08:31.292	66562.56	66563.56			6
2026.03.31	00:08:36.612	66562.57	66563.57			6
2026.03.31	00:08:36.816	66562.56	66563.56			6
2026.03.31	00:08:37.011	66562.65	66563.65			6
2026.03.31	00:08:39.015	66562.64	66563.64			6
2026.03.31	00:08:39.068	66562.57	66563.57			6
2026.03.31	00:08:39.273	66562.65	66563.65			6
2026.03.31	00:08:39.410	66562.57	66563.57			6
2026.03.31	00:08:39.814	66562.65	66563.65			6
2026.03.31	00:08:40.009	66562.56	66563.56			6
2026.03.31	00:08:40.497	66562.65	66563.65			6
2026.03.31	00:08:41.018	66562.56	66563.56			6
2026.03.31	00:08:41.616	66562.57	66563.57			6
2026.03.31	00:08:42.209	66562.56	66563.56			6
2026.03.31	00:08:42.232	66562.64	66563.64			6
2026.03.31	00:08:43.414	66562.65	66563.65			6
2026.03.31	00:08:43.868	66562.56	66563.56			6
2026.03.31	00:08:46.017	66562.59	66563.59			6
2026.03.31	00:08:46.208	66562.64	66563.64			6
2026.03.31	00:08:48.866	66562.65	66563.65			6
2026.03.31	00:08:49.216	66562.64	66563.64			6
2026.03.31	00:08:50.097	66562.65	66563.65			6
2026.03.31	00:08:50.210	66562.64	66563.64			6
2026.03.31	00:08:54.482	66562.65	66563.65			6
2026.03.31	00:08:54.609	66562.64	66563.64			6
2026.03.31	00:08:55.816	66564.83	66565.83			6
2026.03.31	00:08:56.012	66574.40	66575.40			6
2026.03.31	00:08:56.029	66575.30	66576.30			6
2026.03.31	00:08:56.217	66575.80	66576.80			6
2026.03.31	00:08:56.230	66584.56	66585.56			6
2026.03.31	00:08:56.415	66590.28	66591.28			6
2026.03.31	00:08:56.532	66593.90	66596.13			6
2026.03.31	00:08:56.638	66595.35	66596.38			6
2026.03.31	00:08:56.816	66596.84	66598.35			6
2026.03.31	00:08:56.835	66596.83	66598.33			6
2026.03.31	00:08:57.014	66596.84				2
2026.03.31	00:08:57.043	66596.83	66598.31			6
2026.03.31	00:08:57.415	66596.14	66597.14			6
2026.03.31	00:08:57.457	66605.29	66606.29			6
2026.03.31	00:08:57.619	66613.00	66614.32			6
2026.03.31	00:08:57.763	66619.39	66620.39			6
2026.03.31	00:08:57.859	66620.05	66621.05			6
2026.03.31	00:08:58.013	66619.88	66620.88			6
2026.03.31	00:08:58.162	66619.89	66620.89			6
2026.03.31	00:08:58.269	66620.09	66621.09			6
2026.03.31	00:08:58.418	66620.55	66622.19			6
2026.03.31	00:08:58.478	66620.96	66622.12			6
2026.03.31	00:08:58.610	66620.98				2
2026.03.31	00:08:58.673	66620.97	66622.03			6
2026.03.31	00:08:58.816	66620.98				2
2026.03.31	00:08:58.875	66620.82	66621.82			6
2026.03.31	00:08:59.018	66620.87	66621.87			6
2026.03.31	00:08:59.078	66620.86	66621.86			6
2026.03.31	00:08:59.284	66621.04	66622.04			6
2026.03.31	00:08:59.416	66621.06	66622.06			6
2026.03.31	00:08:59.490	66621.07	66622.07			6
2026.03.31	00:08:59.703	66621.01	66622.01			6
2026.03.31	00:08:59.899	66621.08	66622.08			6
2026.03.31	00:09:00.219	66621.28	66622.28			6
2026.03.31	00:09:00.305	66621.19	66622.19			6
2026.03.31	00:09:00.620	66621.17	66622.17			6
2026.03.31	00:09:00.809	66621.16	66622.16			6
2026.03.31	00:09:00.820	66621.07	66622.07			6
2026.03.31	00:09:01.010	66621.11	66622.11			6
2026.03.31	00:09:01.213	66621.08	66622.08			6
2026.03.31	00:09:01.415	66621.03	66622.03			6
2026.03.31	00:09:01.434	66621.41	66622.41			6
2026.03.31	00:09:01.610	66629.45	66631.43			6
2026.03.31	00:09:01.646	66632.29	66633.29			6
2026.03.31	00:09:02.216	66632.22	66633.22			6
2026.03.31	00:09:02.255	66632.27	66633.27			6
2026.03.31	00:09:02.415	66632.70	66633.70			6
2026.03.31	00:09:02.610	66632.67	66633.67			6
2026.03.31	00:09:02.764	66632.66	66633.66			6
2026.03.31	00:09:02.881	66634.81	66635.81			6
2026.03.31	00:09:03.015	66641.50	66642.77			6
2026.03.31	00:09:03.075	66642.00	66643.00			6
2026.03.31	00:09:03.216	66635.21	66636.21			6
2026.03.31	00:09:03.268	66627.57	66628.57			6
2026.03.31	00:09:03.415	66624.15	66625.15			6
2026.03.31	00:09:03.475	66623.44	66624.44			6
2026.03.31	00:09:03.610	66622.84	66623.84			6
2026.03.31	00:09:03.673	66623.22	66624.22			6
2026.03.31	00:09:03.819	66623.49	66624.49			6
2026.03.31	00:09:03.877	66623.76	66624.76			6
2026.03.31	00:09:04.018	66628.70	66630.89			6
2026.03.31	00:09:04.082	66632.00	66633.00			6
2026.03.31	00:09:04.216	66631.99	66632.99			6
2026.03.31	00:09:04.492	66631.66	66632.66			6
2026.03.31	00:09:04.612	66631.58	66632.58			6
2026.03.31	00:09:04.700	66631.07	66632.07			6
2026.03.31	00:09:04.805	66631.38	66632.38			6
2026.03.31	00:09:05.009	66631.85	66633.31			6
2026.03.31	00:09:05.219		66633.32			4
2026.03.31	00:09:05.413		66633.23			4
2026.03.31	00:09:05.418	66631.87	66633.22			6
2026.03.31	00:09:05.615		66633.21			4
2026.03.31	00:09:05.817	66631.82				2
2026.03.31	00:09:06.229	66631.42	66632.42			6
2026.03.31	00:09:06.412	66631.43	66632.43			6
2026.03.31	00:09:06.435	66631.30	66632.30			6
2026.03.31	00:09:06.608	66631.62	66632.62			6
2026.03.31	00:09:06.636	66631.40	66632.40			6
2026.03.31	00:09:06.839	66631.42	66632.42			6
2026.03.31	00:09:07.246	66631.44	66632.44			6
2026.03.31	00:09:07.414	66631.43	66632.43			6
2026.03.31	00:09:07.610	66631.47	66632.47			6
2026.03.31	00:09:07.657	66631.45	66632.45			6
2026.03.31	00:09:08.415	66631.38	66632.38			6
2026.03.31	00:09:08.679	66631.83	66632.83			6
2026.03.31	00:09:08.820	66631.36	66632.36			6
2026.03.31	00:09:09.014	66631.91	66633.12			6
2026.03.31	00:09:09.207	66631.07	66632.07			6
2026.03.31	00:09:09.293	66631.08	66632.08			6
2026.03.31	00:09:09.700	66630.99	66631.99			6
2026.03.31	00:09:10.013	66631.06	66632.06			6
2026.03.31	00:09:10.208	66631.07	66632.07			6
2026.03.31	00:09:10.215	66631.16	66632.16			6
2026.03.31	00:09:15.809	66633.55	66634.55			6
2026.03.31	00:09:15.842	66643.26	66644.26			6
2026.03.31	00:09:16.013	66646.22	66648.24			6
2026.03.31	00:09:16.140	66633.10	66634.70			6
2026.03.31	00:09:16.243	66633.23				2
2026.03.31	00:09:16.408	66635.51	66637.70			6
2026.03.31	00:09:16.446	66639.27	66641.71			6
2026.03.31	00:09:16.609	66642.34	66643.38			6
2026.03.31	00:09:16.651	66644.27	66645.60			6
2026.03.31	00:09:16.853	66643.53	66644.53			6
2026.03.31	00:09:17.209	66642.88	66643.88			6
2026.03.31	00:09:17.261	66642.87	66643.87			6
2026.03.31	00:09:17.411	66643.48	66644.48			6
2026.03.31	00:09:17.669	66643.38	66644.38			6
2026.03.31	00:09:18.074	66643.54	66644.54			6
2026.03.31	00:09:18.281	66643.49	66644.49			6
2026.03.31	00:09:18.408	66643.55	66644.55			6
2026.03.31	00:09:18.609	66643.52	66644.52			6
2026.03.31	00:09:19.010	66643.82	66644.82			6
2026.03.31	00:09:19.096	66644.00	66645.00			6
2026.03.31	00:09:19.212	66644.10	66645.10			6
2026.03.31	00:09:19.812	66644.23	66645.96			6
2026.03.31	00:09:20.017		66645.94			4
2026.03.31	00:09:20.407	66644.22				2
2026.03.31	00:09:20.432	66643.57	66644.57			6
2026.03.31	00:09:20.610	66643.55	66644.55			6
2026.03.31	00:09:20.629	66643.65	66644.65			6
2026.03.31	00:09:20.806	66643.87	66644.87			6
2026.03.31	00:09:20.835	66644.01	66645.01			6
2026.03.31	00:09:21.008	66643.93	66644.93			6
2026.03.31	00:09:21.040	66644.23	66646.01			6
2026.03.31	00:09:21.446		66646.03			4
2026.03.31	00:09:21.609	66648.03	66649.03			6
2026.03.31	00:09:21.664	66660.00	66661.00			6
2026.03.31	00:09:21.858	66659.85	66660.85			6
2026.03.31	00:09:22.211	66660.07	66661.07			6
2026.03.31	00:09:22.467	66660.13	66661.13			6
2026.03.31	00:09:22.611	66659.52	66660.52			6
2026.03.31	00:09:23.703	66661.97	66662.97			6
2026.03.31	00:09:23.810	66664.60	66665.60			6
2026.03.31	00:09:24.012	66665.20	66666.20			6
2026.03.31	00:09:24.407	66665.17	66666.17			6
2026.03.31	00:09:24.413	66665.18	66666.18			6
2026.03.31	00:09:24.609	66665.17	66666.17			6
2026.03.31	00:09:24.808	66665.18	66666.18			6
2026.03.31	00:09:27.013	66676.17	66677.17			6
2026.03.31	00:09:27.164	66675.97	66676.97			6
2026.03.31	00:09:27.267	66675.83	66676.83			6
2026.03.31	00:09:27.880	66676.60	66677.60			6
2026.03.31	00:09:28.085	66677.50	66678.50			6
2026.03.31	00:09:28.216	66685.35	66686.35			6
2026.03.31	00:09:28.391	66685.83	66686.83			6
2026.03.31	00:09:28.610	66685.85	66686.85			6
2026.03.31	00:09:28.701	66685.86	66686.86			6
2026.03.31	00:09:28.899	66686.01	66687.01			6
2026.03.31	00:09:29.012	66686.23	66687.23			6
2026.03.31	00:09:29.209	66689.85	66690.85			6
2026.03.31	00:09:29.312	66690.23	66691.23			6
2026.03.31	00:09:29.413	66685.95	66686.95			6
2026.03.31	00:09:29.615	66686.04	66687.04			6
2026.03.31	00:09:29.623	66686.05	66687.05			6
2026.03.31	00:09:29.814	66686.06	66687.06			6
2026.03.31	00:09:30.023	66686.08	66687.08			6
2026.03.31	00:09:30.416	66686.13	66687.13			6
2026.03.31	00:09:30.808	66686.12	66687.12			6
2026.03.31	00:09:31.865	66686.11	66687.11			6
2026.03.31	00:09:32.474	66686.81	66687.81			6
2026.03.31	00:09:32.607	66686.38	66687.38			6
2026.03.31	00:09:33.216	66686.40	66687.40			6
2026.03.31	00:09:33.289	66686.39	66687.39			6
2026.03.31	00:09:33.698	66686.38	66687.38			6
2026.03.31	00:09:33.904	66686.10	66687.10			6
2026.03.31	00:09:34.017	66686.08	66687.08			6
2026.03.31	00:09:34.209	66686.07	66687.07			6
2026.03.31	00:09:34.615	66686.08	66687.08			6
2026.03.31	00:09:34.820	66686.06	66687.06			6
2026.03.31	00:09:35.013	66686.09	66687.09			6
2026.03.31	00:09:35.213	66686.47	66687.47			6
2026.03.31	00:09:35.234	66686.11	66687.11			6
2026.03.31	00:09:35.435	66686.12	66687.12			6
2026.03.31	00:09:35.609	66686.51	66687.51			6
2026.03.31	00:09:35.637	66686.52	66687.52			6
2026.03.31	00:09:35.810	66686.51	66687.51			6
2026.03.31	00:09:36.009	66686.50	66687.50			6
2026.03.31	00:09:36.249	66686.51	66687.51			6
2026.03.31	00:09:36.454	66686.49	66687.49			6
2026.03.31	00:09:36.658	66686.50	66687.50			6
2026.03.31	00:09:36.861	66686.49	66687.49			6
2026.03.31	00:09:38.083	66686.50	66687.50			6
2026.03.31	00:09:38.209	66686.49	66687.49			6
2026.03.31	00:09:38.292	66686.36	66687.36			6
2026.03.31	00:09:38.414	66686.38	66687.38			6
2026.03.31	00:09:38.495	66686.49	66687.49			6
2026.03.31	00:09:38.707	66686.46	66687.46			6
2026.03.31	00:09:38.809	66686.39	66687.39			6
2026.03.31	00:09:39.215	66686.36	66687.36			6
2026.03.31	00:09:39.415	66686.22	66687.22			6
2026.03.31	00:09:39.416	66686.19	66687.19			6
2026.03.31	00:09:39.809	66686.28	66687.28			6
2026.03.31	00:09:40.026	66686.29	66687.29			6
2026.03.31	00:09:40.232	66686.20	66687.20			6
2026.03.31	00:09:40.434	66686.23	66687.23			6
2026.03.31	00:09:40.808	66686.38	66687.38			6
2026.03.31	00:09:40.844	66686.36	66687.36			6
2026.03.31	00:09:41.015	66686.38	66687.38			6
2026.03.31	00:09:41.148	66686.52	66687.52			6
2026.03.31	00:09:41.408	66686.53	66687.53			6
2026.03.31	00:09:41.865	66686.52	66687.52			6
2026.03.31	00:09:42.014	66686.36	66687.36			6
2026.03.31	00:09:42.067	66686.37	66687.37			6
2026.03.31	00:09:42.215	66686.50	66687.50			6
2026.03.31	00:09:42.475	66686.51	66687.51			6
2026.03.31	00:09:42.808	66686.37	66687.37			6
2026.03.31	00:09:42.884	66686.51	66687.51			6
2026.03.31	00:09:43.008	66686.52	66687.52			6
2026.03.31	00:09:43.216	66686.51	66687.51			6
2026.03.31	00:09:43.295	66686.52	66687.52			6
2026.03.31	00:09:43.610	66686.38	66687.38			6
2026.03.31	00:09:43.708	66686.40	66687.40			6
2026.03.31	00:09:44.010	66686.51	66687.51			6
2026.03.31	00:09:44.607	66686.57	66687.57			6
2026.03.31	00:09:44.625	66686.87	66687.87			6
2026.03.31	00:09:44.809	66686.64	66687.64			6
2026.03.31	00:09:45.208	66686.54	66687.54			6
2026.03.31	00:09:45.262	66686.62	66687.62			6
2026.03.31	00:09:45.410	66686.55	66687.55			6
2026.03.31	00:09:45.437	66686.60	66687.60			6
2026.03.31	00:09:45.616	66686.55	66687.55			6
2026.03.31	00:09:45.814	66686.56	66687.56			6
2026.03.31	00:09:46.215	66686.51	66687.51			6
2026.03.31	00:09:46.254	66686.52	66687.52			6
2026.03.31	00:09:46.460	66686.61	66687.61			6
2026.03.31	00:09:46.611	66686.49	66687.49			6
2026.03.31	00:09:46.878	66686.48	66687.48			6
2026.03.31	00:09:47.075	66686.50	66687.50			6
2026.03.31	00:09:47.215	66686.49	66687.49			6
2026.03.31	00:09:47.411	66686.60	66687.60			6
2026.03.31	00:09:47.611	66686.57	66687.57			6
2026.03.31	00:09:47.684	66686.58	66687.58			6
2026.03.31	00:09:48.106	66685.97	66686.97			6
2026.03.31	00:09:48.216	66686.11	66687.11			6
2026.03.31	00:09:48.409	66685.98	66686.98			6
2026.03.31	00:09:49.409	66686.12	66687.12			6
2026.03.31	00:09:50.809	66686.11	66687.11			6
2026.03.31	00:09:53.617	66686.10	66687.10			6
2026.03.31	00:09:54.208	66685.99	66686.99			6
2026.03.31	00:09:54.432	66686.18	66687.18			6
2026.03.31	00:09:54.616	66686.15	66687.15			6
2026.03.31	00:09:54.639	66685.03	66686.03			6
2026.03.31	00:09:54.815	66685.34	66686.34			6
2026.03.31	00:09:54.843	66685.05	66686.05			6
2026.03.31	00:09:55.010	66685.33	66686.33			6
2026.03.31	00:09:55.048	66685.30	66686.30			6
2026.03.31	00:09:55.208	66685.29	66686.29			6
2026.03.31	00:09:55.256	66685.33	66686.33			6
2026.03.31	00:09:55.610	66680.96	66681.96			6
2026.03.31	00:09:55.668	66678.76	66679.76			6
2026.03.31	00:09:55.869	66678.30	66679.60			6
2026.03.31	00:09:56.074	66678.28				2
2026.03.31	00:09:56.275	66678.29				2
2026.03.31	00:09:56.477	66679.26	66680.26			6
2026.03.31	00:09:57.013	66679.27	66680.27			6
2026.03.31	00:09:57.299	66679.29	66680.29			6
2026.03.31	00:09:57.609	66679.26	66680.26			6
2026.03.31	00:09:57.813	66679.27	66680.27			6
2026.03.31	00:09:58.014	66679.26	66680.26			6
2026.03.31	00:09:58.413	66679.24	66680.24			6
2026.03.31	00:09:58.425	66679.26	66680.26			6
2026.03.31	00:09:58.630	66679.32	66680.32			6
2026.03.31	00:09:59.015	66679.31	66680.31			6
2026.03.31	00:09:59.244	66679.32	66680.32			6
2026.03.31	00:10:00.214	66679.30	66680.30			6
2026.03.31	00:10:00.265	66679.32	66680.32			6
2026.03.31	00:10:00.674	66679.36	66680.36			6
2026.03.31	00:10:00.819	66679.35	66680.35			6
2026.03.31	00:10:01.009	66679.31	66680.31			6
2026.03.31	00:10:01.212	66679.27	66680.27			6
2026.03.31	00:10:01.813	66679.26	66680.26			6
2026.03.31	00:10:01.898	66679.32	66680.32			6
2026.03.31	00:10:02.017	66679.25	66680.25			6
2026.03.31	00:10:02.102	66679.27	66680.27			6
2026.03.31	00:10:02.413	66679.25	66680.25			6
2026.03.31	00:10:03.034	66683.05	66684.05			6
2026.03.31	00:10:03.216	66689.83	66690.83			6
2026.03.31	00:10:03.336	66689.66	66690.66			6
2026.03.31	00:10:03.445	66686.33	66689.20			6
2026.03.31	00:10:03.610	66686.51				2
2026.03.31	00:10:03.636	66686.52				2
2026.03.31	00:10:03.816	66686.57				2
2026.03.31	00:10:03.845	66687.64				2
2026.03.31	00:10:04.010	66688.99	66689.99			6
2026.03.31	00:10:04.045	66688.70	66689.70			6
2026.03.31	00:10:04.210	66688.36	66689.36			6
2026.03.31	00:10:04.255	66688.42	66689.42			6
2026.03.31	00:10:04.417	66688.41	66689.41			6
2026.03.31	00:10:04.455	66687.35	66689.30			6
2026.03.31	00:10:04.611	66687.30				2
2026.03.31	00:10:04.659		66689.20			4
2026.03.31	00:10:04.818	66687.46	66689.29			6
2026.03.31	00:10:04.864	66687.28				2
2026.03.31	00:10:05.016	66687.33	66689.20			6
2026.03.31	00:10:05.075	66688.71	66689.71			6
2026.03.31	00:10:05.279	66688.72	66689.72			6
2026.03.31	00:10:05.412	66688.73	66689.73			6
2026.03.31	00:10:05.894	66688.87	66689.87			6
2026.03.31	00:10:06.212	66688.84	66689.84			6
2026.03.31	00:10:06.611	66688.90	66689.90			6
2026.03.31	00:10:06.812	66688.89	66689.89			6
2026.03.31	00:10:07.832	66688.85	66689.85			6
2026.03.31	00:10:08.011	66688.94	66689.94			6
2026.03.31	00:10:08.043	66689.11	66690.11			6
2026.03.31	00:10:09.268	66689.84	66690.84			6
2026.03.31	00:10:09.816	66689.85	66690.85			6
2026.03.31	00:10:09.885	66693.27	66694.27			6
2026.03.31	00:10:10.011	66693.19	66694.19			6
2026.03.31	00:10:10.092	66693.27	66694.27			6
2026.03.31	00:10:10.218	66693.24	66694.24			6
2026.03.31	00:10:10.301	66714.46	66715.46			6
2026.03.31	00:10:10.412	66721.44	66722.44			6
2026.03.31	00:10:10.615	66731.90	66734.44			6
2026.03.31	00:10:10.811	66732.55	66733.55			6
2026.03.31	00:10:11.012	66732.22	66733.22			6
2026.03.31	00:10:11.122	66732.08	66733.08			6
