Timestamp,R20_RR1.5,R20_RR2.0,R20_RR2.5,R20_RR3.0,R20_RR3.5,R20_RR4.0,R20_RR4.5,R50_RR1.5,R50_RR2.0,R50_RR2.5,R50_RR3.0,R50_RR3.5,R50_RR4.0,R50_RR4.5,R75_RR1.5,R75_RR2.0,R75_RR2.5,R75_RR3.0,R75_RR3.5,R75_RR4.0,R75_RR4.5,R100_RR1.5,R100_RR2.0,R100_RR2.5,R100_RR3.0,R100_RR3.5,R100_RR4.0,R100_RR4.5
2026-01-02 04:35:00.404999971,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 04:40:00.404999971,-0.375,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 04:45:00.404999971,1.1102230246251565e-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 04:50:00.404999971,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 04:55:00.404999971,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:00:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:05:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:10:00.404999971,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:15:00.404999971,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:20:00.404999971,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:25:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:30:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:35:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:40:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:45:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:50:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 05:55:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:00:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:05:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:10:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:15:00.404999971,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:20:00.404999971,1.1102230246251565e-16,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:25:00.404999971,1.1102230246251565e-16,0.20000000000000007,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 06:30:00.404999971,0.25,-0.25,-0.125,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 06:35:00.404999971,0.25,-0.25,-0.125,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 06:40:00.404999971,1.1102230246251565e-16,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:45:00.404999971,1.1102230246251565e-16,-0.25,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 06:50:00.404999971,-0.16666666666666663,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 06:55:00.404999971,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:00:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:05:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:10:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:15:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:20:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:25:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:30:00.404999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:35:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:40:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:45:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:50:00.404999971,0.25,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 07:55:00.404999971,0.25,0.20000000000000007,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 08:00:00.404999971,-0.28571428571428575,-0.1428571428571429,-0.41666666666666674,-0.33333333333333337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 08:05:00.404999971,-0.375,-0.25,-0.125,0.0,-0.3571428571428571,-0.2857142857142857,-1.0,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 08:10:00.404999971,0.25,0.5,0.5,0.33333333333333337,-0.09999999999999998,0.0,-1.0,-0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 08:15:00.404999971,0.0714285714285714,0.2857142857142857,0.16666666666666663,0.33333333333333337,-0.09999999999999998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 08:20:00.404999971,0.13636363636363635,0.0,0.16666666666666663,0.0,-0.3571428571428571,-1.0,-1.0,-0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 08:25:00.404999971,0.11111111111111105,0.125,-1.1102230246251565e-16,-0.33333333333333337,-0.2500000000000001,-1.0,-1.0,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 08:30:00.404999971,-0.16666666666666663,0.0,-0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 08:35:00.404999971,1.1102230246251565e-16,-0.25,-0.125,0.0,-0.3571428571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 08:40:00.404999971,-0.4444444444444445,-0.625,-0.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 08:45:00.404999971,-0.5,-0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 08:50:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 08:55:00.404999971,-0.5833333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:00:00.404999971,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:05:00.404999971,-0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:10:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:15:00.404999971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:20:00.404999971,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:25:00.404999971,-0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 09:30:00.404999971,-0.6666666666666667,-0.7857142857142858,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 09:35:00.404999971,-0.4117647058823529,-0.2941176470588235,-0.34375,-0.25,-0.15625,-0.0625,0.03125,0.25,0.3846153846153847,0.2727272727272728,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 09:40:00.404999971,-0.16666666666666663,-0.11764705882352944,0.02941176470588236,-0.19999999999999996,-0.09999999999999998,0.0,0.09999999999999998,0.04166666666666663,0.25,-0.5625,-1.0,-1.0,-1.0,-1.0,0.11111111111111105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 09:45:00.404999971,-0.21875,-0.25,-0.125,-0.19999999999999996,-0.09999999999999998,0.0,-0.2142857142857143,1.1102230246251565e-16,0.0,-0.125,-1.0,-1.0,-1.0,-1.0,0.0714285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 09:50:00.404999971,0.05263157894736836,0.16666666666666663,0.16666666666666663,-0.19999999999999996,-0.3571428571428571,-0.2857142857142857,-0.2142857142857143,-0.375,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 09:55:00.404999971,-0.07894736842105265,-0.4375,-0.34375,-0.7142857142857143,-0.6785714285714286,-0.6428571428571429,-0.6071428571428572,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 10:00:00.404999971,-0.07894736842105265,-0.052631578947368474,-0.2222222222222222,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 10:05:00.404999971,-0.47916666666666663,-0.5,-0.5625,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 10:10:00.404999971,-0.09999999999999998,-0.37499999999999994,-0.5227272727272727,-0.8181818181818182,-0.7954545454545455,-0.7727272727272727,-1.0,-0.7222222222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 10:15:00.404999971,-0.07407407407407407,-0.15999999999999992,-0.41666666666666674,-0.8260869565217391,-0.8043478260869565,-0.782608695652174,-1.0,-0.7222222222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 10:20:00.404999971,0.015625,0.125,-0.015625,-0.09677419354838712,0.016129032258064502,0.0,-0.051724137931034364,0.12903225806451613,-0.040000000000000036,-0.8055555555555556,-1.0,-1.0,-1.0,-1.0,-0.28571428571428575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 10:25:00.404999971,-0.032258064516129115,0.0,-0.30000000000000004,-0.4666666666666667,-0.4,-0.4827586206896552,-0.6071428571428572,0.05769230769230771,-0.368421052631579,-0.78125,-1.0,-1.0,-1.0,-1.0,-0.6666666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 10:30:00.404999971,0.1607142857142857,0.038461538461538436,-0.16000000000000003,-0.19999999999999996,-0.09999999999999998,-0.34782608695652173,-0.28260869565217395,-0.0625,-0.3076923076923077,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 10:35:00.404999971,0.08333333333333337,-0.1428571428571429,-0.41666666666666674,-0.4782608695652174,-0.41304347826086957,-0.5454545454545454,-0.738095238095238,0.13636363636363635,-0.25,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5833333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 10:40:00.404999971,0.14583333333333337,0.125,-0.045454545454545525,-0.3684210526315789,-0.5,-0.7058823529411764,-0.6764705882352942,-0.375,-0.5714285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 10:45:00.404999971,-0.3421052631578947,-0.368421052631579,-0.588235294117647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 10:50:00.404999971,0.0714285714285714,-0.11764705882352944,-0.7307692307692308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,
2026-01-02 10:55:00.404999971,0.022727272727272707,-0.4375,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 11:00:00.404999971,-0.28571428571428575,-0.8125,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 11:05:00.404999971,-0.4736842105263158,-0.8125,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,
2026-01-02 11:10:00.404999971,-0.1346153846153847,-0.040000000000000036,0.12,0.2799999999999999,0.44000000000000006,0.45833333333333337,0.04761904761904756,0.13636363636363635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 11:15:00.404999971,-0.23913043478260865,-0.21739130434782605,-0.33333333333333337,-0.23809523809523814,-0.1428571428571429,-0.04761904761904767,-0.17500000000000004,-0.1071428571428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 11:20:00.404999971,-0.1346153846153847,0.038461538461538436,-0.20454545454545459,-0.23809523809523814,-0.1428571428571429,-0.04761904761904767,-0.6944444444444444,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 11:25:00.404999971,-0.23076923076923073,-0.15999999999999992,-0.125,-0.2727272727272728,-0.3571428571428571,-0.2857142857142857,-0.7105263157894737,-0.16666666666666663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 11:30:00.404999971,0.08695652173913049,0.30434782608695654,0.2727272727272728,-0.2727272727272728,-0.763157894736842,-0.7368421052631579,-0.7105263157894737,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 11:35:00.404999971,-0.16666666666666663,-0.25,-0.26315789473684215,-0.5789473684210527,-0.75,-1.0,-1.0,-0.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
2026-01-02 11:40:00.404999971,0.0714285714285714,0.10526315789473684,-0.02777777777777779,-0.11111111111111116,-0.2500000000000001,-0.4117647058823529,-0.65625,-0.4444444444444445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 11:45:00.404999971,0.13636363636363635,0.10526315789473684,0.16666666666666663,0.33333333333333337,0.32352941176470595,0.0,0.09999999999999998,-0.16666666666666663,-0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-0.28571428571428575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2026-01-02 11:50:00.404999971,0.11111111111111105,-0.0625,-0.06666666666666665,-0.1428571428571429,-0.3076923076923076,-1.0,-1.0,-0.5833333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,
