<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.06.01	01:01:14.104	1.16538	1.16574			6
2026.06.01	01:01:14.256	1.16537	1.16570			6
2026.06.01	01:01:15.636		1.16569			4
2026.06.01	01:01:16.509		1.16570			4
2026.06.01	01:01:17.022		1.16569			4
2026.06.01	01:01:17.403		1.16570			4
2026.06.01	01:01:17.897		1.16569			4
2026.06.01	01:01:19.082		1.16570			4
2026.06.01	01:01:20.556		1.16569			4
2026.06.01	01:01:23.407		1.16570			4
2026.06.01	01:01:26.772		1.16569			4
2026.06.01	01:01:54.603	1.16538				2
2026.06.01	01:02:03.608	1.16539				2
2026.06.01	01:02:04.053	1.16538				2
2026.06.01	01:02:05.124	1.16539				2
2026.06.01	01:02:12.308	1.16537				2
2026.06.01	01:02:15.158		1.16570			4
2026.06.01	01:02:22.053	1.16538	1.16569			6
2026.06.01	01:02:22.659	1.16537	1.16570			6
2026.06.01	01:02:22.802	1.16538	1.16569			6
2026.06.01	01:02:23.256	1.16537	1.16570			6
2026.06.01	01:02:26.767		1.16569			4
2026.06.01	01:02:31.966		1.16570			4
2026.06.01	01:02:33.154		1.16569			4
2026.06.01	01:02:38.558	1.16532	1.16533			6
2026.06.01	01:02:38.703	1.16530	1.16531			6
2026.06.01	01:02:39.155	1.16529	1.16532			6
2026.06.01	01:02:40.958	1.16530	1.16533			6
2026.06.01	01:02:44.257	1.16531	1.16534			6
2026.06.01	01:02:46.504	1.16530	1.16533			6
2026.06.01	01:02:46.803	1.16531	1.16534			6
2026.06.01	01:02:46.954	1.16530	1.16533			6
2026.06.01	01:02:49.507	1.16531	1.16534			6
2026.06.01	01:02:52.053	1.16530	1.16533			6
2026.06.01	01:02:55.058		1.16532			4
2026.06.01	01:02:55.505	1.16531	1.16533			6
2026.06.01	01:02:55.666	1.16530	1.16532			6
2026.06.01	01:02:55.806	1.16531	1.16533			6
2026.06.01	01:02:56.402	1.16529	1.16531			6
2026.06.01	01:03:00.455	1.16528	1.16530			6
2026.06.01	01:03:00.604	1.16529	1.16531			6
2026.06.01	01:03:01.358	1.16530	1.16532			6
2026.06.01	01:03:02.557	1.16529	1.16531			6
2026.06.01	01:03:19.507	1.16530	1.16532			6
2026.06.01	01:03:31.957	1.16531	1.16533			6
2026.06.01	01:03:33.009		1.16532			4
2026.06.01	01:03:36.156		1.16533			4
2026.06.01	01:03:41.108		1.16532			4
2026.06.01	01:03:41.705	1.16525	1.16527			6
2026.06.01	01:03:42.008	1.16523	1.16524			6
2026.06.01	01:03:42.757		1.16525			4
2026.06.01	01:03:44.554	1.16525	1.16527			6
2026.06.01	01:03:44.853	1.16526				2
2026.06.01	01:03:48.911	1.16521	1.16523			6
2026.06.01	01:03:49.214	1.16522				2
2026.06.01	01:03:52.502	1.16519	1.16520			6
2026.06.01	01:03:54.003	1.16520	1.16521			6
2026.06.01	01:03:57.304	1.16519				2
2026.06.01	01:04:00.165	1.16519	1.16520			6
2026.06.01	01:04:02.117		1.16521			4
2026.06.01	01:04:03.303	1.16520	1.16522			6
2026.06.01	01:04:03.603	1.16519	1.16520			6
2026.06.01	01:04:06.609		1.16521			4
2026.06.01	01:04:07.508	1.16520	1.16522			6
2026.06.01	01:04:08.255	1.16519	1.16521			6
2026.06.01	01:04:08.403	1.16521	1.16523			6
2026.06.01	01:04:10.507	1.16520	1.16521			6
2026.06.01	01:04:10.656	1.16519				2
2026.06.01	01:04:10.956	1.16520	1.16522			6
2026.06.01	01:04:15.154		1.16521			4
2026.06.01	01:04:15.452	1.16519	1.16520			6
2026.06.01	01:04:21.754	1.16515	1.16516			6
2026.06.01	01:04:21.904	1.16513	1.16514			6
2026.06.01	01:04:22.208		1.16515			4
2026.06.01	01:04:24.006	1.16512	1.16513			6
2026.06.01	01:04:24.465	1.16511	1.16512			6
2026.06.01	01:04:24.609	1.16512	1.16514			6
2026.06.01	01:04:25.807	1.16511	1.16513			6
2026.06.01	01:04:28.805		1.16512			4
2026.06.01	01:04:30.603	1.16510				2
2026.06.01	01:04:33.453	1.16511				2
2026.06.01	01:04:42.305	1.16512	1.16514			6
2026.06.01	01:04:43.806		1.16513			4
2026.06.01	01:04:44.106		1.16514			4
2026.06.01	01:04:44.254	1.16513	1.16515			6
2026.06.01	01:04:46.506	1.16512	1.16514			6
2026.06.01	01:04:58.802	1.16514	1.16516			6
2026.06.01	01:04:58.954	1.16515	1.16517			6
2026.06.01	01:04:59.106	1.16516	1.16518			6
2026.06.01	01:05:00.155	1.16516	1.16517			6
2026.06.01	01:05:00.457	1.16514	1.16516			6
2026.06.01	01:05:00.753	1.16517	1.16518			6
2026.06.01	01:05:00.902		1.16519			4
2026.06.01	01:05:01.807	1.16521	1.16522			6
2026.06.01	01:05:01.956	1.16522	1.16523			6
2026.06.01	01:05:02.254	1.16523	1.16524			6
2026.06.01	01:05:02.404	1.16522				2
2026.06.01	01:05:02.562	1.16523	1.16525			6
2026.06.01	01:05:03.005	1.16524	1.16526			6
2026.06.01	01:05:03.161	1.16522	1.16524			6
2026.06.01	01:05:03.605		1.16523			4
2026.06.01	01:05:07.358	1.16521				2
2026.06.01	01:05:07.808	1.16519	1.16521			6
2026.06.01	01:05:08.559	1.16521	1.16523			6
2026.06.01	01:05:08.856	1.16519	1.16521			6
2026.06.01	01:05:09.605	1.16521	1.16522			6
2026.06.01	01:05:10.204	1.16519	1.16521			6
2026.06.01	01:05:11.704	1.16521	1.16523			6
2026.06.01	01:05:12.157	1.16519	1.16521			6
2026.06.01	01:05:15.457	1.16518	1.16520			6
2026.06.01	01:05:16.804		1.16519			4
2026.06.01	01:05:16.957	1.16516	1.16518			6
2026.06.01	01:05:19.508	1.16517				2
2026.06.01	01:05:20.707		1.16519			4
2026.06.01	01:05:22.357		1.16518			4
2026.06.01	01:05:30.904	1.16519	1.16520			6
2026.06.01	01:05:31.057		1.16521			4
2026.06.01	01:05:31.208	1.16520	1.16522			6
2026.06.01	01:05:32.407	1.16518	1.16520			6
2026.06.01	01:05:32.413	1.16517	1.16519			6
2026.06.01	01:05:32.706	1.16515	1.16516			6
2026.06.01	01:05:32.855		1.16517			4
2026.06.01	01:05:33.452		1.16516			4
2026.06.01	01:05:40.957	1.16514				2
2026.06.01	01:06:00.322	1.16514	1.16515			6
2026.06.01	01:06:00.464		1.16516			4
2026.06.01	01:06:00.603	1.16513	1.16515			6
2026.06.01	01:06:00.622	1.16516	1.16518			6
2026.06.01	01:06:00.906	1.16517	1.16519			6
2026.06.01	01:06:04.805		1.16518			4
2026.06.01	01:06:10.508	1.16515	1.16517			6
2026.06.01	01:06:10.803	1.16513	1.16515			6
2026.06.01	01:06:12.904	1.16515	1.16517			6
2026.06.01	01:06:13.518	1.16516	1.16518			6
2026.06.01	01:06:14.107		1.16517			4
2026.06.01	01:06:15.913	1.16515				2
2026.06.01	01:06:27.006	1.16516	1.16518			6
2026.06.01	01:06:41.256		1.16517			4
2026.06.01	01:06:43.806		1.16518			4
2026.06.01	01:07:05.101	1.16518	1.16520			6
2026.06.01	01:07:05.264	1.16517	1.16519			6
2026.06.01	01:07:05.870	1.16518	1.16520			6
2026.06.01	01:07:06.452	1.16517	1.16519			6
2026.06.01	01:07:13.357	1.16518				2
2026.06.01	01:07:14.109		1.16520			4
2026.06.01	01:07:15.158		1.16519			4
2026.06.01	01:07:15.606	1.16517				2
2026.06.01	01:07:20.575	1.16519	1.16521			6
2026.06.01	01:07:20.708		1.16520			4
2026.06.01	01:07:21.158		1.16521			4
2026.06.01	01:07:31.357	1.16520				2
2026.06.01	01:07:31.657	1.16521	1.16523			6
2026.06.01	01:07:43.358		1.16522			4
2026.06.01	01:07:46.805	1.16530	1.16531			6
2026.06.01	01:07:47.104		1.16532			4
2026.06.01	01:07:47.257	1.16531	1.16533			6
2026.06.01	01:07:47.581	1.16532	1.16534			6
2026.06.01	01:07:49.357	1.16531	1.16533			6
2026.06.01	01:07:49.506	1.16533	1.16534			6
2026.06.01	01:07:49.957	1.16532				2
2026.06.01	01:07:50.106		1.16533			4
2026.06.01	01:07:51.002		1.16534			4
2026.06.01	01:07:51.753		1.16533			4
2026.06.01	01:07:52.202	1.16531				2
2026.06.01	01:07:53.253	1.16532				2
2026.06.01	01:07:53.555	1.16531				2
2026.06.01	01:07:54.056		1.16532			4
2026.06.01	01:07:54.152		1.16533			4
2026.06.01	01:07:55.654		1.16532			4
2026.06.01	01:07:55.802		1.16533			4
2026.06.01	01:07:55.813		1.16532			4
2026.06.01	01:07:56.256		1.16533			4
2026.06.01	01:07:59.260	1.16532	1.16534			6
2026.06.01	01:07:59.407		1.16533			4
2026.06.01	01:08:00.455	1.16531				2
2026.06.01	01:08:00.488		1.16532			4
2026.06.01	01:08:01.208		1.16533			4
2026.06.01	01:08:03.306	1.16533	1.16534			6
2026.06.01	01:08:13.505		1.16535			4
2026.06.01	01:08:37.811		1.16534			4
2026.06.01	01:08:38.708		1.16535			4
2026.06.01	01:08:40.654	1.16534	1.16536			6
2026.06.01	01:08:40.956	1.16533	1.16535			6
2026.06.01	01:08:41.554		1.16534			4
2026.06.01	01:08:42.302	1.16532				2
2026.06.01	01:08:42.905	1.16533				2
2026.06.01	01:08:43.205		1.16535			4
2026.06.01	01:08:43.381	1.16532	1.16534			6
2026.06.01	01:08:46.507	1.16536	1.16538			6
2026.06.01	01:08:46.807	1.16538	1.16540			6
2026.06.01	01:08:46.954	1.16537	1.16538			6
2026.06.01	01:08:47.106	1.16539	1.16541			6
2026.06.01	01:08:48.310		1.16540			4
2026.06.01	01:08:48.607		1.16541			4
2026.06.01	01:08:48.953	1.16540				2
2026.06.01	01:08:49.054	1.16539				2
2026.06.01	01:08:53.703		1.16540			4
2026.06.01	01:08:54.158	1.16538	1.16539			6
2026.06.01	01:08:54.303	1.16537				2
2026.06.01	01:08:54.329	1.16538	1.16540			6
2026.06.01	01:08:54.459	1.16537	1.16539			6
2026.06.01	01:08:55.206	1.16538	1.16540			6
2026.06.01	01:08:56.554	1.16539				2
2026.06.01	01:08:57.454		1.16541			4
2026.06.01	01:08:57.606	1.16538	1.16540			6
2026.06.01	01:08:58.053	1.16537	1.16538			6
2026.06.01	01:08:58.202	1.16536				2
2026.06.01	01:09:00.308	1.16536	1.16537			6
2026.06.01	01:09:01.055		1.16538			4
2026.06.01	01:09:01.203		1.16537			4
2026.06.01	01:09:01.353	1.16538	1.16540			6
2026.06.01	01:09:01.657	1.16539				2
2026.06.01	01:09:02.557	1.16538				2
2026.06.01	01:09:04.054	1.16539	1.16541			6
2026.06.01	01:09:04.356	1.16538	1.16539			6
2026.06.01	01:09:04.653	1.16537				2
2026.06.01	01:09:04.664	1.16536	1.16538			6
2026.06.01	01:09:05.555		1.16537			4
2026.06.01	01:09:05.705	1.16535	1.16536			6
2026.06.01	01:09:05.864		1.16537			4
2026.06.01	01:09:11.252		1.16536			4
2026.06.01	01:09:11.411		1.16537			4
2026.06.01	01:09:13.203	1.16534	1.16536			6
2026.06.01	01:09:15.505		1.16535			4
2026.06.01	01:09:16.513	1.16535	1.16537			6
2026.06.01	01:09:16.807	1.16536	1.16538			6
2026.06.01	01:09:17.568		1.16537			4
2026.06.01	01:09:18.168		1.16538			4
2026.06.01	01:09:19.671		1.16537			4
2026.06.01	01:09:22.658	1.16535	1.16536			6
2026.06.01	01:09:24.304		1.16537			4
2026.06.01	01:09:26.406		1.16536			4
2026.06.01	01:09:26.858		1.16537			4
2026.06.01	01:09:28.203		1.16536			4
2026.06.01	01:09:28.217		1.16537			4
2026.06.01	01:09:29.103	1.16536				2
2026.06.01	01:09:29.253	1.16535				2
2026.06.01	01:09:30.755	1.16536	1.16538			6
2026.06.01	01:09:31.069		1.16537			4
2026.06.01	01:09:31.207	1.16535	1.16536			6
2026.06.01	01:09:33.006		1.16537			4
2026.06.01	01:09:37.358	1.16534	1.16535			6
2026.06.01	01:09:39.605		1.16536			4
2026.06.01	01:09:42.453	1.16532	1.16533			6
2026.06.01	01:09:42.611	1.16531	1.16532			6
2026.06.01	01:09:43.511		1.16533			4
2026.06.01	01:09:44.108	1.16530	1.16532			6
2026.06.01	01:09:50.559	1.16532	1.16534			6
2026.06.01	01:09:50.590		1.16533			4
2026.06.01	01:09:51.455		1.16534			4
2026.06.01	01:09:55.358		1.16533			4
2026.06.01	01:09:57.606	1.16531				2
2026.06.01	01:10:00.160	1.16532				2
2026.06.01	01:10:00.453	1.16531				2
2026.06.01	01:10:01.504	1.16532				2
2026.06.01	01:10:02.257	1.16531				2
2026.06.01	01:10:10.063		1.16532			4
2026.06.01	01:10:10.216	1.16529	1.16531			6
2026.06.01	01:10:11.119	1.16530	1.16532			6
2026.06.01	01:10:11.420	1.16531	1.16533			6
2026.06.01	01:10:11.553	1.16532				2
2026.06.01	01:10:15.156	1.16530	1.16532			6
2026.06.01	01:10:15.455	1.16529	1.16531			6
2026.06.01	01:10:18.153		1.16530			4
2026.06.01	01:10:18.602	1.16528				2
2026.06.01	01:10:18.753	1.16527	1.16529			6
2026.06.01	01:10:18.905		1.16528			4
2026.06.01	01:10:19.505		1.16529			4
2026.06.01	01:10:19.652		1.16528			4
2026.06.01	01:10:20.702		1.16529			4
2026.06.01	01:10:20.857		1.16528			4
2026.06.01	01:10:26.254	1.16526				2
2026.06.01	01:10:26.556	1.16527				2
2026.06.01	01:10:27.304		1.16529			4
2026.06.01	01:10:27.754	1.16526	1.16528			6
2026.06.01	01:10:27.926	1.16527	1.16529			6
2026.06.01	01:10:29.705		1.16528			4
2026.06.01	01:10:30.757		1.16529			4
2026.06.01	01:10:32.557		1.16528			4
2026.06.01	01:10:32.704	1.16528	1.16530			6
2026.06.01	01:10:33.004	1.16529	1.16531			6
2026.06.01	01:10:34.358	1.16528	1.16530			6
2026.06.01	01:10:35.704	1.16529				2
2026.06.01	01:10:35.857		1.16531			4
2026.06.01	01:10:35.904	1.16530	1.16532			6
2026.06.01	01:10:37.504	1.16531	1.16533			6
2026.06.01	01:10:37.664	1.16533	1.16535			6
2026.06.01	01:10:38.418	1.16534	1.16536			6
2026.06.01	01:10:38.706	1.16533	1.16535			6
2026.06.01	01:10:39.757		1.16534			4
2026.06.01	01:10:39.908		1.16535			4
2026.06.01	01:10:40.976	1.16534				2
2026.06.01	01:10:41.257	1.16532	1.16533			6
2026.06.01	01:10:41.403	1.16533	1.16535			6
2026.06.01	01:10:42.456	1.16534				2
2026.06.01	01:10:46.503	1.16533				2
2026.06.01	01:10:47.553	1.16534				2
2026.06.01	01:10:48.161	1.16533	1.16534			6
2026.06.01	01:10:48.307		1.16535			4
2026.06.01	01:10:48.459	1.16531	1.16533			6
2026.06.01	01:10:53.877	1.16532				2
2026.06.01	01:10:54.157	1.16533	1.16535			6
2026.06.01	01:10:54.324		1.16534			4
2026.06.01	01:10:54.602		1.16535			4
2026.06.01	01:10:54.904	1.16532	1.16534			6
2026.06.01	01:10:55.804		1.16533			4
2026.06.01	01:10:55.953		1.16534			4
2026.06.01	01:10:56.584	1.16531	1.16533			6
