Time	Open	High	Low	Close	Volume
2026-01-06 00:13:00	1.17145	1.17151	1.17145	1.17151	4	3
2026-01-06 00:14:00	1.17152	1.17153	1.17148	1.17149	18	3
2026-01-06 00:15:00	1.17148	1.17164	1.17148	1.17164	48	5
2026-01-06 00:16:00	1.17164	1.17165	1.17156	1.1716	59	5
2026-01-06 00:17:00	1.17159	1.17159	1.17149	1.1715	29	5
2026-01-06 00:18:00	1.17149	1.17151	1.17147	1.17147	17	5
2026-01-06 00:19:00	1.17148	1.17149	1.17144	1.17145	49	5
2026-01-06 00:20:00	1.17143	1.17143	1.17139	1.17139	46	5
2026-01-06 00:21:00	1.17138	1.17143	1.17133	1.1714	31	4
2026-01-06 00:22:00	1.17142	1.17147	1.17142	1.17146	8	3
2026-01-06 00:23:00	1.17144	1.17146	1.17136	1.17136	16	3
2026-01-06 00:24:00	1.17135	1.17138	1.17131	1.17137	34	3
2026-01-06 00:25:00	1.17135	1.17135	1.17126	1.17131	18	3
2026-01-06 00:26:00	1.17131	1.17131	1.17123	1.17126	17	3
2026-01-06 00:27:00	1.17127	1.17133	1.17127	1.17133	7	3
2026-01-06 00:28:00	1.17134	1.17134	1.17126	1.17126	17	3
2026-01-06 00:29:00	1.17127	1.17127	1.17124	1.17125	5	3
2026-01-06 00:30:00	1.17124	1.17133	1.17123	1.17129	20	3
2026-01-06 00:31:00	1.17131	1.17137	1.1713	1.17137	20	4
2026-01-06 00:32:00	1.17135	1.17136	1.17129	1.17136	13	3
2026-01-06 00:33:00	1.17136	1.17136	1.17126	1.17129	10	3
2026-01-06 00:34:00	1.17127	1.17127	1.17119	1.17121	28	3
2026-01-06 00:35:00	1.1712	1.1712	1.17118	1.17118	23	5
2026-01-06 00:36:00	1.17118	1.17118	1.17109	1.17109	64	5
2026-01-06 00:37:00	1.17111	1.17117	1.17111	1.17112	25	4
2026-01-06 00:38:00	1.17111	1.17114	1.17109	1.1711	15	3
2026-01-06 00:39:00	1.17112	1.17112	1.17112	1.17112	3	3
2026-01-06 00:40:00	1.1711	1.17112	1.17107	1.1711	27	3
2026-01-06 00:41:00	1.17111	1.17113	1.1711	1.17111	13	3
2026-01-06 00:42:00	1.17111	1.17112	1.17106	1.17111	22	3
2026-01-06 00:43:00	1.17112	1.17116	1.17112	1.17116	14	4
2026-01-06 00:44:00	1.17119	1.17127	1.17119	1.17127	8	3
2026-01-06 00:45:00	1.17128	1.17135	1.17128	1.17134	12	3
2026-01-06 00:46:00	1.17136	1.17136	1.17128	1.17133	14	3
2026-01-06 00:47:00	1.17132	1.17132	1.17124	1.17129	20	4
2026-01-06 00:48:00	1.17133	1.17134	1.17129	1.1713	28	3
2026-01-06 00:49:00	1.17129	1.17132	1.17124	1.17131	26	3
2026-01-06 00:50:00	1.17128	1.17131	1.17126	1.17129	26	3
2026-01-06 00:51:00	1.1713	1.1713	1.17117	1.17118	40	3
2026-01-06 00:52:00	1.17117	1.17127	1.17115	1.17126	55	3
2026-01-06 00:53:00	1.17123	1.17132	1.17122	1.1713	49	3
2026-01-06 00:54:00	1.17131	1.17141	1.17126	1.17127	68	3
2026-01-06 00:55:00	1.17129	1.17149	1.17125	1.17149	66	3
2026-01-06 00:56:00	1.17147	1.17151	1.17144	1.17147	18	3
2026-01-06 00:57:00	1.17146	1.1715	1.1714	1.17148	22	3
2026-01-06 00:58:00	1.17148	1.17161	1.17147	1.17161	32	3
2026-01-06 00:59:00	1.17162	1.17168	1.17162	1.17166	12	3
2026-01-06 01:00:00	1.17166	1.17191	1.17166	1.17191	56	3
2026-01-06 01:01:00	1.17193	1.17203	1.17191	1.17198	39	3
2026-01-06 01:02:00	1.17196	1.17196	1.17178	1.17189	82	3
2026-01-06 01:03:00	1.17187	1.17193	1.17179	1.17179	70	3
2026-01-06 01:04:00	1.1718	1.17191	1.1718	1.17191	46	3
2026-01-06 01:05:00	1.17189	1.17199	1.17187	1.17195	22	3
2026-01-06 01:06:00	1.17194	1.17195	1.17171	1.17174	51	3
2026-01-06 01:07:00	1.17175	1.17178	1.17171	1.17172	39	3
2026-01-06 01:08:00	1.17173	1.17173	1.17161	1.17162	40	3
2026-01-06 01:09:00	1.17161	1.17161	1.17141	1.17141	39	3
2026-01-06 01:10:00	1.17138	1.1714	1.1713	1.17132	39	3
2026-01-06 01:11:00	1.17132	1.17134	1.17126	1.17131	59	3
2026-01-06 01:12:00	1.17132	1.17136	1.17127	1.17132	42	3
2026-01-06 01:13:00	1.17131	1.17137	1.17127	1.1713	30	3
2026-01-06 01:14:00	1.17132	1.17136	1.17126	1.17134	45	3
2026-01-06 01:15:00	1.17136	1.17136	1.1712	1.17127	63	4
2026-01-06 01:16:00	1.17129	1.17134	1.17125	1.17131	27	3
2026-01-06 01:17:00	1.17131	1.1714	1.1713	1.17135	26	3
2026-01-06 01:18:00	1.17137	1.17138	1.17129	1.17129	19	3
2026-01-06 01:19:00	1.17127	1.17133	1.17125	1.17131	29	4
2026-01-06 01:20:00	1.17131	1.17138	1.17126	1.17136	16	3
2026-01-06 01:21:00	1.17134	1.17134	1.17126	1.17131	33	3
2026-01-06 01:22:00	1.1713	1.17143	1.1713	1.17142	17	3
2026-01-06 01:23:00	1.17142	1.17155	1.17142	1.17152	22	3
2026-01-06 01:24:00	1.17149	1.17153	1.17147	1.17153	15	3
2026-01-06 01:25:00	1.17153	1.17155	1.17145	1.17152	37	3
2026-01-06 01:26:00	1.17151	1.17163	1.17151	1.17163	30	3
2026-01-06 01:27:00	1.17162	1.17164	1.17156	1.17156	16	3
2026-01-06 01:28:00	1.17154	1.17154	1.17147	1.17151	23	3
2026-01-06 01:29:00	1.17149	1.17153	1.17146	1.17152	45	4
2026-01-06 01:30:00	1.17152	1.17164	1.17145	1.17154	66	4
2026-01-06 01:31:00	1.17154	1.17157	1.17148	1.17149	122	5
2026-01-06 01:32:00	1.17151	1.17162	1.17151	1.17162	30	5
2026-01-06 01:33:00	1.17163	1.17163	1.17154	1.1716	43	5
2026-01-06 01:34:00	1.17159	1.17164	1.17152	1.17163	57	6
2026-01-06 01:35:00	1.17164	1.1718	1.17164	1.17174	72	4
2026-01-06 01:36:00	1.17174	1.17178	1.17172	1.17178	16	3
2026-01-06 01:37:00	1.17174	1.17182	1.17169	1.17181	56	5
2026-01-06 01:38:00	1.17183	1.1719	1.17182	1.1719	78	4
2026-01-06 01:39:00	1.17188	1.17192	1.17186	1.17191	45	5
2026-01-06 01:40:00	1.1719	1.17195	1.17186	1.17195	42	4
2026-01-06 01:41:00	1.17195	1.17195	1.17189	1.17189	41	5
2026-01-06 01:42:00	1.1719	1.17204	1.17186	1.17204	64	5
2026-01-06 01:43:00	1.17203	1.17208	1.17201	1.17205	34	5
2026-01-06 01:44:00	1.17206	1.1721	1.17201	1.17201	69	5
2026-01-06 01:45:00	1.17202	1.17208	1.172	1.17201	82	5
2026-01-06 01:46:00	1.172	1.17216	1.172	1.17213	61	5
2026-01-06 01:47:00	1.17214	1.17227	1.17214	1.17227	83	5
2026-01-06 01:48:00	1.1723	1.17231	1.17224	1.17226	83	5
2026-01-06 01:49:00	1.17224	1.17226	1.17213	1.17213	59	5
2026-01-06 01:50:00	1.17212	1.17222	1.17209	1.17218	78	4
2026-01-06 01:51:00	1.1722	1.1723	1.1722	1.17226	73	5
2026-01-06 01:52:00	1.17225	1.17229	1.17217	1.17225	90	5
2026-01-06 01:53:00	1.17225	1.17226	1.17211	1.17222	89	5
2026-01-06 01:54:00	1.17221	1.17231	1.17221	1.17231	66	5
2026-01-06 01:55:00	1.1723	1.17234	1.17226	1.17233	46	5
2026-01-06 01:56:00	1.17232	1.17235	1.17225	1.17235	65	5
2026-01-06 01:57:00	1.17236	1.17242	1.17236	1.17239	51	3
2026-01-06 01:58:00	1.17238	1.17244	1.17238	1.17242	18	3
2026-01-06 01:59:00	1.17244	1.17253	1.17238	1.17253	49	3
2026-01-06 02:00:00	1.17253	1.17256	1.17247	1.17249	43	3
2026-01-06 02:01:00	1.17247	1.17263	1.17246	1.17263	58	3
2026-01-06 02:02:00	1.17262	1.17278	1.17259	1.1727	60	3
2026-01-06 02:03:00	1.1727	1.17277	1.17266	1.17269	40	3
2026-01-06 02:04:00	1.17267	1.17271	1.17251	1.17251	54	4
2026-01-06 02:05:00	1.1725	1.17252	1.17239	1.17242	53	4
2026-01-06 02:06:00	1.17239	1.17239	1.17229	1.17229	54	4
2026-01-06 02:07:00	1.17231	1.17239	1.1723	1.17239	12	3
2026-01-06 02:08:00	1.17237	1.17248	1.17235	1.17248	24	3
2026-01-06 02:09:00	1.17248	1.1725	1.17245	1.17245	22	4
2026-01-06 02:10:00	1.17247	1.17247	1.17242	1.17242	26	4
2026-01-06 02:11:00	1.17242	1.17247	1.17241	1.17244	55	4
2026-01-06 02:12:00	1.17243	1.17243	1.17231	1.17235	87	4
2026-01-06 02:13:00	1.17237	1.17238	1.1723	1.17231	84	5
2026-01-06 02:14:00	1.17232	1.17234	1.1723	1.17231	34	5
2026-01-06 02:15:00	1.1723	1.17235	1.1723	1.1723	79	6
2026-01-06 02:16:00	1.1723	1.17239	1.17225	1.17237	56	4
2026-01-06 02:17:00	1.17238	1.17243	1.17238	1.17242	37	3
2026-01-06 02:18:00	1.17242	1.1725	1.17242	1.17249	35	3
2026-01-06 02:19:00	1.17249	1.17249	1.17238	1.17238	43	5
2026-01-06 02:20:00	1.17239	1.17239	1.17227	1.17238	67	4
2026-01-06 02:21:00	1.17239	1.17239	1.17223	1.17223	57	3
2026-01-06 02:22:00	1.17224	1.1723	1.17223	1.17226	14	3
2026-01-06 02:23:00	1.17226	1.17227	1.17222	1.17222	14	2
2026-01-06 02:24:00	1.17223	1.17226	1.17222	1.17226	8	3
2026-01-06 02:25:00	1.17227	1.17228	1.17222	1.17226	15	2
2026-01-06 02:26:00	1.1723	1.17234	1.1723	1.17233	13	3
2026-01-06 02:27:00	1.17232	1.17236	1.17224	1.17236	24	3
2026-01-06 02:28:00	1.17235	1.17242	1.17232	1.17242	26	4
2026-01-06 02:29:00	1.17243	1.17243	1.17232	1.17235	19	3
2026-01-06 02:30:00	1.17236	1.17244	1.17234	1.17237	24	3
2026-01-06 02:31:00	1.17236	1.17247	1.17236	1.17247	12	3
2026-01-06 02:32:00	1.17246	1.17254	1.17246	1.17252	22	3
2026-01-06 02:33:00	1.17251	1.17256	1.17246	1.17246	38	4
2026-01-06 02:34:00	1.17244	1.17248	1.17244	1.17247	12	4
2026-01-06 02:35:00	1.17246	1.17249	1.1724	1.17245	25	2
2026-01-06 02:36:00	1.17248	1.17255	1.17247	1.17247	21	4
2026-01-06 02:37:00	1.17247	1.17255	1.17247	1.17251	22	3
2026-01-06 02:38:00	1.1725	1.17254	1.17248	1.17254	16	3
2026-01-06 02:39:00	1.17253	1.17253	1.17242	1.17242	29	3
2026-01-06 02:40:00	1.17244	1.17248	1.1724	1.1724	19	3
2026-01-06 02:41:00	1.17239	1.1725	1.17239	1.1725	17	3
2026-01-06 02:42:00	1.17251	1.1727	1.1725	1.1727	85	5
2026-01-06 02:43:00	1.1727	1.17272	1.17262	1.17271	43	3
2026-01-06 02:44:00	1.17273	1.17279	1.1727	1.17276	44	5
2026-01-06 02:45:00	1.17277	1.17278	1.17275	1.17278	26	5
2026-01-06 02:46:00	1.17276	1.17303	1.17276	1.17301	89	5
2026-01-06 02:47:00	1.17302	1.17309	1.173	1.17308	28	3
2026-01-06 02:48:00	1.17306	1.17317	1.17302	1.17313	49	4
2026-01-06 02:49:00	1.17312	1.17335	1.17312	1.17331	57	4
2026-01-06 02:50:00	1.17331	1.17331	1.17313	1.17321	135	5
2026-01-06 02:51:00	1.17322	1.17329	1.1732	1.17327	33	5
2026-01-06 02:52:00	1.17328	1.17338	1.17327	1.17337	52	3
2026-01-06 02:53:00	1.17337	1.17351	1.17334	1.1735	55	4
2026-01-06 02:54:00	1.17349	1.17354	1.17346	1.17353	58	5
2026-01-06 02:55:00	1.17353	1.17357	1.17352	1.17356	37	5
2026-01-06 02:56:00	1.17355	1.17358	1.17347	1.17351	39	4
2026-01-06 02:57:00	1.17352	1.17372	1.17346	1.17371	69	4
2026-01-06 02:58:00	1.17371	1.17376	1.17367	1.17367	60	3
2026-01-06 02:59:00	1.17367	1.17376	1.17364	1.17371	78	3
2026-01-06 03:00:00	1.17371	1.17382	1.17365	1.17368	78	4
2026-01-06 03:01:00	1.17367	1.17374	1.17367	1.17373	32	3
2026-01-06 03:02:00	1.17372	1.17372	1.1736	1.17361	37	3
2026-01-06 03:03:00	1.17362	1.17363	1.17354	1.17354	15	2
2026-01-06 03:04:00	1.17352	1.17352	1.1734	1.17341	51	4
2026-01-06 03:05:00	1.17341	1.17341	1.17334	1.17339	35	4
2026-01-06 03:06:00	1.17337	1.17339	1.17335	1.17337	16	3
2026-01-06 03:07:00	1.17338	1.17341	1.17336	1.17339	18	3
2026-01-06 03:08:00	1.17337	1.17339	1.17327	1.17328	33	3
2026-01-06 03:09:00	1.17328	1.17331	1.17325	1.17326	46	3
2026-01-06 03:10:00	1.17327	1.17331	1.17324	1.17329	13	3
2026-01-06 03:11:00	1.17327	1.17339	1.17327	1.17339	26	3
2026-01-06 03:12:00	1.17338	1.17344	1.17338	1.17344	13	3
2026-01-06 03:13:00	1.17345	1.17345	1.17334	1.17336	21	3
2026-01-06 03:14:00	1.17337	1.17337	1.17329	1.17329	36	3
2026-01-06 03:15:00	1.17331	1.17338	1.17328	1.17336	36	3
2026-01-06 03:16:00	1.17334	1.1735	1.1733	1.1735	30	3
2026-01-06 03:17:00	1.17348	1.17349	1.17338	1.1734	39	4
2026-01-06 03:18:00	1.17343	1.17355	1.17341	1.17349	65	3
2026-01-06 03:19:00	1.17349	1.17351	1.17345	1.17345	50	4
2026-01-06 03:20:00	1.17345	1.17352	1.17345	1.17352	25	4
2026-01-06 03:21:00	1.17355	1.17355	1.17343	1.17346	74	4
2026-01-06 03:22:00	1.17346	1.17354	1.17346	1.17353	65	4
2026-01-06 03:23:00	1.17355	1.17367	1.17354	1.17367	52	5
2026-01-06 03:24:00	1.17365	1.17365	1.17362	1.17364	15	4
2026-01-06 03:25:00	1.17367	1.17367	1.17354	1.17356	77	5
2026-01-06 03:26:00	1.17356	1.17356	1.17345	1.17347	30	4
2026-01-06 03:27:00	1.17347	1.1735	1.17342	1.17342	8	2
2026-01-06 03:28:00	1.17343	1.17349	1.17343	1.17345	43	5
2026-01-06 03:29:00	1.17347	1.17347	1.1734	1.17346	72	5
2026-01-06 03:30:00	1.17344	1.17346	1.17341	1.17342	30	4
2026-01-06 03:31:00	1.17342	1.17343	1.17338	1.1734	20	4
2026-01-06 03:32:00	1.1734	1.17351	1.1734	1.17351	13	3
2026-01-06 03:33:00	1.17351	1.17353	1.17347	1.17347	15	3
2026-01-06 03:34:00	1.17347	1.17347	1.17345	1.17347	4	3
2026-01-06 03:35:00	1.17347	1.17349	1.17345	1.17345	14	3
2026-01-06 03:36:00	1.17347	1.17352	1.17347	1.17349	23	3
2026-01-06 03:37:00	1.17347	1.17353	1.17347	1.17352	30	3
2026-01-06 03:38:00	1.17352	1.17358	1.17352	1.17358	12	2
2026-01-06 03:39:00	1.17358	1.17375	1.17355	1.17373	53	3
2026-01-06 03:40:00	1.17374	1.17378	1.1737	1.17376	111	4
2026-01-06 03:41:00	1.17376	1.17379	1.17374	1.17374	97	5
2026-01-06 03:42:00	1.17376	1.1738	1.17376	1.17377	49	5
2026-01-06 03:43:00	1.17377	1.17377	1.17367	1.17369	19	4
2026-01-06 03:44:00	1.17368	1.17373	1.17367	1.17367	41	5
2026-01-06 03:45:00	1.17368	1.17368	1.17367	1.17367	17	4
2026-01-06 03:46:00	1.17367	1.17371	1.17366	1.17371	42	4
2026-01-06 03:47:00	1.17371	1.17373	1.17371	1.17371	23	4
2026-01-06 03:48:00	1.17369	1.17369	1.17353	1.17353	43	4
2026-01-06 03:49:00	1.17355	1.17356	1.17351	1.17351	60	4
2026-01-06 03:50:00	1.17351	1.17353	1.17346	1.17347	56	4
2026-01-06 03:51:00	1.17349	1.17351	1.1734	1.17346	66	4
2026-01-06 03:52:00	1.17347	1.17348	1.17341	1.17345	120	5
2026-01-06 03:53:00	1.17347	1.17348	1.17342	1.17342	63	5
2026-01-06 03:54:00	1.17343	1.17352	1.17343	1.17349	50	5
2026-01-06 03:55:00	1.1735	1.17353	1.1735	1.17351	27	5
2026-01-06 03:56:00	1.1735	1.17352	1.17349	1.17352	25	5
2026-01-06 03:57:00	1.17351	1.17355	1.1734	1.1734	125	6
2026-01-06 03:58:00	1.17344	1.17349	1.17343	1.17346	25	4
2026-01-06 03:59:00	1.17346	1.17347	1.17342	1.17343	77	6
2026-01-06 04:00:00	1.17343	1.17347	1.1734	1.17346	50	6
2026-01-06 04:01:00	1.17344	1.17344	1.17341	1.17343	34	6
2026-01-06 04:02:00	1.17342	1.17342	1.17332	1.17332	85	6
2026-01-06 04:03:00	1.17333	1.17334	1.17325	1.17327	79	5
2026-01-06 04:04:00	1.17327	1.17333	1.17326	1.17331	50	5
2026-01-06 04:05:00	1.17332	1.17336	1.17329	1.17331	58	5
2026-01-06 04:06:00	1.17332	1.17332	1.17324	1.17326	37	5
2026-01-06 04:07:00	1.17325	1.1733	1.17325	1.1733	18	5
2026-01-06 04:08:00	1.17329	1.17333	1.17327	1.17333	49	5
2026-01-06 04:09:00	1.17333	1.17335	1.17329	1.17333	52	5
2026-01-06 04:10:00	1.17333	1.17333	1.17327	1.17328	29	4
2026-01-06 04:11:00	1.17327	1.17329	1.17324	1.17329	25	5
2026-01-06 04:12:00	1.17327	1.17341	1.17327	1.17336	60	4
2026-01-06 04:13:00	1.17336	1.17337	1.17334	1.17337	53	5
2026-01-06 04:14:00	1.17337	1.17337	1.17332	1.17332	35	4
2026-01-06 04:15:00	1.17334	1.17335	1.17333	1.17334	10	5
2026-01-06 04:16:00	1.17334	1.17341	1.17329	1.1734	61	5
2026-01-06 04:17:00	1.17341	1.17346	1.1734	1.17346	32	5
2026-01-06 04:18:00	1.17345	1.17346	1.17342	1.17342	46	5
2026-01-06 04:19:00	1.17342	1.17345	1.17337	1.17338	24	5
2026-01-06 04:20:00	1.17337	1.17337	1.17334	1.17334	41	5
2026-01-06 04:21:00	1.17336	1.17336	1.17333	1.17335	27	5
2026-01-06 04:22:00	1.17336	1.17336	1.17325	1.17327	45	4
2026-01-06 04:23:00	1.17327	1.17328	1.17326	1.17327	14	5
2026-01-06 04:24:00	1.17327	1.17331	1.17326	1.17327	41	5
2026-01-06 04:25:00	1.17327	1.17328	1.17323	1.17325	35	5
2026-01-06 04:26:00	1.17327	1.1733	1.17325	1.17329	55	5
2026-01-06 04:27:00	1.17328	1.17328	1.17325	1.17326	47	6
2026-01-06 04:28:00	1.17326	1.1733	1.17318	1.17321	57	6
2026-01-06 04:29:00	1.1732	1.17325	1.17319	1.17325	17	4
2026-01-06 04:30:00	1.1733	1.17343	1.1733	1.17343	12	5
2026-01-06 04:31:00	1.17344	1.17344	1.17342	1.17343	6	4
2026-01-06 04:32:00	1.17345	1.17351	1.17345	1.17351	38	5
2026-01-06 04:33:00	1.17351	1.17355	1.17351	1.17352	22	5
2026-01-06 04:34:00	1.17353	1.17353	1.17352	1.17352	19	5
2026-01-06 04:35:00	1.17353	1.17353	1.17338	1.17341	47	5
2026-01-06 04:36:00	1.17341	1.17342	1.17334	1.17334	61	6
2026-01-06 04:37:00	1.17334	1.17338	1.17334	1.17338	8	4
2026-01-06 04:38:00	1.17339	1.17339	1.17338	1.17338	4	2
2026-01-06 04:39:00	1.17335	1.17335	1.17326	1.17326	31	4
2026-01-06 04:40:00	1.17327	1.17331	1.17321	1.1733	43	4
2026-01-06 04:41:00	1.17329	1.17335	1.17329	1.17333	30	3
2026-01-06 04:42:00	1.17332	1.17339	1.17332	1.17338	20	3
2026-01-06 04:43:00	1.17335	1.17336	1.1733	1.1733	15	3
2026-01-06 04:44:00	1.17333	1.17335	1.17331	1.17331	13	3
2026-01-06 04:45:00	1.17334	1.17334	1.17331	1.17332	13	2
2026-01-06 04:46:00	1.17331	1.17333	1.1733	1.17331	13	2
2026-01-06 04:47:00	1.17331	1.17331	1.1733	1.1733	5	3
2026-01-06 04:48:00	1.1733	1.1733	1.17324	1.17325	13	3
2026-01-06 04:49:00	1.17329	1.17329	1.17323	1.17323	16	3
2026-01-06 04:50:00	1.17321	1.17321	1.17314	1.17317	29	3
2026-01-06 04:51:00	1.17318	1.17319	1.17317	1.17318	11	3
2026-01-06 04:52:00	1.17317	1.17317	1.17316	1.17316	5	4
2026-01-06 04:53:00	1.17317	1.17318	1.17317	1.17318	2	4
2026-01-06 04:54:00	1.1732	1.17326	1.1732	1.17324	18	3
2026-01-06 04:55:00	1.17327	1.17338	1.17327	1.17338	17	3
2026-01-06 04:56:00	1.17335	1.17335	1.17332	1.17335	29	3
2026-01-06 04:57:00	1.17335	1.17339	1.17331	1.17336	31	3
2026-01-06 04:58:00	1.17336	1.17338	1.17333	1.17337	21	3
2026-01-06 04:59:00	1.17336	1.17338	1.17336	1.17336	4	3
2026-01-06 05:00:00	1.17334	1.17335	1.17329	1.17332	24	3
2026-01-06 05:01:00	1.17332	1.1734	1.17332	1.17339	30	4
2026-01-06 05:02:00	1.17338	1.17338	1.17333	1.17336	44	4
2026-01-06 05:03:00	1.17336	1.17341	1.17336	1.17341	15	5
2026-01-06 05:04:00	1.1734	1.17344	1.1734	1.17343	30	5
2026-01-06 05:05:00	1.17343	1.1735	1.17342	1.17345	99	6
2026-01-06 05:06:00	1.17346	1.1735	1.17345	1.17348	72	5
2026-01-06 05:07:00	1.17346	1.1735	1.17343	1.17343	52	6
2026-01-06 05:08:00	1.17344	1.17344	1.17342	1.17344	21	6
2026-01-06 05:09:00	1.17346	1.17353	1.17345	1.17348	31	5
2026-01-06 05:10:00	1.17346	1.17349	1.17346	1.17348	14	5
2026-01-06 05:11:00	1.17348	1.17352	1.17348	1.17351	21	5
2026-01-06 05:12:00	1.17352	1.17356	1.17348	1.17356	25	5
2026-01-06 05:13:00	1.17357	1.17363	1.17357	1.17362	56	5
2026-01-06 05:14:00	1.17361	1.17366	1.17361	1.17365	32	5
2026-01-06 05:15:00	1.17364	1.17364	1.1735	1.17353	44	5
2026-01-06 05:16:00	1.17354	1.17361	1.17351	1.17358	79	5
2026-01-06 05:17:00	1.17359	1.17363	1.17357	1.17362	29	5
2026-01-06 05:18:00	1.17361	1.17363	1.17356	1.17363	29	5
2026-01-06 05:19:00	1.17361	1.17363	1.17357	1.17361	21	5
2026-01-06 05:20:00	1.17359	1.1736	1.17357	1.17359	36	5
2026-01-06 05:21:00	1.17358	1.17359	1.17351	1.17352	43	4
2026-01-06 05:22:00	1.17352	1.17358	1.17351	1.17355	59	5
2026-01-06 05:23:00	1.17355	1.17359	1.17355	1.17358	18	6
2026-01-06 05:24:00	1.17358	1.17358	1.17353	1.17353	18	6
2026-01-06 05:25:00	1.17352	1.17357	1.17352	1.17357	20	5
2026-01-06 05:26:00	1.17358	1.17364	1.17358	1.17363	16	5
2026-01-06 05:27:00	1.17364	1.17364	1.17358	1.17359	23	5
2026-01-06 05:28:00	1.17359	1.17366	1.17359	1.17363	41	5
2026-01-06 05:29:00	1.17362	1.17367	1.17359	1.17362	60	5
2026-01-06 05:30:00	1.17361	1.17362	1.17356	1.1736	77	5
2026-01-06 05:31:00	1.17358	1.17358	1.17353	1.17353	38	5
2026-01-06 05:32:00	1.17353	1.17353	1.1735	1.17351	20	5
2026-01-06 05:33:00	1.17353	1.17358	1.17351	1.17355	27	3
2026-01-06 05:34:00	1.17355	1.17358	1.17355	1.17357	33	5
2026-01-06 05:35:00	1.17356	1.17356	1.17351	1.17352	19	5
2026-01-06 05:36:00	1.17352	1.17358	1.17351	1.17358	28	5
