Time,Open,High,Low,Close,Result
9/17/2024 16:30,1.11177,1.11216,1.1116,1.11193,
9/17/2024 17:00,1.11192,1.11208,1.11109,1.1116,
9/17/2024 17:30,1.11158,1.11168,1.11113,1.11162,
9/17/2024 18:00,1.11162,1.11189,1.11155,1.11171,
9/17/2024 18:30,1.1117,1.11226,1.11166,1.11223,
9/17/2024 19:00,1.11223,1.11235,1.11176,1.11179,
9/17/2024 19:30,1.11179,1.11186,1.11147,1.11158,-0.0011200000000000099
9/17/2024 20:00,1.11158,1.11168,1.11152,1.11154,-0.001100000000000101
9/17/2024 20:30,1.11154,1.11163,1.11126,1.11134,-0.0014300000000000423
9/17/2024 21:00,1.11128,1.11155,1.11124,1.11143,
9/17/2024 21:30,1.11145,1.11153,1.11128,1.1113,-0.0014899999999999913
9/17/2024 22:00,1.1113,1.11161,1.1113,1.11157,
9/17/2024 22:30,1.11157,1.11186,1.11157,1.11179,
9/17/2024 23:00,1.1118,1.11221,1.11179,1.11221,
9/17/2024 23:30,1.11221,1.11238,1.11217,1.1122,
9/18/2024 0:00,1.11221,1.11247,1.11215,1.11238,-0.00046999999999997044
9/18/2024 0:30,1.11239,1.11285,1.1122,1.1127,-0.0006500000000000394
9/18/2024 1:00,1.11271,1.11303,1.11261,1.11264,
9/18/2024 1:30,1.11263,1.11291,1.11252,1.11277,-0.0009099999999999664
9/18/2024 2:00,1.11278,1.11285,1.11247,1.11251,
9/18/2024 2:30,1.11251,1.1128,1.11251,1.11279,0.000320000000000098
9/18/2024 3:00,1.1128,1.11285,1.11253,1.11273,
9/18/2024 3:30,1.11272,1.11278,1.11256,1.11262,
9/18/2024 4:00,1.11262,1.11263,1.11231,1.11236,
9/18/2024 4:30,1.11237,1.11243,1.11199,1.112,-0.0018099999999998673
9/18/2024 5:00,1.112,1.11213,1.11191,1.11191,-1
9/18/2024 5:30,1.11192,1.11215,1.11177,1.11205,
9/18/2024 6:00,1.11204,1.1126,1.11198,1.11207,
9/18/2024 6:30,1.11206,1.11233,1.11152,1.11186,-1
9/18/2024 7:00,1.11186,1.11276,1.11174,1.11237,
9/18/2024 7:30,1.1124,1.11311,1.11222,1.11311,-0.0008900000000000574
9/18/2024 8:00,1.11311,1.1133,1.11278,1.11313,0.0007900000000000684
9/18/2024 8:30,1.11314,1.11332,1.1129,1.11294,
9/18/2024 9:00,1.11295,1.11366,1.11268,1.11333,-0.0017499999999999183
9/18/2024 9:30,1.1133,1.11398,1.11329,1.11381,-1
9/18/2024 10:00,1.1138,1.11387,1.11343,1.11377,
9/18/2024 10:30,1.11378,1.11379,1.11297,1.11299,
9/18/2024 11:00,1.11298,1.11301,1.11238,1.1126,
9/18/2024 11:30,1.11259,1.11263,1.11224,1.11244,
9/18/2024 12:00,1.11243,1.11285,1.11223,1.11232,0.0002500000000000835
9/18/2024 12:30,1.11231,1.11238,1.11179,1.11222,-0.0002500000000000835
9/18/2024 13:00,1.11222,1.11398,1.11222,1.11392,1
9/18/2024 13:30,1.11394,1.11395,1.11303,1.11352,
9/18/2024 14:00,1.11352,1.11361,1.11157,1.11158,-1
9/18/2024 14:30,1.11158,1.11182,1.11082,1.1118,
9/18/2024 15:00,1.11181,1.1122,1.11149,1.11206,
9/18/2024 15:30,1.11206,1.1121,1.11119,1.11158,-1
9/18/2024 16:00,1.11158,1.11261,1.11154,1.11257,
9/18/2024 16:30,1.11256,1.11259,1.11209,1.11242,
9/18/2024 17:00,1.11243,1.11263,1.11171,1.11207,
9/18/2024 17:30,1.11208,1.11304,1.11208,1.11247,
9/18/2024 18:00,1.11247,1.1179,1.11238,1.11715,
9/18/2024 18:30,1.11716,1.11891,1.11466,1.11492,
9/18/2024 19:00,1.11489,1.1149,1.11199,1.11319,
9/18/2024 19:30,1.11319,1.11325,1.10966,1.11056,
9/18/2024 20:00,1.11054,1.11186,1.11043,1.11181,
9/18/2024 20:30,1.11181,1.11201,1.1116,1.11184,
9/18/2024 21:00,1.11184,1.11184,1.11104,1.11154,
9/18/2024 21:30,1.11158,1.11168,1.11151,1.11164,
9/18/2024 22:00,1.1116,1.11231,1.11149,1.11224,
9/18/2024 22:30,1.11223,1.1124,1.11197,1.11218,
9/18/2024 23:00,1.11219,1.11219,1.1112,1.11129,
9/18/2024 23:30,1.11129,1.1115,1.11111,1.11139,
9/19/2024 0:00,1.1114,1.11166,1.11064,1.11078,
9/19/2024 0:30,1.11077,1.11085,1.10788,1.10815,-1
9/19/2024 1:00,1.10815,1.10856,1.10756,1.1076,-1
9/19/2024 1:30,1.10761,1.10844,1.10683,1.10832,
9/19/2024 2:00,1.10834,1.10996,1.10834,1.10996,
9/19/2024 2:30,1.10996,1.11035,1.10958,1.11019,
9/19/2024 3:00,1.11019,1.11121,1.10994,1.11119,
9/19/2024 3:30,1.11123,1.11191,1.1111,1.11185,
9/19/2024 4:00,1.11185,1.112,1.11149,1.11152,
9/19/2024 4:30,1.11154,1.11212,1.1115,1.11201,1
9/19/2024 5:00,1.11202,1.11297,1.11202,1.11286,
9/19/2024 5:30,1.11289,1.11311,1.11256,1.1131,
9/19/2024 6:00,1.11309,1.11349,1.11287,1.11314,
9/19/2024 6:30,1.11314,1.11451,1.11301,1.11451,
9/19/2024 7:00,1.11453,1.1153,1.11401,1.11444,
9/19/2024 7:30,1.11444,1.1153,1.11401,1.11458,1
9/19/2024 8:00,1.11457,1.1158,1.11448,1.11574,-1
9/19/2024 8:30,1.11573,1.1169,1.1157,1.11626,-1
9/19/2024 9:00,1.11626,1.11759,1.11622,1.11705,
9/19/2024 9:30,1.11704,1.11787,1.11691,1.11776,
9/19/2024 10:00,1.11777,1.11787,1.11686,1.1173,
9/19/2024 10:30,1.1173,1.11753,1.11689,1.11702,
9/19/2024 11:00,1.11705,1.1176,1.11519,1.1159,
9/19/2024 11:30,1.11594,1.11636,1.11538,1.1158,
9/19/2024 12:00,1.11581,1.11582,1.1149,1.11531,
9/19/2024 12:30,1.1153,1.1153,1.11257,1.11258,
9/19/2024 13:00,1.11259,1.11405,1.11249,1.11305,
9/19/2024 13:30,1.11308,1.11335,1.11174,1.11213,
9/19/2024 14:00,1.11213,1.1133,1.11164,1.11275,
9/19/2024 14:30,1.11276,1.11313,1.11177,1.11292,
9/19/2024 15:00,1.11293,1.11437,1.11255,1.11437,
9/19/2024 15:30,1.11438,1.11487,1.11406,1.11468,
9/19/2024 16:00,1.11469,1.1157,1.11452,1.11542,
9/19/2024 16:30,1.11543,1.11583,1.11501,1.11554,
9/19/2024 17:00,1.11553,1.11583,1.11524,1.11539,
9/19/2024 17:30,1.11539,1.11613,1.11537,1.11605,1.999999999990898e-05
9/19/2024 18:00,1.11605,1.11672,1.11605,1.11671,-0.0008100000000001994
9/19/2024 18:30,1.11672,1.11678,1.1163,1.11654,
9/19/2024 19:00,1.11654,1.11666,1.11596,1.11601,
9/19/2024 19:30,1.11601,1.11635,1.11588,1.1162,
9/19/2024 20:00,1.1162,1.11642,1.11608,1.11613,
9/19/2024 20:30,1.11614,1.11637,1.11604,1.11611,
9/19/2024 21:00,1.11611,1.11623,1.11598,1.11613,
9/19/2024 21:30,1.11616,1.11621,1.11611,1.11615,
9/19/2024 22:00,1.11616,1.11627,1.11608,1.11616,
9/19/2024 22:30,1.11615,1.11622,1.11603,1.11607,
9/19/2024 23:00,1.11608,1.11609,1.11584,1.1159,-0.0008000000000001339
9/19/2024 23:30,1.11591,1.11602,1.11585,1.11593,
9/20/2024 0:00,1.11593,1.11613,1.11571,1.11611,
9/20/2024 0:30,1.11612,1.11615,1.11577,1.11603,
9/20/2024 1:00,1.11604,1.11632,1.11586,1.1161,
9/20/2024 1:30,1.11609,1.1164,1.11583,1.11591,
9/20/2024 2:00,1.11592,1.11614,1.11572,1.11595,
9/20/2024 2:30,1.11596,1.11632,1.11592,1.11614,
9/20/2024 3:00,1.11613,1.11682,1.11612,1.11666,-0.0007699999999999374
9/20/2024 3:30,1.11665,1.11692,1.11639,1.11656,
9/20/2024 4:00,1.11657,1.11679,1.11655,1.1167,-0.00029999999999996696
9/20/2024 4:30,1.11668,1.1167,1.11638,1.11649,
9/20/2024 5:00,1.1165,1.11656,1.1161,1.11616,
9/20/2024 5:30,1.11617,1.11664,1.11615,1.11637,
9/20/2024 6:00,1.1164,1.11735,1.1164,1.11723,-0.0013600000000000279
9/20/2024 6:30,1.11723,1.11785,1.1172,1.11764,-1
9/20/2024 7:00,1.11763,1.11818,1.11734,1.11764,-1
9/20/2024 7:30,1.11764,1.11771,1.11594,1.11627,
9/20/2024 8:00,1.11626,1.11653,1.11523,1.11589,4.0000000000040004e-05
9/20/2024 8:30,1.11589,1.11691,1.11586,1.11643,
9/20/2024 9:00,1.11644,1.1166,1.1161,1.1164,
9/20/2024 9:30,1.1164,1.1165,1.1157,1.11607,
9/20/2024 10:00,1.1161,1.11626,1.11551,1.11587,0.0021399999999998087
9/20/2024 10:30,1.11587,1.11605,1.11573,1.11592,
9/20/2024 11:00,1.11593,1.1161,1.1154,1.11587,-0.0012900000000000134
9/20/2024 11:30,1.11587,1.11622,1.11551,1.11615,
9/20/2024 12:00,1.11615,1.11722,1.11615,1.11712,
9/20/2024 12:30,1.11711,1.11768,1.11662,1.11744,-1
9/20/2024 13:00,1.11743,1.11762,1.11574,1.11585,0.0
9/20/2024 13:30,1.11584,1.11625,1.11538,1.11547,-1
9/20/2024 14:00,1.11546,1.11546,1.11379,1.11443,-1
9/20/2024 14:30,1.11443,1.11545,1.11409,1.11437,-1
9/20/2024 15:00,1.11437,1.11458,1.1136,1.11373,-1
9/20/2024 15:30,1.11373,1.11594,1.11366,1.11588,
9/20/2024 16:00,1.11588,1.11734,1.11588,1.11716,
9/20/2024 16:30,1.11714,1.11757,1.1167,1.11738,
9/20/2024 17:00,1.11736,1.11742,1.11659,1.11662,
9/20/2024 17:30,1.11662,1.1167,1.11582,1.11593,
9/20/2024 18:00,1.11594,1.11604,1.11571,1.11585,
9/20/2024 18:30,1.11585,1.1166,1.11576,1.1165,
9/20/2024 19:00,1.1165,1.11654,1.11621,1.11648,
9/20/2024 19:30,1.11648,1.11659,1.11616,1.1162,
9/20/2024 20:00,1.11619,1.1162,1.11564,1.11574,
9/20/2024 20:30,1.11574,1.11638,1.11561,1.11626,
9/22/2024 21:00,1.1158,1.11647,1.1158,1.1161,
9/22/2024 21:30,1.1161,1.11612,1.11597,1.11612,
9/22/2024 22:00,1.11612,1.11645,1.11594,1.11641,
9/22/2024 22:30,1.1164,1.11645,1.11619,1.11621,
9/22/2024 23:00,1.11622,1.11636,1.11594,1.11633,
9/22/2024 23:30,1.11632,1.1164,1.11591,1.11591,
9/23/2024 0:00,1.11589,1.11607,1.1156,1.1158,
9/23/2024 0:30,1.11583,1.11597,1.11567,1.11589,
9/23/2024 1:00,1.11588,1.1161,1.11558,1.11577,
9/23/2024 1:30,1.11576,1.11615,1.11575,1.11589,
9/23/2024 2:00,1.11588,1.11601,1.11565,1.11592,
9/23/2024 2:30,1.11593,1.11636,1.11585,1.11622,
9/23/2024 3:00,1.11622,1.11648,1.11622,1.11642,-1
9/23/2024 3:30,1.11642,1.11642,1.1161,1.11615,
9/23/2024 4:00,1.11615,1.1164,1.116,1.11639,
9/23/2024 4:30,1.1164,1.1165,1.11634,1.11635,
9/23/2024 5:00,1.11634,1.11649,1.11631,1.11643,-1
9/23/2024 5:30,1.11643,1.11672,1.11614,1.11631,
9/23/2024 6:00,1.11632,1.11642,1.11551,1.11584,
9/23/2024 6:30,1.11582,1.11599,1.11552,1.11588,
9/23/2024 7:00,1.11587,1.11595,1.11151,1.11259,1
9/23/2024 7:30,1.11258,1.11258,1.10978,1.11013,
9/23/2024 8:00,1.11012,1.11017,1.10831,1.10926,
9/23/2024 8:30,1.10925,1.10989,1.10864,1.10924,
9/23/2024 9:00,1.10923,1.11123,1.10921,1.1108,
9/23/2024 9:30,1.11081,1.11099,1.11043,1.11058,
9/23/2024 10:00,1.11061,1.11129,1.11053,1.11089,
9/23/2024 10:30,1.1109,1.11193,1.11087,1.11129,
9/23/2024 11:00,1.11131,1.11235,1.11125,1.11201,
9/23/2024 11:30,1.112,1.11258,1.11192,1.11196,
9/23/2024 12:00,1.11197,1.11228,1.11085,1.11119,
9/23/2024 12:30,1.11119,1.11238,1.11118,1.11223,-0.00017000000000000348
9/23/2024 13:00,1.11224,1.11347,1.11223,1.11327,-0.0010300000000000864
9/23/2024 13:30,1.11326,1.11396,1.11201,1.11292,
9/23/2024 14:00,1.11291,1.11352,1.11152,1.11349,-1
9/23/2024 14:30,1.11349,1.11433,1.11279,1.11323,
9/23/2024 15:00,1.11325,1.11367,1.11235,1.11339,
9/23/2024 15:30,1.11337,1.11371,1.11262,1.11302,
9/23/2024 16:00,1.11299,1.11299,1.11213,1.11263,
9/23/2024 16:30,1.11261,1.11267,1.11212,1.11251,
9/23/2024 17:00,1.11251,1.11257,1.1121,1.11252,
9/23/2024 17:30,1.11252,1.11284,1.11202,1.11206,0.0009700000000001374
9/23/2024 18:00,1.11205,1.11234,1.11181,1.11224,
9/23/2024 18:30,1.11224,1.11238,1.11159,1.11167,0.0005800000000000249
9/23/2024 19:00,1.11166,1.11172,1.1114,1.11151,0.0007399999999999629
9/23/2024 19:30,1.1115,1.11176,1.11119,1.11145,0.0008799999999999919
9/23/2024 20:00,1.11146,1.11148,1.11115,1.11125,0.0006399999999999739
9/23/2024 20:30,1.11124,1.11127,1.11097,1.11109,0.00035999999999991594
9/23/2024 21:00,1.11107,1.11144,1.11107,1.1114,
9/23/2024 21:30,1.1114,1.11142,1.11111,1.11116,
9/23/2024 22:00,1.11116,1.1114,1.1111,1.1112,
9/23/2024 22:30,1.11119,1.11129,1.11108,1.11109,-0.00017000000000000348
9/23/2024 23:00,1.11111,1.11115,1.11085,1.11085,-0.000560000000000116
9/23/2024 23:30,1.11086,1.11116,1.11074,1.11109,
9/24/2024 0:00,1.1111,1.11137,1.11073,1.11077,-0.0011200000000000099
9/24/2024 0:30,1.11078,1.11079,1.11043,1.11057,-0.0010599999999998388
9/24/2024 1:00,1.11056,1.11085,1.11043,1.11061,
9/24/2024 1:30,1.11062,1.1111,1.11057,1.11073,
9/24/2024 2:00,1.11074,1.11083,1.11035,1.11046,-1
9/24/2024 2:30,1.11045,1.11067,1.11033,1.11055,
9/24/2024 3:00,1.11055,1.11118,1.11055,1.11118,
9/24/2024 3:30,1.11119,1.11136,1.111,1.11126,1
9/24/2024 4:00,1.11125,1.11151,1.11093,1.11141,1
9/24/2024 4:30,1.11142,1.11176,1.1114,1.11167,0.0018800000000001038
9/24/2024 5:00,1.11167,1.11194,1.11139,1.11189,0.0014899999999999913
9/24/2024 5:30,1.11189,1.11191,1.11142,1.11163,
9/24/2024 6:00,1.11162,1.11162,1.1105,1.11051,
9/24/2024 6:30,1.11051,1.11189,1.11042,1.1115,
9/24/2024 7:00,1.11149,1.11264,1.11125,1.11224,0.0012199999999999989
9/24/2024 7:30,1.11223,1.11322,1.11203,1.11272,0.0013600000000000279
9/24/2024 8:00,1.11271,1.11396,1.11263,1.11374,0.0003500000000000725
9/24/2024 8:30,1.11375,1.11449,1.11372,1.11401,-0.00011999999999989797
9/24/2024 9:00,1.11401,1.11437,1.11382,1.11419,0.0018700000000000383
9/24/2024 9:30,1.11418,1.11459,1.11315,1.11355,
9/24/2024 10:00,1.11356,1.11411,1.11337,1.11338,
9/24/2024 10:30,1.11338,1.11368,1.11269,1.1128,
9/24/2024 11:00,1.1128,1.11281,1.1123,1.1125,
9/24/2024 11:30,1.11251,1.11298,1.11221,1.1129,
9/24/2024 12:00,1.11289,1.11388,1.11289,1.11346,
9/24/2024 12:30,1.11345,1.11477,1.11334,1.11408,
9/24/2024 13:00,1.11408,1.11442,1.11368,1.11409,
9/24/2024 13:30,1.1141,1.11426,1.11324,1.11389,
9/24/2024 14:00,1.11389,1.11635,1.11387,1.11606,0.0011999999999998678
9/24/2024 14:30,1.11605,1.11613,1.11456,1.11507,
9/24/2024 15:00,1.11506,1.11561,1.11478,1.11539,
9/24/2024 15:30,1.11541,1.11548,1.11467,1.11497,
9/24/2024 16:00,1.11497,1.11588,1.11493,1.11557,
9/24/2024 16:30,1.11557,1.1162,1.11524,1.11584,
9/24/2024 17:00,1.11583,1.11603,1.11556,1.1157,
9/24/2024 17:30,1.11568,1.11637,1.11546,1.11626,0.0025999999999999357
9/24/2024 18:00,1.11628,1.11668,1.11598,1.11645,0.0019200000000001438
9/24/2024 18:30,1.11646,1.11669,1.1163,1.11662,0.0024699999999999722
9/24/2024 19:00,1.11663,1.11734,1.1165,1.11726,0.0015000000000000568
9/24/2024 19:30,1.11724,1.11767,1.11721,1.11766,0.0016499999999999293
9/24/2024 20:00,1.11766,1.11784,1.1175,1.11766,0.0014199999999999768
9/24/2024 20:30,1.11766,1.11809,1.11766,1.11794,0.0008600000000000829
9/24/2024 21:00,1.11791,1.11798,1.11756,1.11783,
9/24/2024 21:30,1.11784,1.11791,1.11779,1.11783,
9/24/2024 22:00,1.11782,1.11802,1.11782,1.118,0.0017899999999999583
9/24/2024 22:30,1.11801,1.11888,1.11799,1.11886,0.0009399999999999409
9/24/2024 23:00,1.11885,1.11887,1.11836,1.11837,
9/24/2024 23:30,1.11841,1.1191,1.11833,1.11909,0.0004700000000001925
9/25/2024 0:00,1.11907,1.11928,1.11873,1.11876,
9/25/2024 0:30,1.11875,1.11939,1.11874,1.11931,0.0002500000000000835
9/25/2024 1:00,1.11933,1.11937,1.11892,1.11908,
9/25/2024 1:30,1.11908,1.11929,1.11853,1.1188,
9/25/2024 2:00,1.1188,1.11922,1.11876,1.11921,
9/25/2024 2:30,1.11922,1.11961,1.11908,1.11947,-0.00029999999999996696
9/25/2024 3:00,1.11948,1.1198,1.11917,1.11979,-0.0013199999999999878
9/25/2024 3:30,1.11978,1.11987,1.11953,1.1198,-0.0013199999999999878
9/25/2024 4:00,1.1198,1.11987,1.11955,1.11983,-0.0019700000000000273
9/25/2024 4:30,1.11982,1.11982,1.11936,1.11956,
9/25/2024 5:00,1.11955,1.1196,1.11927,1.11932,
9/25/2024 5:30,1.1193,1.11959,1.11922,1.11956,
9/25/2024 6:00,1.11955,1.11956,1.11869,1.11926,
9/25/2024 6:30,1.11926,1.11944,1.11894,1.11905,
9/25/2024 7:00,1.11906,1.11964,1.11858,1.11887,-0.0006900000000000794
9/25/2024 7:30,1.11888,1.11959,1.11872,1.11917,
9/25/2024 8:00,1.11917,1.11954,1.11842,1.11847,-1
9/25/2024 8:30,1.11847,1.11915,1.11821,1.11848,
9/25/2024 9:00,1.11848,1.11877,1.11784,1.11786,-1
9/25/2024 9:30,1.11787,1.11842,1.11782,1.11832,
9/25/2024 10:00,1.11832,1.11889,1.11813,1.11856,
9/25/2024 10:30,1.11856,1.11885,1.11809,1.11871,
9/25/2024 11:00,1.11872,1.11924,1.11831,1.11841,
9/25/2024 11:30,1.1184,1.11974,1.11838,1.11959,-1
9/25/2024 12:00,1.11959,1.11969,1.11917,1.11956,
9/25/2024 12:30,1.11955,1.12078,1.11918,1.11976,-1
9/25/2024 13:00,1.11976,1.1214,1.11968,1.12049,-1
9/25/2024 13:30,1.1205,1.12076,1.11952,1.11952,
9/25/2024 14:00,1.11952,1.11954,1.11789,1.11813,
9/25/2024 14:30,1.11813,1.11863,1.11652,1.11726,1
9/25/2024 15:00,1.11727,1.11752,1.11538,1.11572,1
9/25/2024 15:30,1.11572,1.11585,1.11418,1.11432,
9/25/2024 16:00,1.1143,1.11476,1.11379,1.11404,
9/25/2024 16:30,1.11405,1.1142,1.11329,1.11344,
9/25/2024 17:00,1.11344,1.11344,1.11215,1.11333,
9/25/2024 17:30,1.11333,1.11378,1.1131,1.11369,
9/25/2024 18:00,1.11368,1.11383,1.11326,1.11367,
9/25/2024 18:30,1.11368,1.11387,1.11331,1.11342,
9/25/2024 19:00,1.11342,1.11358,1.113,1.11301,
9/25/2024 19:30,1.11301,1.11311,1.11254,1.11259,-0.001060000000000061
9/25/2024 20:00,1.1126,1.11289,1.11249,1.11271,
9/25/2024 20:30,1.1127,1.11327,1.1126,1.11325,
9/25/2024 21:00,1.11322,1.11322,1.1129,1.11304,
9/25/2024 21:30,1.11305,1.11334,1.11304,1.1133,
9/25/2024 22:00,1.11329,1.11329,1.11303,1.11317,
9/25/2024 22:30,1.11317,1.1133,1.11313,1.11316,
9/25/2024 23:00,1.11316,1.11322,1.11302,1.11308,
9/25/2024 23:30,1.11307,1.1132,1.11295,1.11296,
9/26/2024 0:00,1.11297,1.11364,1.1129,1.11363,0.0010700000000001264
9/26/2024 0:30,1.11364,1.11368,1.1134,1.11365,0.0013199999999999878
9/26/2024 1:00,1.11367,1.11371,1.11316,1.1133,
9/26/2024 1:30,1.1133,1.11411,1.11317,1.11394,0.0014000000000000679
9/26/2024 2:00,1.11395,1.11412,1.11371,1.11411,0.0007300000000001194
9/26/2024 2:30,1.11412,1.11419,1.11385,1.1141,
9/26/2024 3:00,1.1141,1.11451,1.11408,1.11425,-0.0006999999999999229
9/26/2024 3:30,1.11425,1.11429,1.11378,1.11405,
9/26/2024 4:00,1.11404,1.11422,1.11377,1.11405,
9/26/2024 4:30,1.11406,1.11435,1.11405,1.11416,
9/26/2024 5:00,1.11416,1.11473,1.11405,1.1147,-1
9/26/2024 5:30,1.11471,1.11519,1.11461,1.11497,-1
9/26/2024 6:00,1.11498,1.11528,1.1147,1.11522,-1
9/26/2024 6:30,1.11522,1.11566,1.11504,1.11534,-1
9/26/2024 7:00,1.11534,1.11579,1.11468,1.11484,
9/26/2024 7:30,1.11485,1.1154,1.11336,1.11348,-1
9/26/2024 8:00,1.11347,1.11381,1.11257,1.11355,
9/26/2024 8:30,1.11354,1.11435,1.11339,1.11413,
9/26/2024 9:00,1.11414,1.11517,1.11414,1.11485,
9/26/2024 9:30,1.11485,1.11523,1.11428,1.11436,
9/26/2024 10:00,1.11436,1.11487,1.11397,1.11466,
9/26/2024 10:30,1.11465,1.1155,1.11442,1.11538,1
