Time;Open;High;Low;Close
2026/01/08 09:16;1.16734;1.16734;1.16722;1.16724
2026/01/08 09:17;1.16728;1.16736;1.16727;1.16732
2026/01/08 09:17;1.16734;1.16734;1.16717;1.16718
2026/01/08 09:18;1.16718;1.1672;1.16714;1.16715
2026/01/08 09:18;1.16715;1.16721;1.16699;1.1672
2026/01/08 09:19;1.16718;1.16719;1.16711;1.16716
2026/01/08 09:19;1.16717;1.16731;1.16715;1.1673
2026/01/08 09:20;1.16728;1.1673;1.16718;1.16721
2026/01/08 09:20;1.16722;1.1673;1.16721;1.1673
2026/01/08 09:21;1.1673;1.16735;1.16725;1.16725
2026/01/08 09:21;1.16724;1.16732;1.16712;1.16712
2026/01/08 09:22;1.16712;1.16717;1.16709;1.16709
2026/01/08 09:22;1.16708;1.1671;1.16697;1.16708
2026/01/08 09:23;1.16709;1.1671;1.16704;1.1671
2026/01/08 09:23;1.1671;1.1671;1.16701;1.16702
2026/01/08 09:24;1.16703;1.16704;1.16697;1.16704
2026/01/08 09:24;1.16703;1.1671;1.167;1.16706
2026/01/08 09:25;1.16706;1.1672;1.16703;1.16712
2026/01/08 09:25;1.16712;1.16737;1.16712;1.16736
2026/01/08 09:26;1.16737;1.16747;1.16736;1.16742
2026/01/08 09:26;1.16744;1.16755;1.16738;1.16745
2026/01/08 09:27;1.16743;1.16758;1.16742;1.16755
2026/01/08 09:27;1.16754;1.16763;1.16753;1.1676
2026/01/08 09:28;1.16758;1.16761;1.16755;1.1676
2026/01/08 09:28;1.1676;1.1676;1.16756;1.16758
2026/01/08 09:29;1.16759;1.16769;1.16756;1.16766
2026/01/08 09:29;1.16765;1.16767;1.16759;1.16767
2026/01/08 09:30;1.16767;1.16786;1.16764;1.16783
2026/01/08 09:30;1.16783;1.16787;1.1678;1.16784
2026/01/08 09:31;1.16785;1.16787;1.16778;1.16782
2026/01/08 09:31;1.16782;1.16784;1.16768;1.16774
2026/01/08 09:32;1.16774;1.1678;1.16768;1.16775
2026/01/08 09:32;1.16776;1.16784;1.16776;1.16784
2026/01/08 09:33;1.16782;1.16789;1.16779;1.16784
2026/01/08 09:33;1.16783;1.16786;1.16777;1.1678
2026/01/08 09:34;1.16781;1.16795;1.1678;1.16786
2026/01/08 09:34;1.16785;1.16794;1.16785;1.16789
2026/01/08 09:35;1.16788;1.16788;1.16779;1.16785
2026/01/08 09:35;1.16784;1.1679;1.16784;1.1679
2026/01/08 09:36;1.16789;1.16817;1.16787;1.16806
2026/01/08 09:36;1.16809;1.16809;1.16799;1.16803
2026/01/08 09:37;1.16803;1.16812;1.16797;1.16798
2026/01/08 09:37;1.168;1.16806;1.16792;1.16797
2026/01/08 09:38;1.16794;1.16796;1.16786;1.16788
2026/01/08 09:38;1.16787;1.16794;1.16783;1.16784
2026/01/08 09:39;1.16783;1.16784;1.16776;1.1678
2026/01/08 09:39;1.1678;1.16781;1.16769;1.1677
2026/01/08 09:40;1.1677;1.16771;1.16763;1.16765
2026/01/08 09:40;1.16765;1.16765;1.16756;1.16758
2026/01/08 09:41;1.16763;1.16784;1.16763;1.16773
2026/01/08 09:41;1.16775;1.16781;1.16768;1.16769
2026/01/08 09:42;1.16769;1.16769;1.16763;1.16763
2026/01/08 09:42;1.16763;1.16771;1.16763;1.16769
2026/01/08 09:43;1.16769;1.16777;1.16763;1.16771
2026/01/08 09:43;1.16769;1.16777;1.16769;1.16775
2026/01/08 09:44;1.16774;1.16778;1.1677;1.16777
2026/01/08 09:44;1.16776;1.1678;1.16771;1.16776
2026/01/08 09:45;1.16776;1.16779;1.16768;1.16778
2026/01/08 09:45;1.16778;1.16785;1.16772;1.16785
2026/01/08 09:46;1.16784;1.16789;1.16783;1.16788
2026/01/08 09:46;1.16789;1.16798;1.16789;1.16796
2026/01/08 09:47;1.16797;1.16798;1.16785;1.16788
2026/01/08 09:47;1.16786;1.1679;1.16785;1.16785
2026/01/08 09:48;1.16784;1.16794;1.16784;1.16793
2026/01/08 09:48;1.16794;1.16797;1.16791;1.16795
2026/01/08 09:49;1.16795;1.16799;1.16793;1.16796
2026/01/08 09:49;1.16794;1.16794;1.16785;1.1679
2026/01/08 09:50;1.16789;1.16795;1.16789;1.16794
2026/01/08 09:50;1.16795;1.16795;1.16789;1.16793
2026/01/08 09:51;1.16792;1.16794;1.16792;1.16792
2026/01/08 09:51;1.16789;1.16791;1.16786;1.16789
2026/01/08 09:52;1.16789;1.16789;1.16784;1.16785
2026/01/08 09:52;1.16785;1.16791;1.16785;1.16789
2026/01/08 09:53;1.1679;1.1679;1.16784;1.16786
2026/01/08 09:53;1.16788;1.16788;1.16773;1.16775
2026/01/08 09:54;1.16774;1.16774;1.16765;1.1677
2026/01/08 09:54;1.16771;1.16775;1.16771;1.16775
2026/01/08 09:55;1.16774;1.16778;1.16771;1.16778
2026/01/08 09:55;1.16782;1.16786;1.16782;1.16786
2026/01/08 09:56;1.16788;1.16794;1.16784;1.16787
2026/01/08 09:56;1.16786;1.16788;1.16784;1.16785
2026/01/08 09:57;1.16784;1.16787;1.16784;1.16784
2026/01/08 09:57;1.16786;1.16787;1.16776;1.16777
2026/01/08 09:58;1.16776;1.16776;1.16759;1.1677
2026/01/08 09:58;1.16772;1.16784;1.1677;1.16784
2026/01/08 09:59;1.16786;1.16804;1.16786;1.16801
2026/01/08 09:59;1.16799;1.16803;1.16797;1.16797
2026/01/08 10:00;1.16797;1.168;1.16789;1.1679
