<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.05.31	21:22:28.765		0.59820			4
2026.05.31	21:22:34.168		0.59819			4
2026.05.31	21:22:37.206	0.59715				2
2026.05.31	21:22:42.866		0.59818			4
2026.05.31	21:22:48.846	0.59716	0.59819			6
2026.05.31	21:22:50.014		0.59818			4
2026.05.31	21:22:54.305		0.59817			4
2026.05.31	21:22:55.473	0.59715	0.59823			6
2026.05.31	21:22:57.101	0.59714				2
2026.05.31	21:22:58.304		0.59821			4
2026.05.31	21:22:59.950	0.59712	0.59830			6
2026.05.31	21:23:01.301	0.59715	0.59817			6
2026.05.31	21:23:02.487		0.59819			4
2026.05.31	21:23:03.601		0.59821			4
2026.05.31	21:23:04.717	0.59714	0.59827			6
2026.05.31	21:23:06.051	0.59710	0.59839			6
2026.05.31	21:23:07.218	0.59705	0.59854			6
2026.05.31	21:23:08.368	0.59704	0.59852			6
2026.05.31	21:23:09.501	0.59707	0.59844			6
2026.05.31	21:23:10.667	0.59704	0.59854			6
2026.05.31	21:23:13.168	0.59703	0.59856			6
2026.05.31	21:23:14.318		0.59854			4
2026.05.31	21:23:16.639		0.59855			4
2026.05.31	21:23:17.948	0.59705	0.59849			6
2026.05.31	21:23:19.118	0.59703	0.59860			6
2026.05.31	21:23:20.448	0.59704	0.59852			6
2026.05.31	21:23:21.617	0.59703	0.59860			6
2026.05.31	21:23:22.764		0.59857			4
2026.05.31	21:23:24.042	0.59702	0.59863			6
2026.05.31	21:23:25.048	0.59704	0.59852			6
2026.05.31	21:23:27.753	0.59705	0.59850			6
2026.05.31	21:23:34.805	0.59708	0.59849			6
2026.05.31	21:23:36.008		0.59847			4
2026.05.31	21:23:37.199		0.59848			4
2026.05.31	21:23:53.045	0.59712	0.59844			6
2026.05.31	21:23:54.915	0.59713				2
2026.05.31	21:24:00.606	0.59714	0.59842			6
2026.05.31	21:24:02.348		0.59841			4
2026.05.31	21:24:09.849	0.59715	0.59840			6
2026.05.31	21:24:17.365	0.59716	0.59839			6
2026.05.31	21:24:26.076	0.59717	0.59838			6
2026.05.31	21:24:30.080		0.59839			4
2026.05.31	21:24:37.203		0.59840			4
2026.05.31	21:24:43.408	0.59718	0.59839			6
2026.05.31	21:24:55.297	0.59719	0.59837			6
2026.05.31	21:24:56.965	0.59720	0.59838			6
2026.05.31	21:25:13.185	0.59720	0.59839			6
2026.05.31	21:25:16.145		0.59838			4
2026.05.31	21:25:24.549	0.59721	0.59837			6
2026.05.31	21:25:30.580	0.59722	0.59838			6
2026.05.31	21:25:41.664	0.59723	0.59839			6
2026.05.31	21:25:43.165		0.59838			4
2026.05.31	21:25:51.845	0.59724	0.59837			6
2026.05.31	21:26:01.757	0.59725				2
2026.05.31	21:26:08.364		0.59836			4
2026.05.31	21:26:10.447		0.59837			4
2026.05.31	21:26:22.465	0.59726	0.59836			6
2026.05.31	21:26:23.498	0.59721	0.59852			6
2026.05.31	21:26:24.548	0.59719	0.59861			6
2026.05.31	21:26:25.702	0.59718	0.59865			6
2026.05.31	21:26:26.753	0.59717	0.59867			6
2026.05.31	21:26:28.834		0.59870			4
2026.05.31	21:26:29.883		0.59869			4
2026.05.31	21:26:30.893	0.59718	0.59864			6
2026.05.31	21:26:31.904	0.59717	0.59867			6
2026.05.31	21:26:32.933	0.59718	0.59863			6
2026.05.31	21:26:34.003	0.59717	0.59867			6
2026.05.31	21:26:35.059		0.59868			4
2026.05.31	21:26:36.143	0.59718	0.59863			6
2026.05.31	21:26:37.153	0.59717	0.59868			6
2026.05.31	21:26:40.429	0.59719	0.59858			6
2026.05.31	21:26:46.031	0.59721	0.59857			6
2026.05.31	21:26:49.445	0.59723	0.59854			6
2026.05.31	21:26:53.729	0.59724	0.59853			6
2026.05.31	21:26:55.306	0.59723	0.59858			6
2026.05.31	21:27:01.766	0.59724	0.59857			6
2026.05.31	21:27:10.693	0.59725	0.59856			6
2026.05.31	21:27:15.711	0.59726				2
2026.05.31	21:27:19.445		0.59859			4
2026.05.31	21:27:21.546		0.59858			4
2026.05.31	21:27:23.135	0.59725	0.59863			6
2026.05.31	21:27:30.245	0.59726	0.59861			6
2026.05.31	21:27:34.915	0.59727				2
2026.05.31	21:27:45.837	0.59728	0.59862			6
2026.05.31	21:27:47.951		0.59858			4
2026.05.31	21:27:49.037	0.59729	0.59859			6
2026.05.31	21:27:53.036		0.59858			4
2026.05.31	21:27:58.166	0.59730				2
2026.05.31	21:28:00.186	0.59730				2
2026.05.31	21:28:04.166		0.59857			4
2026.05.31	21:28:10.714	0.59731	0.59858			6
2026.05.31	21:28:13.444		0.59857			4
2026.05.31	21:28:18.070	0.59732	0.59858			6
2026.05.31	21:28:23.085		0.59857			4
2026.05.31	21:28:33.897	0.59733				2
2026.05.31	21:28:35.082	0.59731	0.59866			6
2026.05.31	21:28:38.948		0.59865			4
2026.05.31	21:28:44.366	0.59732				2
2026.05.31	21:28:50.626	0.59730	0.59870			6
2026.05.31	21:28:59.917	0.59732				2
2026.05.31	21:29:01.208	0.59732	0.59869			6
2026.05.31	21:29:15.246	0.59734	0.59868			6
2026.05.31	21:29:20.648	0.59735				2
2026.05.31	21:29:24.245		0.59867			4
2026.05.31	21:29:28.931	0.59736	0.59868			6
2026.05.31	21:29:29.931		0.59867			4
2026.05.31	21:29:32.844		0.59866			4
2026.05.31	21:29:34.004		0.59867			4
2026.05.31	21:29:36.908		0.59870			4
2026.05.31	21:29:38.261	0.59734	0.59877			6
2026.05.31	21:29:45.659	0.59735	0.59879			6
2026.05.31	21:29:48.316		0.59878			4
2026.05.31	21:29:49.552	0.59734	0.59884			6
2026.05.31	21:29:50.699		0.59883			4
2026.05.31	21:29:52.819	0.59726	0.59922			6
2026.05.31	21:29:57.864	0.59727	0.59920			6
2026.05.31	21:30:00.112	0.59729	0.59904			6
2026.05.31	21:30:01.547	0.59732	0.59893			6
2026.05.31	21:30:03.248	0.59733	0.59889			6
2026.05.31	21:30:04.257	0.59730	0.59908			6
2026.05.31	21:30:05.257	0.59731	0.59907			6
2026.05.31	21:30:07.270		0.59906			4
2026.05.31	21:30:08.272	0.59732	0.59905			6
2026.05.31	21:30:10.836	0.59734	0.59902			6
2026.05.31	21:30:12.937		0.59901			4
2026.05.31	21:30:17.665	0.59735	0.59900			6
2026.05.31	21:30:20.647	0.59736				2
2026.05.31	21:30:22.097		0.59899			4
2026.05.31	21:30:26.060	0.59737	0.59898			6
2026.05.31	21:30:30.158	0.59738				2
2026.05.31	21:30:37.206	0.59739				2
2026.05.31	21:30:46.358	0.59740	0.59897			6
2026.05.31	21:30:48.865	0.59741	0.59896			6
2026.05.31	21:30:50.627	0.59740	0.59897			6
2026.05.31	21:30:53.649	0.59741	0.59896			6
2026.05.31	21:30:57.442		0.59898			4
2026.05.31	21:31:00.454	0.59742	0.59896			6
2026.05.31	21:31:02.956	0.59743	0.59892			6
2026.05.31	21:31:04.155		0.59893			4
2026.05.31	21:31:05.903		0.59891			4
2026.05.31	21:31:10.942	0.59744	0.59890			6
2026.05.31	21:31:13.350	0.59745	0.59889			6
2026.05.31	21:31:16.068		0.59888			4
2026.05.31	21:31:18.933		0.59890			4
2026.05.31	21:31:20.890		0.59888			4
2026.05.31	21:31:25.774		0.59889			4
2026.05.31	21:31:29.531	0.59746	0.59890			6
2026.05.31	21:31:37.203	0.59747	0.59888			6
2026.05.31	21:31:39.817		0.59889			4
2026.05.31	21:31:42.573		0.59888			4
2026.05.31	21:31:44.309		0.59889			4
2026.05.31	21:31:49.387	0.59748	0.59890			6
2026.05.31	21:31:53.931		0.59887			4
2026.05.31	21:31:56.087	0.59749	0.59888			6
2026.05.31	21:32:01.022	0.59749	0.59889			6
2026.05.31	21:32:10.509	0.59748	0.59892			6
2026.05.31	21:32:20.646	0.59750	0.59888			6
2026.05.31	21:32:26.473	0.59751	0.59887			6
2026.05.31	21:32:27.593	0.59748	0.59898			6
2026.05.31	21:32:28.651	0.59749	0.59897			6
2026.05.31	21:32:30.113	0.59748	0.59898			6
2026.05.31	21:32:31.936		0.59900			4
2026.05.31	21:32:33.134		0.59903			4
2026.05.31	21:32:37.204	0.59749	0.59897			6
2026.05.31	21:32:38.917	0.59750	0.59898			6
2026.05.31	21:32:43.743	0.59751	0.59897			6
2026.05.31	21:32:48.641	0.59750	0.59898			6
2026.05.31	21:32:57.983	0.59751	0.59900			6
2026.05.31	21:32:59.064		0.59901			4
2026.05.31	21:33:02.799	0.59750	0.59904			6
2026.05.31	21:33:14.821	0.59751	0.59903			6
2026.05.31	21:33:17.730	0.59752	0.59904			6
2026.05.31	21:33:19.468	0.59753	0.59898			6
2026.05.31	21:33:27.260	0.59754	0.59896			6
2026.05.31	21:33:28.371	0.59755	0.59897			6
2026.05.31	21:33:37.204	0.59756	0.59895			6
2026.05.31	21:33:42.158		0.59893			4
2026.05.31	21:33:48.136	0.59757	0.59895			6
2026.05.31	21:33:54.052	0.59756	0.59898			6
2026.05.31	21:33:55.501		0.59897			4
2026.05.31	21:33:58.611	0.59757	0.59896			6
2026.05.31	21:34:01.260	0.59757	0.59897			6
2026.05.31	21:34:18.997	0.59760	0.59893			6
2026.05.31	21:34:34.080	0.59761	0.59891			6
2026.05.31	21:34:37.206		0.59892			4
2026.05.31	21:34:42.817		0.59894			4
2026.05.31	21:34:47.227	0.59762	0.59893			6
2026.05.31	21:34:52.932		0.59892			4
2026.05.31	21:35:00.968	0.59762	0.59896			6
2026.05.31	21:35:04.746	0.59763	0.59894			6
2026.05.31	21:35:10.235	0.59764				2
2026.05.31	21:35:33.129	0.59766	0.59893			6
2026.05.31	21:35:34.178	0.59765	0.59898			6
2026.05.31	21:35:35.646		0.59897			4
2026.05.31	21:35:37.210		0.59895			4
2026.05.31	21:35:38.769	0.59766	0.59896			6
2026.05.31	21:35:39.868		0.59895			4
2026.05.31	21:35:42.569		0.59894			4
2026.05.31	21:35:49.196	0.59767				2
2026.05.31	21:35:50.348	0.59768	0.59890			6
2026.05.31	21:36:11.795	0.59769	0.59889			6
2026.05.31	21:36:19.431	0.59770	0.59890			6
2026.05.31	21:36:24.329		0.59889			4
2026.05.31	21:36:28.150		0.59890			4
2026.05.31	21:36:32.264	0.59771				2
2026.05.31	21:36:36.769		0.59889			4
2026.05.31	21:36:38.775		0.59890			4
2026.05.31	21:36:49.196	0.59772				2
2026.05.31	21:37:06.894	0.59773				2
2026.05.31	21:37:07.979		0.59891			4
2026.05.31	21:37:15.132		0.59889			4
2026.05.31	21:37:16.450		0.59890			4
2026.05.31	21:37:24.820	0.59774				2
2026.05.31	21:37:28.530		0.59891			4
2026.05.31	21:37:32.948		0.59889			4
2026.05.31	21:37:37.202	0.59775				2
2026.05.31	21:37:46.338	0.59776				2
2026.05.31	21:37:48.545	0.59775				2
2026.05.31	21:37:50.570	0.59776	0.59890			6
2026.05.31	21:38:10.135	0.59777				2
2026.05.31	21:38:28.145	0.59778	0.59888			6
2026.05.31	21:38:32.045	0.59779				2
2026.05.31	21:38:49.202	0.59778	0.59894			6
2026.05.31	21:38:55.905		0.59897			4
2026.05.31	21:38:57.244	0.59777	0.59903			6
2026.05.31	21:38:58.912	0.59776	0.59906			6
2026.05.31	21:39:00.203	0.59776	0.59905			6
2026.05.31	21:39:03.352	0.59777	0.59906			6
2026.05.31	21:39:05.384		0.59905			4
2026.05.31	21:39:09.286		0.59904			4
2026.05.31	21:39:10.571	0.59778	0.59902			6
2026.05.31	21:39:12.546	0.59776	0.59908			6
2026.05.31	21:39:14.288	0.59777				2
2026.05.31	21:39:16.587	0.59778	0.59901			6
2026.05.31	21:39:17.665	0.59777	0.59904			6
2026.05.31	21:39:21.193	0.59779	0.59901			6
2026.05.31	21:39:26.129		0.59899			4
2026.05.31	21:39:28.145		0.59902			4
2026.05.31	21:39:29.806		0.59901			4
2026.05.31	21:39:31.465	0.59781	0.59897			6
2026.05.31	21:39:34.346		0.59896			4
2026.05.31	21:39:35.802	0.59776	0.59917			6
2026.05.31	21:39:38.807	0.59780	0.59897			6
2026.05.31	21:39:40.812		0.59898			4
2026.05.31	21:39:42.247	0.59781				2
2026.05.31	21:39:43.636		0.59899			4
2026.05.31	21:39:47.812		0.59898			4
2026.05.31	21:39:48.813	0.59778	0.59912			6
2026.05.31	21:39:50.571	0.59779	0.59907			6
2026.05.31	21:39:52.826	0.59778	0.59911			6
2026.05.31	21:39:54.544	0.59780	0.59907			6
2026.05.31	21:39:56.342		0.59906			4
2026.05.31	21:39:58.818	0.59779	0.59912			6
2026.05.31	21:39:59.827	0.59780	0.59907			6
2026.05.31	21:40:00.830	0.59779	0.59909			6
2026.05.31	21:40:01.869	0.59780	0.59910			6
2026.05.31	21:40:02.872		0.59908			4
2026.05.31	21:40:03.891	0.59779	0.59911			6
2026.05.31	21:40:04.940	0.59780	0.59906			6
2026.05.31	21:40:05.938	0.59779	0.59911			6
2026.05.31	21:40:06.939	0.59781	0.59905			6
2026.05.31	21:40:08.826	0.59779	0.59911			6
2026.05.31	21:40:10.066	0.59781	0.59904			6
2026.05.31	21:40:11.345		0.59903			4
2026.05.31	21:40:12.816	0.59780	0.59913			6
2026.05.31	21:40:17.818	0.59781	0.59907			6
2026.05.31	21:40:18.828	0.59780	0.59911			6
2026.05.31	21:40:20.228	0.59781	0.59909			6
2026.05.31	21:40:21.846	0.59782	0.59905			6
2026.05.31	21:40:23.091		0.59903			4
2026.05.31	21:40:26.237	0.59781	0.59909			6
2026.05.31	21:40:37.205	0.59782	0.59910			6
2026.05.31	21:40:56.644	0.59784	0.59911			6
2026.05.31	21:41:10.247	0.59784	0.59916			6
2026.05.31	21:41:13.342	0.59783	0.59918			6
2026.05.31	21:41:15.686		0.59923			4
2026.05.31	21:41:18.410		0.59921			4
2026.05.31	21:41:31.539	0.59785				2
2026.05.31	21:41:32.648		0.59922			4
2026.05.31	21:41:35.864		0.59920			4
2026.05.31	21:41:37.201	0.59786	0.59921			6
2026.05.31	21:41:57.658	0.59788	0.59920			6
2026.05.31	21:41:59.167	0.59787	0.59918			6
2026.05.31	21:41:59.178	0.59793	0.59893			6
2026.05.31	21:41:59.187	0.59797	0.59869			6
2026.05.31	21:42:00.264	0.59798	0.59864			6
2026.05.31	21:42:07.339		0.59863			4
2026.05.31	21:42:08.914		0.59864			4
2026.05.31	21:42:10.085	0.59799				2
2026.05.31	21:42:12.916		0.59863			4
2026.05.31	21:42:14.962	0.59793	0.59888			6
2026.05.31	21:42:16.149	0.59794	0.59884			6
2026.05.31	21:42:18.616		0.59883			4
2026.05.31	21:42:23.351	0.59795				2
2026.05.31	21:42:26.570		0.59882			4
2026.05.31	21:42:30.238		0.59881			4
2026.05.31	21:42:34.765	0.59796	0.59882			6
2026.05.31	21:43:01.338	0.59796	0.59881			6
2026.05.31	21:43:05.199	0.59793	0.59894			6
2026.05.31	21:43:09.286	0.59794				2
2026.05.31	21:43:12.265		0.59893			4
2026.05.31	21:43:19.355	0.59795				2
2026.05.31	21:43:29.337		0.59892			4
2026.05.31	21:43:37.199	0.59796				2
2026.05.31	21:43:59.593	0.59797	0.59891			6
2026.05.31	21:44:02.045	0.59797				2
2026.05.31	21:44:05.644		0.59889			4
2026.05.31	21:44:07.444	0.59798	0.59890			6
2026.05.31	21:44:28.165	0.59799	0.59889			6
2026.05.31	21:44:42.247	0.59800	0.59887			6
2026.05.31	21:44:45.336	0.59799	0.59888			6
2026.05.31	21:44:47.359	0.59800	0.59886			6
2026.05.31	21:44:53.748		0.59887			4
2026.05.31	21:44:56.448	0.59798	0.59896			6
2026.05.31	21:45:00.950	0.59798				2
2026.05.31	21:45:02.364		0.59897			4
2026.05.31	21:45:04.077		0.59896			4
2026.05.31	21:45:05.639		0.59897			4
2026.05.31	21:45:12.154	0.59799				2
2026.05.31	21:45:18.265		0.59895			4
2026.05.31	21:45:23.596	0.59800	0.59896			6
2026.05.31	21:45:29.362		0.59895			4
2026.05.31	21:45:32.684		0.59896			4
2026.05.31	21:45:34.448		0.59895			4
2026.05.31	21:45:37.019	0.59801	0.59896			6
2026.05.31	21:45:43.126	0.59800	0.59898			6
2026.05.31	21:45:50.345	0.59801				2
2026.05.31	21:46:00.364	0.59802				2
2026.05.31	21:46:06.147		0.59897			4
2026.05.31	21:46:08.364	0.59801	0.59902			6
2026.05.31	21:46:12.651		0.59903			4
2026.05.31	21:46:17.044		0.59902			4
2026.05.31	21:46:20.066	0.59802	0.59903			6
2026.05.31	21:46:27.550		0.59902			4
2026.05.31	21:46:33.746		0.59903			4
2026.05.31	21:46:38.821	0.59803	0.59904			6
2026.05.31	21:46:49.241		0.59903			4
2026.05.31	21:46:53.695	0.59804	0.59904			6
2026.05.31	21:46:57.350		0.59905			4
2026.05.31	21:47:03.051	0.59804	0.59904			6
2026.05.31	21:47:10.854	0.59805	0.59905			6
2026.05.31	21:47:17.128		0.59904			4
2026.05.31	21:47:24.199	0.59806				2
2026.05.31	21:47:26.149	0.59799	0.59933			6
2026.05.31	21:47:31.327	0.59800	0.59932			6
2026.05.31	21:47:32.336		0.59929			4
2026.05.31	21:47:33.553		0.59930			4
2026.05.31	21:47:36.199	0.59801				2
2026.05.31	21:47:38.462		0.59931			4
2026.05.31	21:47:41.130		0.59933			4
2026.05.31	21:47:45.651		0.59931			4
2026.05.31	21:47:47.338	0.59802	0.59932			6
2026.05.31	21:47:48.548		0.59931			4
2026.05.31	21:47:51.848		0.59930			4
2026.05.31	21:47:54.728	0.59803	0.59931			6
2026.05.31	21:47:56.344		0.59930			4
2026.05.31	21:48:00.313	0.59803				2
2026.05.31	21:48:01.336		0.59931			4
2026.05.31	21:48:06.278	0.59804				2
2026.05.31	21:48:11.346		0.59930			4
2026.05.31	21:48:20.649	0.59805				2
2026.05.31	21:48:26.910	0.59806				2
2026.05.31	21:48:36.005	0.59807	0.59929			6
2026.05.31	21:48:37.199		0.59928			4
2026.05.31	21:48:38.570		0.59927			4
2026.05.31	21:48:41.910	0.59808	0.59928			6
2026.05.31	21:48:45.499		0.59927			4
2026.05.31	21:48:46.570		0.59926			4
2026.05.31	21:48:49.142	0.59809	0.59927			6
2026.05.31	21:48:49.288	0.59816	0.59888			6
2026.05.31	21:48:50.274	0.59817	0.59877			6
2026.05.31	21:48:51.276	0.59814	0.59874			6
2026.05.31	21:48:52.575	0.59817	0.59877			6
2026.05.31	21:48:53.748	0.59818	0.59879			6
2026.05.31	21:48:53.879	0.59810	0.59870			6
2026.05.31	21:48:53.899	0.59798	0.59858			6
2026.05.31	21:48:53.920	0.59783	0.59859			6
2026.05.31	21:48:55.079	0.59774	0.59860			6
2026.05.31	21:48:56.083	0.59772				2
2026.05.31	21:48:57.292	0.59768	0.59861			6
2026.05.31	21:48:58.312	0.59765				2
2026.05.31	21:48:59.451	0.59766				2
2026.05.31	21:49:00.515	0.59762				2
2026.05.31	21:49:02.081	0.59766				2
2026.05.31	21:49:03.196	0.59772	0.59859			6
2026.05.31	21:49:04.597	0.59774	0.59858			6
2026.05.31	21:49:06.279	0.59776				2
2026.05.31	21:49:07.910	0.59778	0.59857			6
2026.05.31	21:49:09.199	0.59779	0.59856			6
2026.05.31	21:49:10.200	0.59780				2
2026.05.31	21:49:11.866	0.59781	0.59855			6
2026.05.31	21:49:13.443	0.59771	0.59856			6
2026.05.31	21:49:14.764	0.59770	0.59857			6
2026.05.31	21:49:15.849	0.59769				2
2026.05.31	21:49:18.304	0.59770				2
2026.05.31	21:49:19.304		0.59856			4
2026.05.31	21:49:22.553	0.59769	0.59855			6
2026.05.31	21:49:28.145	0.59770				2
2026.05.31	21:49:30.727	0.59771	0.59854			6
2026.05.31	21:49:37.207		0.59853			4
2026.05.31	21:49:48.882	0.59772	0.59851			6
2026.05.31	21:49:54.050		0.59850			4
2026.05.31	21:49:55.056	0.59773	0.59851			6
2026.05.31	21:49:56.101	0.59781	0.59848			6
2026.05.31	21:49:57.264	0.59773	0.59850			6
2026.05.31	21:49:58.758	0.59770	0.59851			6
2026.05.31	21:49:59.957	0.59771				2
2026.05.31	21:50:01.168	0.59771	0.59850			6
2026.05.31	21:50:07.692		0.59849			4
2026.05.31	21:50:08.819	0.59761	0.59851			6
2026.05.31	21:50:11.508	0.59760				2
2026.05.31	21:50:12.589	0.59758	0.59852			6
2026.05.31	21:50:13.768		0.59851			4
2026.05.31	21:50:15.248	0.59759				2
2026.05.31	21:50:16.268	0.59758				2
2026.05.31	21:50:21.621		0.59850			4
2026.05.31	21:50:26.651		0.59849			4
2026.05.31	21:50:27.657	0.59755				2
2026.05.31	21:50:31.644	0.59756				2
2026.05.31	21:50:37.204		0.59848			4
2026.05.31	21:50:39.432	0.59757				2
2026.05.31	21:50:40.669	0.59755				2
2026.05.31	21:50:41.670		0.59847			4
2026.05.31	21:50:44.345	0.59749	0.59849			6
2026.05.31	21:50:46.510	0.59770	0.59844			6
2026.05.31	21:50:46.515	0.59784				2
2026.05.31	21:50:46.543	0.59793	0.59853			6
2026.05.31	21:50:47.823	0.59794	0.59854			6
2026.05.31	21:50:50.513	0.59784	0.59844			6
2026.05.31	21:50:50.659	0.59767	0.59846			6
2026.05.31	21:50:52.025	0.59757	0.59848			6
2026.05.31	21:50:55.325	0.59755				2
2026.05.31	21:50:56.548	0.59757	0.59847			6
2026.05.31	21:50:57.724	0.59759				2
2026.05.31	21:50:59.523	0.59760	0.59846			6
2026.05.31	21:51:00.545	0.59760				2
2026.05.31	21:51:05.306	0.59759				2
2026.05.31	21:51:07.771	0.59760				2
2026.05.31	21:51:08.814	0.59754				2
2026.05.31	21:51:12.247	0.59752				2
2026.05.31	21:51:14.337	0.59755				2
2026.05.31	21:51:16.348	0.59752				2
2026.05.31	21:51:18.994	0.59754				2
2026.05.31	21:51:20.007	0.59752				2
2026.05.31	21:51:22.765		0.59845			4
2026.05.31	21:51:24.016	0.59753				2
