<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.06.05	00:06:22.158	1.16132	1.16140			6
2026.06.05	00:06:26.263	1.16130	1.16138			6
2026.06.05	00:06:26.850	1.16128	1.16136			6
2026.06.05	00:06:28.240	1.16129	1.16137			6
2026.06.05	00:06:29.629	1.16130	1.16138			6
2026.06.05	00:06:31.063	1.16131	1.16139			6
2026.06.05	00:06:34.173	1.16130	1.16138			6
2026.06.05	00:06:35.768	1.16129	1.16137			6
2026.06.05	00:06:46.273	1.16127	1.16135			6
2026.06.05	00:06:46.516	1.16125	1.16133			6
2026.06.05	00:06:47.607	1.16126	1.16134			6
2026.06.05	00:06:49.037	1.16127	1.16135			6
2026.06.05	00:06:55.215	1.16128	1.16136			6
2026.06.05	00:06:59.646	1.16126	1.16134			6
2026.06.05	00:07:00.748	1.16126				2
2026.06.05	00:07:03.590	1.16127	1.16135			6
2026.06.05	00:07:05.397	1.16126	1.16134			6
2026.06.05	00:07:08.355	1.16127	1.16135			6
2026.06.05	00:07:10.700	1.16125	1.16133			6
2026.06.05	00:07:11.760	1.16124	1.16132			6
2026.06.05	00:07:15.384	1.16126	1.16134			6
2026.06.05	00:07:20.482	1.16124	1.16132			6
2026.06.05	00:07:26.544	1.16123	1.16131			6
2026.06.05	00:07:30.390	1.16122	1.16130			6
2026.06.05	00:07:31.551	1.16123	1.16131			6
2026.06.05	00:07:37.106	1.16124	1.16132			6
2026.06.05	00:07:38.146	1.16123	1.16131			6
2026.06.05	00:07:39.406	1.16124	1.16132			6
2026.06.05	00:07:45.709	1.16123	1.16131			6
2026.06.05	00:07:48.995	1.16124	1.16132			6
2026.06.05	00:07:49.955	1.16125	1.16133			6
2026.06.05	00:07:51.060	1.16127	1.16135			6
2026.06.05	00:07:53.011	1.16126	1.16134			6
2026.06.05	00:07:57.103	1.16128	1.16136			6
2026.06.05	00:08:00.981	1.16128				2
2026.06.05	00:08:03.668	1.16130	1.16138			6
2026.06.05	00:08:04.910	1.16132	1.16140			6
2026.06.05	00:08:05.830	1.16133	1.16141			6
2026.06.05	00:08:08.533	1.16131	1.16139			6
2026.06.05	00:08:22.217	1.16132	1.16140			6
2026.06.05	00:08:25.630	1.16130	1.16138			6
2026.06.05	00:08:27.097	1.16131	1.16139			6
2026.06.05	00:08:37.480	1.16132	1.16140			6
2026.06.05	00:08:39.585	1.16131	1.16139			6
2026.06.05	00:08:43.004	1.16132	1.16140			6
2026.06.05	00:08:48.103	1.16131	1.16139			6
2026.06.05	00:08:56.222	1.16132	1.16140			6
2026.06.05	00:08:57.878	1.16131	1.16139			6
2026.06.05	00:09:00.387	1.16131				2
2026.06.05	00:09:28.444	1.16132	1.16140			6
2026.06.05	00:09:30.635	1.16133	1.16141			6
2026.06.05	00:09:35.964	1.16131	1.16139			6
2026.06.05	00:09:42.150	1.16132	1.16140			6
2026.06.05	00:09:49.306	1.16133	1.16141			6
2026.06.05	00:09:51.618	1.16132	1.16140			6
2026.06.05	00:09:56.219	1.16133	1.16141			6
2026.06.05	00:09:57.219	1.16131	1.16139			6
2026.06.05	00:10:01.050	1.16132	1.16140			6
2026.06.05	00:10:02.222	1.16133	1.16141			6
2026.06.05	00:10:02.300	1.16135	1.16143			6
2026.06.05	00:10:02.620	1.16136	1.16144			6
2026.06.05	00:10:03.837	1.16137	1.16145			6
2026.06.05	00:10:06.181	1.16138	1.16146			6
2026.06.05	00:10:07.184	1.16139	1.16147			6
2026.06.05	00:10:08.693	1.16138	1.16146			6
2026.06.05	00:10:11.021	1.16137	1.16145			6
2026.06.05	00:10:12.884	1.16136	1.16144			6
2026.06.05	00:10:17.189	1.16137	1.16145			6
2026.06.05	00:10:18.811	1.16138	1.16146			6
2026.06.05	00:10:21.297	1.16137	1.16145			6
2026.06.05	00:10:23.860	1.16136	1.16144			6
2026.06.05	00:10:46.747	1.16134	1.16142			6
2026.06.05	00:10:47.939	1.16133	1.16141			6
2026.06.05	00:10:49.040	1.16134	1.16142			6
2026.06.05	00:10:59.531	1.16133	1.16141			6
2026.06.05	00:11:01.156	1.16133				2
2026.06.05	00:11:02.736	1.16134	1.16142			6
2026.06.05	00:11:03.898	1.16133	1.16141			6
2026.06.05	00:11:06.046	1.16134	1.16142			6
2026.06.05	00:11:08.226	1.16133	1.16141			6
2026.06.05	00:11:09.594	1.16131	1.16139			6
2026.06.05	00:11:09.608	1.16130	1.16138			6
2026.06.05	00:11:10.215	1.16128	1.16136			6
2026.06.05	00:11:10.606	1.16127	1.16135			6
2026.06.05	00:11:13.680	1.16128	1.16136			6
2026.06.05	00:11:16.114	1.16129	1.16137			6
2026.06.05	00:11:21.059	1.16128	1.16136			6
2026.06.05	00:11:26.596	1.16129	1.16137			6
2026.06.05	00:11:34.122	1.16128	1.16136			6
2026.06.05	00:11:49.480	1.16127	1.16135			6
2026.06.05	00:11:50.618	1.16125	1.16133			6
2026.06.05	00:11:51.125	1.16123	1.16131			6
2026.06.05	00:11:52.483	1.16124	1.16132			6
2026.06.05	00:11:55.899	1.16126	1.16134			6
2026.06.05	00:11:58.310	1.16127	1.16135			6
2026.06.05	00:11:59.325	1.16126	1.16134			6
2026.06.05	00:12:00.328	1.16126				2
2026.06.05	00:12:02.164	1.16127	1.16135			6
2026.06.05	00:12:03.149	1.16124	1.16132			6
2026.06.05	00:12:03.767	1.16123	1.16131			6
2026.06.05	00:12:04.992	1.16121	1.16129			6
2026.06.05	00:12:06.469	1.16122	1.16130			6
2026.06.05	00:12:14.288	1.16123	1.16131			6
2026.06.05	00:12:16.214	1.16124	1.16132			6
2026.06.05	00:12:17.267	1.16123	1.16131			6
2026.06.05	00:12:19.813	1.16124	1.16132			6
2026.06.05	00:12:25.309	1.16123	1.16131			6
2026.06.05	00:12:27.653	1.16122	1.16130			6
2026.06.05	00:12:30.728	1.16124	1.16132			6
2026.06.05	00:12:30.735	1.16126	1.16134			6
2026.06.05	00:12:31.860	1.16124	1.16132			6
2026.06.05	00:12:33.142	1.16126	1.16134			6
2026.06.05	00:12:39.715	1.16125	1.16133			6
2026.06.05	00:12:50.761	1.16123	1.16131			6
2026.06.05	00:12:53.088	1.16124	1.16132			6
2026.06.05	00:12:53.099	1.16126	1.16134			6
2026.06.05	00:12:53.123	1.16127	1.16135			6
2026.06.05	00:12:53.236	1.16129	1.16137			6
2026.06.05	00:12:53.369	1.16130	1.16138			6
2026.06.05	00:12:53.670	1.16132	1.16140			6
2026.06.05	00:12:55.048	1.16131	1.16139			6
2026.06.05	00:13:00.140	1.16131				2
2026.06.05	00:13:01.485	1.16130	1.16138			6
2026.06.05	00:13:02.669	1.16131	1.16139			6
2026.06.05	00:13:03.825	1.16130	1.16138			6
2026.06.05	00:13:06.156	1.16131	1.16139			6
2026.06.05	00:13:07.193	1.16130	1.16138			6
2026.06.05	00:13:10.325	1.16128	1.16136			6
2026.06.05	00:13:12.082	1.16129	1.16137			6
2026.06.05	00:13:15.110	1.16131	1.16139			6
2026.06.05	00:13:25.676	1.16128	1.16136			6
2026.06.05	00:13:25.687	1.16127	1.16135			6
2026.06.05	00:13:25.719	1.16125	1.16133			6
2026.06.05	00:13:25.807	1.16124	1.16132			6
2026.06.05	00:13:26.030	1.16123	1.16131			6
2026.06.05	00:13:30.592	1.16124	1.16132			6
2026.06.05	00:13:32.904	1.16122	1.16130			6
2026.06.05	00:13:33.996	1.16120	1.16128			6
2026.06.05	00:13:35.766	1.16121	1.16129			6
2026.06.05	00:13:35.930	1.16119	1.16127			6
2026.06.05	00:13:39.956	1.16120	1.16128			6
2026.06.05	00:13:42.428	1.16119	1.16127			6
2026.06.05	00:13:43.703	1.16121	1.16129			6
2026.06.05	00:13:45.697	1.16119	1.16127			6
2026.06.05	00:13:53.010	1.16120	1.16128			6
2026.06.05	00:14:00.433	1.16120				2
2026.06.05	00:14:02.216	1.16119	1.16127			6
2026.06.05	00:14:03.121	1.16117	1.16125			6
2026.06.05	00:14:03.191	1.16115	1.16123			6
2026.06.05	00:14:13.635	1.16113	1.16121			6
2026.06.05	00:14:14.353	1.16112	1.16120			6
2026.06.05	00:14:16.221	1.16114	1.16122			6
2026.06.05	00:14:17.125	1.16115	1.16123			6
2026.06.05	00:14:18.425	1.16114	1.16122			6
2026.06.05	00:14:22.952	1.16115	1.16123			6
2026.06.05	00:14:30.919	1.16113	1.16121			6
2026.06.05	00:14:30.949	1.16111	1.16119			6
2026.06.05	00:14:31.042	1.16109	1.16117			6
2026.06.05	00:14:31.623	1.16108	1.16116			6
2026.06.05	00:14:32.859	1.16107	1.16115			6
2026.06.05	00:14:34.337	1.16106	1.16114			6
2026.06.05	00:14:35.954	1.16109	1.16117			6
2026.06.05	00:14:36.939	1.16111	1.16119			6
2026.06.05	00:14:37.102	1.16109	1.16117			6
2026.06.05	00:14:41.263	1.16111	1.16119			6
2026.06.05	00:14:42.333	1.16110	1.16118			6
2026.06.05	00:14:43.897	1.16111	1.16119			6
2026.06.05	00:14:49.846	1.16110	1.16118			6
2026.06.05	00:14:52.244	1.16111	1.16119			6
2026.06.05	00:14:53.114	1.16113	1.16121			6
2026.06.05	00:15:00.949	1.16113				2
2026.06.05	00:15:00.979	1.16115	1.16123			6
2026.06.05	00:15:03.001	1.16113	1.16121			6
2026.06.05	00:15:05.214	1.16115	1.16123			6
2026.06.05	00:15:05.609	1.16117	1.16125			6
2026.06.05	00:15:07.465	1.16116	1.16124			6
2026.06.05	00:15:08.756	1.16118	1.16126			6
2026.06.05	00:15:08.766	1.16119	1.16127			6
2026.06.05	00:15:08.822	1.16121	1.16129			6
2026.06.05	00:15:09.835	1.16122	1.16130			6
2026.06.05	00:15:11.740	1.16119	1.16127			6
2026.06.05	00:15:12.325	1.16121	1.16129			6
2026.06.05	00:15:13.814	1.16120	1.16128			6
2026.06.05	00:15:14.826	1.16121	1.16129			6
2026.06.05	00:15:32.423	1.16122	1.16130			6
2026.06.05	00:15:34.856	1.16124	1.16132			6
2026.06.05	00:15:34.871	1.16125	1.16133			6
2026.06.05	00:15:34.981	1.16126	1.16134			6
2026.06.05	00:15:38.348	1.16127	1.16135			6
2026.06.05	00:15:40.092	1.16126	1.16134			6
2026.06.05	00:15:40.567	1.16124	1.16132			6
2026.06.05	00:15:41.637	1.16125	1.16133			6
2026.06.05	00:15:42.556	1.16123	1.16131			6
2026.06.05	00:15:43.912	1.16122	1.16130			6
2026.06.05	00:15:47.394	1.16124	1.16132			6
2026.06.05	00:15:52.719	1.16123	1.16131			6
2026.06.05	00:15:54.921	1.16121	1.16129			6
2026.06.05	00:15:54.956	1.16119	1.16127			6
2026.06.05	00:15:55.274	1.16118	1.16126			6
2026.06.05	00:15:56.874	1.16116	1.16124			6
2026.06.05	00:15:58.469	1.16118	1.16126			6
2026.06.05	00:16:00.559	1.16118				2
2026.06.05	00:16:00.851	1.16116	1.16124			6
2026.06.05	00:16:01.171	1.16114	1.16122			6
2026.06.05	00:16:03.649	1.16116	1.16124			6
2026.06.05	00:16:05.733	1.16115	1.16123			6
2026.06.05	00:16:06.950	1.16116	1.16124			6
2026.06.05	00:16:12.874	1.16118	1.16126			6
2026.06.05	00:16:14.077	1.16116	1.16124			6
2026.06.05	00:16:16.534	1.16115	1.16123			6
2026.06.05	00:16:17.768	1.16116	1.16124			6
2026.06.05	00:16:27.789	1.16115	1.16123			6
2026.06.05	00:16:34.555	1.16113	1.16121			6
2026.06.05	00:16:34.659	1.16111	1.16119			6
2026.06.05	00:16:34.758	1.16110	1.16118			6
2026.06.05	00:16:39.437	1.16112	1.16120			6
2026.06.05	00:16:44.498	1.16114	1.16122			6
2026.06.05	00:16:49.860	1.16116	1.16124			6
2026.06.05	00:16:53.721	1.16115	1.16123			6
2026.06.05	00:16:54.866	1.16116	1.16124			6
2026.06.05	00:16:55.480	1.16114	1.16122			6
2026.06.05	00:16:57.210	1.16116	1.16124			6
2026.06.05	00:17:00.622	1.16116				2
2026.06.05	00:17:06.211	1.16115	1.16123			6
2026.06.05	00:17:08.857	1.16116	1.16124			6
2026.06.05	00:17:11.215	1.16114	1.16122			6
2026.06.05	00:17:13.269	1.16116	1.16124			6
2026.06.05	00:17:14.018	1.16113	1.16121			6
2026.06.05	00:17:14.043	1.16112	1.16120			6
2026.06.05	00:17:15.116	1.16114	1.16122			6
2026.06.05	00:17:18.852	1.16112	1.16120			6
2026.06.05	00:17:27.105	1.16111	1.16119			6
2026.06.05	00:17:28.896	1.16112	1.16120			6
2026.06.05	00:17:34.445	1.16110	1.16118			6
2026.06.05	00:17:34.597	1.16108	1.16116			6
2026.06.05	00:17:34.606	1.16106	1.16114			6
2026.06.05	00:17:35.625	1.16109	1.16117			6
2026.06.05	00:17:56.112	1.16110	1.16118			6
2026.06.05	00:17:57.371	1.16111	1.16119			6
2026.06.05	00:18:00.373	1.16110	1.16118			6
2026.06.05	00:18:04.835	1.16111	1.16119			6
2026.06.05	00:18:05.881	1.16110	1.16118			6
2026.06.05	00:18:16.332	1.16112	1.16120			6
2026.06.05	00:18:16.418	1.16114	1.16122			6
2026.06.05	00:18:18.358	1.16113	1.16121			6
2026.06.05	00:18:22.463	1.16114	1.16122			6
2026.06.05	00:18:25.021	1.16113	1.16121			6
2026.06.05	00:18:26.189	1.16114	1.16122			6
2026.06.05	00:18:27.237	1.16112	1.16120			6
2026.06.05	00:18:28.525	1.16111	1.16119			6
2026.06.05	00:18:29.614	1.16112	1.16120			6
2026.06.05	00:18:31.104	1.16113	1.16121			6
2026.06.05	00:18:57.786	1.16112	1.16120			6
2026.06.05	00:18:59.418	1.16113	1.16121			6
2026.06.05	00:19:00.611	1.16113				2
2026.06.05	00:19:03.105	1.16115	1.16123			6
2026.06.05	00:19:03.178	1.16117	1.16125			6
2026.06.05	00:19:04.295	1.16114	1.16122			6
2026.06.05	00:19:08.401	1.16113	1.16121			6
2026.06.05	00:19:11.224	1.16112	1.16120			6
2026.06.05	00:19:16.047	1.16114	1.16122			6
2026.06.05	00:19:38.160	1.16115	1.16123			6
2026.06.05	00:19:41.625	1.16114	1.16122			6
2026.06.05	00:19:42.792	1.16113	1.16121			6
2026.06.05	00:19:45.568	1.16115	1.16123			6
2026.06.05	00:19:53.796	1.16117	1.16125			6
2026.06.05	00:19:55.197	1.16118	1.16126			6
2026.06.05	00:19:57.414	1.16117	1.16125			6
2026.06.05	00:20:00.918	1.16117				2
2026.06.05	00:20:08.866	1.16119	1.16127			6
2026.06.05	00:20:09.872	1.16120	1.16128			6
2026.06.05	00:20:15.857	1.16118	1.16126			6
2026.06.05	00:20:17.301	1.16117	1.16125			6
2026.06.05	00:20:23.105	1.16116	1.16124			6
2026.06.05	00:20:28.645	1.16117	1.16125			6
2026.06.05	00:20:36.841	1.16118	1.16126			6
2026.06.05	00:20:37.901	1.16117	1.16125			6
2026.06.05	00:20:40.619	1.16116	1.16124			6
2026.06.05	00:20:47.661	1.16114	1.16122			6
2026.06.05	00:20:47.810	1.16112	1.16120			6
2026.06.05	00:20:50.342	1.16111	1.16119			6
2026.06.05	00:20:56.227	1.16113	1.16121			6
2026.06.05	00:20:58.894	1.16114	1.16122			6
2026.06.05	00:21:00.153	1.16114				2
2026.06.05	00:21:01.250	1.16112	1.16120			6
2026.06.05	00:21:10.897	1.16110	1.16118			6
2026.06.05	00:21:11.964	1.16108	1.16116			6
2026.06.05	00:21:12.289	1.16106	1.16114			6
2026.06.05	00:21:13.315	1.16109	1.16117			6
2026.06.05	00:21:15.628	1.16108	1.16116			6
2026.06.05	00:21:29.026	1.16107	1.16115			6
2026.06.05	00:21:30.472	1.16108	1.16116			6
2026.06.05	00:21:45.495	1.16106	1.16114			6
2026.06.05	00:21:48.158	1.16108	1.16116			6
2026.06.05	00:21:51.193	1.16109	1.16117			6
2026.06.05	00:21:52.225	1.16108	1.16116			6
2026.06.05	00:21:56.457	1.16109	1.16117			6
2026.06.05	00:21:57.860	1.16110	1.16118			6
2026.06.05	00:21:58.906	1.16109	1.16117			6
2026.06.05	00:22:00.207	1.16109				2
2026.06.05	00:22:01.715	1.16110	1.16118			6
2026.06.05	00:22:02.931	1.16111	1.16119			6
2026.06.05	00:22:05.874	1.16110	1.16118			6
2026.06.05	00:22:06.932	1.16111	1.16119			6
2026.06.05	00:22:13.606	1.16110	1.16118			6
2026.06.05	00:22:15.093	1.16111	1.16119			6
2026.06.05	00:22:16.139	1.16110	1.16118			6
2026.06.05	00:22:17.973	1.16111	1.16119			6
2026.06.05	00:22:19.553	1.16110	1.16118			6
2026.06.05	00:22:20.630	1.16111	1.16119			6
2026.06.05	00:22:21.657	1.16110	1.16118			6
2026.06.05	00:22:23.208	1.16111	1.16119			6
2026.06.05	00:22:24.499	1.16112	1.16120			6
2026.06.05	00:22:33.018	1.16114	1.16122			6
2026.06.05	00:22:34.354	1.16113	1.16121			6
2026.06.05	00:22:36.036	1.16112	1.16120			6
2026.06.05	00:22:36.273	1.16114	1.16122			6
2026.06.05	00:22:36.305	1.16116	1.16124			6
2026.06.05	00:22:36.389	1.16117	1.16125			6
2026.06.05	00:22:37.622	1.16116	1.16124			6
2026.06.05	00:22:41.597	1.16115	1.16123			6
2026.06.05	00:22:42.851	1.16114	1.16122			6
2026.06.05	00:22:46.799	1.16115	1.16123			6
2026.06.05	00:22:53.038	1.16116	1.16124			6
2026.06.05	00:22:54.346	1.16115	1.16123			6
2026.06.05	00:22:57.578	1.16113	1.16121			6
2026.06.05	00:23:00.110	1.16113				2
2026.06.05	00:23:16.319	1.16114	1.16122			6
2026.06.05	00:23:17.597	1.16116	1.16124			6
2026.06.05	00:23:17.661	1.16118	1.16126			6
2026.06.05	00:23:19.887	1.16119	1.16127			6
2026.06.05	00:23:21.108	1.16118	1.16126			6
2026.06.05	00:23:32.265	1.16117	1.16125			6
2026.06.05	00:23:38.333	1.16118	1.16126			6
2026.06.05	00:23:39.931	1.16119	1.16127			6
2026.06.05	00:23:43.554	1.16121	1.16129			6
2026.06.05	00:23:45.044	1.16122	1.16130			6
2026.06.05	00:23:46.750	1.16123	1.16131			6
2026.06.05	00:23:51.354	1.16125	1.16133			6
2026.06.05	00:23:53.367	1.16124	1.16132			6
2026.06.05	00:23:54.595	1.16123	1.16131			6
2026.06.05	00:23:58.265	1.16124	1.16132			6
2026.06.05	00:24:00.734	1.16124				2
2026.06.05	00:24:02.826	1.16122	1.16130			6
