<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.05.31	21:11:52.274		0.71752			4
2026.05.31	21:11:56.325	0.71674	0.71768			6
2026.05.31	21:11:58.444	0.71671	0.71779			6
2026.05.31	21:11:59.633	0.71670	0.71782			6
2026.05.31	21:12:01.079	0.71669	0.71785			6
2026.05.31	21:12:03.084		0.71784			4
2026.05.31	21:12:04.230	0.71670	0.71785			6
2026.05.31	21:12:08.366	0.71671	0.71783			6
2026.05.31	21:12:10.165	0.71672				2
2026.05.31	21:12:11.943		0.71781			4
2026.05.31	21:12:15.844	0.71673	0.71780			6
2026.05.31	21:12:18.597	0.71674	0.71779			6
2026.05.31	21:12:19.114	0.71681	0.71758			6
2026.05.31	21:12:21.079	0.71682	0.71757			6
2026.05.31	21:12:25.081	0.71683	0.71756			6
2026.05.31	21:12:27.082		0.71754			4
2026.05.31	21:12:29.081	0.71684				2
2026.05.31	21:12:32.911		0.71753			4
2026.05.31	21:12:37.199	0.71685				2
2026.05.31	21:12:46.324		0.71752			4
2026.05.31	21:12:48.244	0.71686	0.71748			6
2026.05.31	21:12:52.081	0.71682	0.71762			6
2026.05.31	21:12:53.081	0.71677	0.71773			6
2026.05.31	21:12:54.082	0.71675	0.71779			6
2026.05.31	21:12:56.064		0.71781			4
2026.05.31	21:12:57.244		0.71780			4
2026.05.31	21:13:02.345	0.71676	0.71779			6
2026.05.31	21:13:03.844	0.71677	0.71778			6
2026.05.31	21:13:07.007	0.71676	0.71780			6
2026.05.31	21:13:13.145	0.71677	0.71778			6
2026.05.31	21:13:14.664		0.71777			4
2026.05.31	21:13:16.165	0.71678				2
2026.05.31	21:13:18.544		0.71775			4
2026.05.31	21:13:22.735	0.71676	0.71780			6
2026.05.31	21:13:22.743	0.71683	0.71759			6
2026.05.31	21:13:24.911	0.71685	0.71757			6
2026.05.31	21:13:27.910		0.71756			4
2026.05.31	21:13:29.913		0.71755			4
2026.05.31	21:13:31.016	0.71686				2
2026.05.31	21:13:32.591		0.71754			4
2026.05.31	21:13:33.915		0.71753			4
2026.05.31	21:13:36.910	0.71687	0.71752			6
2026.05.31	21:13:39.911		0.71751			4
2026.05.31	21:13:53.084	0.71688	0.71750			6
2026.05.31	21:13:55.745	0.71684	0.71762			6
2026.05.31	21:13:56.957	0.71681	0.71768			6
2026.05.31	21:13:57.957	0.71679	0.71773			6
2026.05.31	21:13:59.080	0.71677	0.71779			6
2026.05.31	21:14:03.840	0.71678	0.71780			6
2026.05.31	21:14:05.645		0.71779			4
2026.05.31	21:14:07.444	0.71679	0.71778			6
2026.05.31	21:14:19.165		0.71777			4
2026.05.31	21:14:22.165	0.71680	0.71775			6
2026.05.31	21:14:25.145	0.71681	0.71774			6
2026.05.31	21:14:29.665		0.71771			4
2026.05.31	21:14:31.146	0.71682				2
2026.05.31	21:14:37.206	0.71677	0.71779			6
2026.05.31	21:14:38.665		0.71780			4
2026.05.31	21:14:44.345	0.71679	0.71778			6
2026.05.31	21:14:46.164	0.71680	0.71777			6
2026.05.31	21:14:54.081	0.71676	0.71782			6
2026.05.31	21:14:54.091	0.71684	0.71759			6
2026.05.31	21:14:56.911	0.71686	0.71757			6
2026.05.31	21:14:57.957		0.71756			4
2026.05.31	21:14:59.911	0.71678	0.71773			6
2026.05.31	21:15:01.411	0.71679	0.71772			6
2026.05.31	21:15:03.777	0.71685	0.71754			6
2026.05.31	21:15:05.080		0.71753			4
2026.05.31	21:15:06.529	0.71686				2
2026.05.31	21:15:08.329	0.71682	0.71764			6
2026.05.31	21:15:09.865	0.71681	0.71767			6
2026.05.31	21:15:11.082	0.71678	0.71778			6
2026.05.31	21:15:12.739	0.71677	0.71781			6
2026.05.31	21:15:13.744	0.71678				2
2026.05.31	21:15:15.565		0.71782			4
2026.05.31	21:15:18.871	0.71679	0.71780			6
2026.05.31	21:15:23.345	0.71680	0.71778			6
2026.05.31	21:15:25.445		0.71779			4
2026.05.31	21:15:30.082	0.71681	0.71777			6
2026.05.31	21:15:31.591		0.71776			4
2026.05.31	21:15:37.200	0.71680	0.71778			6
2026.05.31	21:15:40.744	0.71681	0.71777			6
2026.05.31	21:15:48.565	0.71682	0.71776			6
2026.05.31	21:15:50.044	0.71683	0.71775			6
2026.05.31	21:15:53.966		0.71772			4
2026.05.31	21:15:57.419	0.71684	0.71771			6
2026.05.31	21:15:59.064	0.71685	0.71772			6
2026.05.31	21:16:00.339	0.71685	0.71771			6
2026.05.31	21:16:07.739	0.71680	0.71778			6
2026.05.31	21:16:07.744	0.71689	0.71755			6
2026.05.31	21:16:08.914	0.71690	0.71751			6
2026.05.31	21:16:11.083	0.71691	0.71750			6
2026.05.31	21:16:11.155	0.71683	0.71774			6
2026.05.31	21:16:13.846	0.71682	0.71775			6
2026.05.31	21:16:18.244	0.71683	0.71773			6
2026.05.31	21:16:37.207		0.71775			4
2026.05.31	21:16:43.166	0.71684	0.71773			6
2026.05.31	21:16:53.853	0.71685	0.71770			6
2026.05.31	21:16:55.144	0.71686	0.71768			6
2026.05.31	21:17:02.741	0.71682	0.71776			6
2026.05.31	21:17:02.745	0.71689	0.71757			6
2026.05.31	21:17:03.917	0.71690	0.71751			6
2026.05.31	21:17:04.940	0.71691				2
2026.05.31	21:17:09.464	0.71692	0.71750			6
2026.05.31	21:17:11.159	0.71693	0.71748			6
2026.05.31	21:17:12.410	0.71688	0.71763			6
2026.05.31	21:17:13.765	0.71685	0.71769			6
2026.05.31	21:17:15.546	0.71683	0.71776			6
2026.05.31	21:17:16.744	0.71684				2
2026.05.31	21:17:20.911	0.71685	0.71774			6
2026.05.31	21:17:28.968		0.71773			4
2026.05.31	21:17:30.081	0.71686				2
2026.05.31	21:17:37.203	0.71684	0.71777			6
2026.05.31	21:17:40.078	0.71693	0.71751			6
2026.05.31	21:17:40.593	0.71685	0.71774			6
2026.05.31	21:17:50.079	0.71686	0.71773			6
2026.05.31	21:17:55.745	0.71687	0.71771			6
2026.05.31	21:17:57.741	0.71685	0.71775			6
2026.05.31	21:17:59.045		0.71777			4
2026.05.31	21:18:05.644	0.71686	0.71774			6
2026.05.31	21:18:08.343	0.71687	0.71773			6
2026.05.31	21:18:20.087	0.71688	0.71770			6
2026.05.31	21:18:26.365	0.71689	0.71768			6
2026.05.31	21:18:31.941	0.71690	0.71767			6
2026.05.31	21:18:36.844	0.71691	0.71766			6
2026.05.31	21:18:40.087	0.71688	0.71773			6
2026.05.31	21:18:41.079	0.71695	0.71752			6
2026.05.31	21:18:42.416	0.71692	0.71763			6
2026.05.31	21:18:43.416	0.71689	0.71771			6
2026.05.31	21:18:53.859	0.71688				2
2026.05.31	21:18:56.965	0.71689	0.71769			6
2026.05.31	21:18:58.464	0.71690				2
2026.05.31	21:19:02.590	0.71691	0.71768			6
2026.05.31	21:19:08.945	0.71692	0.71766			6
2026.05.31	21:19:16.445		0.71764			4
2026.05.31	21:19:23.666	0.71693	0.71763			6
2026.05.31	21:19:30.082		0.71761			4
2026.05.31	21:19:34.764	0.71694				2
2026.05.31	21:19:37.199	0.71689	0.71769			6
2026.05.31	21:19:42.419	0.71687	0.71775			6
2026.05.31	21:19:42.422	0.71695	0.71753			6
2026.05.31	21:19:43.744	0.71690	0.71765			6
2026.05.31	21:19:44.768	0.71687	0.71774			6
2026.05.31	21:19:50.914	0.71689	0.71772			6
2026.05.31	21:19:56.965	0.71690	0.71769			6
2026.05.31	21:20:00.844	0.71691	0.71767			6
2026.05.31	21:20:03.865	0.71692	0.71766			6
2026.05.31	21:20:10.445	0.71693	0.71765			6
2026.05.31	21:20:20.082	0.71694	0.71764			6
2026.05.31	21:20:21.844		0.71762			4
2026.05.31	21:20:32.045	0.71695	0.71761			6
2026.05.31	21:20:37.200	0.71690	0.71770			6
2026.05.31	21:20:38.965	0.71689	0.71773			6
2026.05.31	21:20:42.745		0.71774			4
2026.05.31	21:20:42.748	0.71695	0.71757			6
2026.05.31	21:20:43.863	0.71693	0.71764			6
2026.05.31	21:20:46.411	0.71690	0.71774			6
2026.05.31	21:20:53.966	0.71691	0.71772			6
2026.05.31	21:20:55.745		0.71771			4
2026.05.31	21:21:00.082	0.71692	0.71769			6
2026.05.31	21:21:05.491	0.71693	0.71768			6
2026.05.31	21:21:08.643	0.71694	0.71767			6
2026.05.31	21:21:20.084		0.71765			4
2026.05.31	21:21:21.090	0.71695				2
2026.05.31	21:21:31.164	0.71696	0.71764			6
2026.05.31	21:21:35.365		0.71762			4
2026.05.31	21:21:37.200	0.71693	0.71769			6
2026.05.31	21:21:40.081	0.71692	0.71771			6
2026.05.31	21:21:42.291		0.71770			4
2026.05.31	21:21:43.862		0.71764			4
2026.05.31	21:21:44.862	0.71688	0.71773			6
2026.05.31	21:21:45.869	0.71687	0.71779			6
2026.05.31	21:22:02.065	0.71690	0.71774			6
2026.05.31	21:22:03.868	0.71691	0.71772			6
2026.05.31	21:22:12.865	0.71693	0.71767			6
2026.05.31	21:22:14.345	0.71694				2
2026.05.31	21:22:20.085	0.71695	0.71765			6
2026.05.31	21:22:21.692		0.71764			4
2026.05.31	21:22:30.089	0.71696	0.71762			6
2026.05.31	21:22:31.744	0.71697				2
2026.05.31	21:22:32.747	0.71693	0.71770			6
2026.05.31	21:22:32.752	0.71700	0.71748			6
2026.05.31	21:22:33.554	0.71693	0.71768			6
2026.05.31	21:22:35.047	0.71691	0.71775			6
2026.05.31	21:22:37.204		0.71774			4
2026.05.31	21:22:39.844	0.71692	0.71773			6
2026.05.31	21:22:42.910	0.71693	0.71769			6
2026.05.31	21:22:43.910		0.71765			4
2026.05.31	21:22:44.913	0.71694	0.71758			6
2026.05.31	21:22:56.965	0.71691	0.71770			6
2026.05.31	21:23:03.885	0.71693	0.71767			6
2026.05.31	21:23:05.064		0.71765			4
2026.05.31	21:23:20.644	0.71695	0.71763			6
2026.05.31	21:23:27.750	0.71688	0.71775			6
2026.05.31	21:23:27.753	0.71693	0.71757			6
2026.05.31	21:23:28.910	0.71694	0.71748			6
2026.05.31	21:23:31.764		0.71747			4
2026.05.31	21:23:33.551	0.71695	0.71746			6
2026.05.31	21:23:34.801		0.71745			4
2026.05.31	21:23:35.346	0.71692	0.71767			6
2026.05.31	21:23:37.444	0.71691	0.71774			6
2026.05.31	21:23:39.244	0.71692	0.71773			6
2026.05.31	21:23:50.078	0.71693	0.71769			6
2026.05.31	21:23:54.911		0.71772			4
2026.05.31	21:23:54.915	0.71698	0.71756			6
2026.05.31	21:23:56.293	0.71693	0.71770			6
2026.05.31	21:24:10.078	0.71693	0.71768			6
2026.05.31	21:24:20.080	0.71695	0.71765			6
2026.05.31	21:24:37.202	0.71689	0.71774			6
2026.05.31	21:24:38.665	0.71690				2
2026.05.31	21:24:44.966	0.71693	0.71771			6
2026.05.31	21:24:54.565	0.71695	0.71767			6
2026.05.31	21:24:55.298	0.71701	0.71749			6
2026.05.31	21:25:05.045	0.71697	0.71762			6
2026.05.31	21:25:17.751	0.71695	0.71766			6
2026.05.31	21:25:17.772	0.71699	0.71750			6
2026.05.31	21:25:20.945		0.71748			4
2026.05.31	21:25:24.545	0.71700				2
2026.05.31	21:25:26.555	0.71699	0.71746			6
2026.05.31	21:25:28.924	0.71700				2
2026.05.31	21:25:33.079	0.71699				2
2026.05.31	21:25:36.545		0.71745			4
2026.05.31	21:25:40.190	0.71700				2
2026.05.31	21:25:42.844		0.71744			4
2026.05.31	21:25:49.744		0.71743			4
2026.05.31	21:26:02.066	0.71701	0.71742			6
2026.05.31	21:26:03.883	0.71700	0.71741			6
2026.05.31	21:26:07.445		0.71740			4
2026.05.31	21:26:10.563	0.71699	0.71741			6
2026.05.31	21:26:12.752	0.71700	0.71742			6
2026.05.31	21:26:20.087		0.71741			4
2026.05.31	21:26:37.202	0.71701	0.71740			6
2026.05.31	21:26:55.296		0.71739			4
2026.05.31	21:26:56.953	0.71702	0.71752			6
2026.05.31	21:26:58.081	0.71698	0.71761			6
2026.05.31	21:27:00.341	0.71698	0.71762			6
2026.05.31	21:27:04.272		0.71761			4
2026.05.31	21:27:08.890	0.71699	0.71760			6
2026.05.31	21:27:23.344		0.71758			4
2026.05.31	21:27:34.911	0.71701	0.71756			6
2026.05.31	21:27:34.921	0.71703	0.71742			6
2026.05.31	21:27:36.913		0.71741			4
2026.05.31	21:27:43.916		0.71743			4
2026.05.31	21:27:44.929	0.71701	0.71742			6
2026.05.31	21:27:46.080		0.71741			4
2026.05.31	21:27:53.924		0.71740			4
2026.05.31	21:27:58.926		0.71754			4
2026.05.31	21:27:59.927	0.71698	0.71762			6
2026.05.31	21:28:01.079	0.71698				2
2026.05.31	21:28:09.845		0.71761			4
2026.05.31	21:28:20.087	0.71699	0.71758			6
2026.05.31	21:28:37.206	0.71692	0.71767			6
2026.05.31	21:28:44.345	0.71695	0.71763			6
2026.05.31	21:28:50.618	0.71697	0.71760			6
2026.05.31	21:28:50.637	0.71701	0.71747			6
2026.05.31	21:28:52.914	0.71702	0.71748			6
2026.05.31	21:28:53.941		0.71747			4
2026.05.31	21:28:57.844		0.71745			4
2026.05.31	21:28:59.929	0.71698	0.71760			6
2026.05.31	21:29:01.080	0.71693	0.71773			6
2026.05.31	21:29:01.190	0.71700	0.71754			6
2026.05.31	21:29:02.365	0.71701	0.71752			6
2026.05.31	21:29:03.517	0.71696	0.71767			6
2026.05.31	21:29:05.088	0.71693	0.71773			6
2026.05.31	21:29:08.664	0.71695	0.71771			6
2026.05.31	21:29:10.291		0.71772			4
2026.05.31	21:29:15.245	0.71696	0.71770			6
2026.05.31	21:29:28.926	0.71691	0.71769			6
2026.05.31	21:29:29.927	0.71690	0.71776			6
2026.05.31	21:29:36.913	0.71691				2
2026.05.31	21:29:38.944	0.71693	0.71774			6
2026.05.31	21:29:44.344	0.71694	0.71770			6
2026.05.31	21:29:45.637	0.71695	0.71768			6
2026.05.31	21:29:50.644	0.71697	0.71766			6
2026.05.31	21:29:51.845		0.71765			4
2026.05.31	21:29:53.644	0.71698				2
2026.05.31	21:29:59.081	0.71693	0.71772			6
2026.05.31	21:30:03.892	0.71694	0.71770			6
2026.05.31	21:30:10.088	0.71697	0.71767			6
2026.05.31	21:30:18.603	0.71698	0.71765			6
2026.05.31	21:30:20.647	0.71699				2
2026.05.31	21:30:30.158	0.71700	0.71764			6
2026.05.31	21:30:35.345	0.71701				2
2026.05.31	21:30:37.205	0.71700	0.71765			6
2026.05.31	21:30:40.745		0.71764			4
2026.05.31	21:30:45.265	0.71701				2
2026.05.31	21:30:47.922	0.71705	0.71752			6
2026.05.31	21:30:52.914	0.71703	0.71759			6
2026.05.31	21:30:53.918	0.71702	0.71763			6
2026.05.31	21:31:00.219	0.71702				2
2026.05.31	21:31:03.900		0.71764			4
2026.05.31	21:31:17.965		0.71763			4
2026.05.31	21:31:20.342	0.71703				2
2026.05.31	21:31:30.344		0.71762			4
2026.05.31	21:31:37.202		0.71764			4
2026.05.31	21:31:40.341		0.71763			4
2026.05.31	21:31:42.191		0.71764			4
2026.05.31	21:31:48.170		0.71763			4
2026.05.31	21:31:58.145	0.71704	0.71762			6
2026.05.31	21:32:03.844	0.71704	0.71761			6
2026.05.31	21:32:20.366	0.71705				2
2026.05.31	21:32:22.464		0.71760			4
2026.05.31	21:32:26.837	0.71704	0.71762			6
2026.05.31	21:32:37.199		0.71765			4
2026.05.31	21:32:41.540		0.71764			4
2026.05.31	21:32:42.916		0.71763			4
2026.05.31	21:32:52.912	0.71705	0.71762			6
2026.05.31	21:32:53.956	0.71709	0.71748			6
2026.05.31	21:32:56.409		0.71744			4
2026.05.31	21:32:59.081		0.71743			4
2026.05.31	21:33:02.629	0.71709				2
2026.05.31	21:33:03.081	0.71707	0.71758			6
2026.05.31	21:33:04.688	0.71709	0.71746			6
2026.05.31	21:33:07.823	0.71707	0.71758			6
2026.05.31	21:33:14.951	0.71709	0.71747			6
2026.05.31	21:33:16.029	0.71706	0.71762			6
2026.05.31	21:33:18.319	0.71705				2
2026.05.31	21:33:21.914	0.71706				2
2026.05.31	21:33:30.285		0.71761			4
2026.05.31	21:33:32.622	0.71709	0.71749			6
2026.05.31	21:33:34.913	0.71710	0.71744			6
2026.05.31	21:33:36.201	0.71708	0.71758			6
2026.05.31	21:33:37.223	0.71706	0.71762			6
2026.05.31	21:33:38.752	0.71709	0.71751			6
2026.05.31	21:33:41.080	0.71710	0.71744			6
2026.05.31	21:33:47.079		0.71743			4
2026.05.31	21:33:48.913		0.71742			4
2026.05.31	21:33:50.208	0.71709				2
2026.05.31	21:33:57.945		0.71741			4
2026.05.31	21:34:01.765	0.71709				2
2026.05.31	21:34:11.644		0.71740			4
2026.05.31	21:34:48.124		0.71739			4
2026.05.31	21:35:00.888	0.71709				2
2026.05.31	21:35:30.325		0.71738			4
2026.05.31	21:35:37.208	0.71710	0.71739			6
2026.05.31	21:35:38.589	0.71709	0.71738			6
2026.05.31	21:36:04.042	0.71709				2
2026.05.31	21:36:08.646		0.71737			4
2026.05.31	21:36:11.508		0.71751			4
2026.05.31	21:36:11.564	0.71703	0.71769			6
2026.05.31	21:36:12.773	0.71699	0.71779			6
2026.05.31	21:36:14.152		0.71780			4
2026.05.31	21:36:16.744		0.71779			4
2026.05.31	21:36:18.320	0.71700	0.71780			6
2026.05.31	21:36:21.409	0.71699	0.71781			6
2026.05.31	21:36:31.091	0.71700	0.71780			6
2026.05.31	21:36:34.319	0.71701	0.71779			6
2026.05.31	21:36:37.201	0.71699	0.71785			6
2026.05.31	21:36:41.066	0.71700	0.71783			6
2026.05.31	21:36:43.743	0.71701	0.71781			6
2026.05.31	21:36:50.645	0.71702	0.71779			6
2026.05.31	21:36:52.244		0.71780			4
2026.05.31	21:36:53.853		0.71779			4
2026.05.31	21:36:57.313	0.71703	0.71780			6
2026.05.31	21:36:58.559	0.71701	0.71782			6
2026.05.31	21:37:03.919	0.71702	0.71783			6
2026.05.31	21:37:06.320		0.71784			4
2026.05.31	21:37:07.798	0.71696	0.71799			6
2026.05.31	21:37:10.611	0.71697				2
2026.05.31	21:37:12.168	0.71694				2
2026.05.31	21:37:13.299		0.71800			4
2026.05.31	21:37:14.310	0.71696	0.71802			6
2026.05.31	21:37:16.448		0.71801			4
2026.05.31	21:37:17.664		0.71802			4
2026.05.31	21:37:20.918	0.71697				2
2026.05.31	21:37:23.365	0.71696	0.71800			6
2026.05.31	21:37:27.569	0.71697	0.71799			6
2026.05.31	21:37:30.554		0.71798			4
2026.05.31	21:37:36.079	0.71698	0.71799			6
2026.05.31	21:37:37.198		0.71798			4
2026.05.31	21:37:43.145		0.71797			4
2026.05.31	21:37:44.913		0.71799			4
2026.05.31	21:37:46.924		0.71798			4
2026.05.31	21:37:50.046	0.71699	0.71799			6
2026.05.31	21:37:56.046		0.71798			4
2026.05.31	21:37:59.047	0.71700				2
2026.05.31	21:38:00.240	0.71700	0.71797			6
2026.05.31	21:38:07.467	0.71701	0.71795			6
2026.05.31	21:38:12.334		0.71794			4
2026.05.31	21:38:20.090	0.71702	0.71795			6
2026.05.31	21:38:22.445	0.71701				2
2026.05.31	21:38:30.851	0.71702	0.71796			6
2026.05.31	21:38:37.197		0.71795			4
2026.05.31	21:38:39.564	0.71703	0.71796			6
2026.05.31	21:38:41.330		0.71795			4
2026.05.31	21:38:43.549		0.71794			4
2026.05.31	21:38:54.912	0.71704				2
2026.05.31	21:38:57.347		0.71793			4
2026.05.31	21:38:58.641	0.71700	0.71808			6
2026.05.31	21:39:00.199	0.71700				2
2026.05.31	21:39:12.544	0.71701	0.71807			6
2026.05.31	21:39:15.564	0.71702				2
2026.05.31	21:39:16.799	0.71704	0.71797			6
2026.05.31	21:39:24.273	0.71705				2
2026.05.31	21:39:29.799		0.71796			4
2026.05.31	21:39:39.832	0.71706	0.71797			6
2026.05.31	21:39:46.267		0.71796			4
2026.05.31	21:39:57.125	0.71707				2
2026.05.31	21:40:01.839	0.71707				2
2026.05.31	21:40:11.912	0.71705	0.71803			6
2026.05.31	21:40:17.827	0.71706	0.71804			6
2026.05.31	21:40:21.493		0.71803			4
2026.05.31	21:40:25.084	0.71707	0.71800			6
2026.05.31	21:40:28.834		0.71798			4
2026.05.31	21:40:37.203	0.71708				2
2026.05.31	21:40:40.796	0.71700	0.71790			6
2026.05.31	21:40:41.821	0.71698	0.71787			6
2026.05.31	21:40:53.930	0.71699				2
2026.05.31	21:40:58.937	0.71689	0.71809			6
2026.05.31	21:41:00.080	0.71688				2
2026.05.31	21:41:01.079		0.71811			4
2026.05.31	21:41:02.233	0.71689	0.71808			6
2026.05.31	21:41:03.255	0.71688	0.71811			6
2026.05.31	21:41:04.262	0.71691	0.71807			6
2026.05.31	21:41:05.340		0.71806			4
2026.05.31	21:41:09.016		0.71805			4
2026.05.31	21:41:12.019	0.71692				2
2026.05.31	21:41:13.913		0.71804			4
2026.05.31	21:41:15.653	0.71693	0.71805			6
2026.05.31	21:41:29.651	0.71694	0.71804			6
2026.05.31	21:41:32.780		0.71805			4
2026.05.31	21:41:37.200	0.71693	0.71806			6
2026.05.31	21:41:57.664	0.71698	0.71798			6
2026.05.31	21:42:02.838	0.71699	0.71799			6
2026.05.31	21:42:04.302	0.71697	0.71800			6
2026.05.31	21:42:07.743	0.71698	0.71801			6
2026.05.31	21:42:29.648	0.71699	0.71800			6
2026.05.31	21:42:34.479	0.71700	0.71801			6
2026.05.31	21:42:37.205		0.71800			4
2026.05.31	21:42:53.715	0.71701				2
2026.05.31	21:43:02.340	0.71701	0.71799			6
2026.05.31	21:43:06.042	0.71702	0.71800			6
2026.05.31	21:43:16.179		0.71799			4
2026.05.31	21:43:23.045	0.71703				2
2026.05.31	21:43:28.350		0.71798			4
2026.05.31	21:43:30.320	0.71704	0.71799			6
2026.05.31	21:43:39.744		0.71798			4
2026.05.31	21:43:56.621	0.71705				2
2026.05.31	21:44:05.351	0.71706				2
2026.05.31	21:44:36.532	0.71707	0.71797			6
2026.05.31	21:44:38.345	0.71706	0.71801			6
2026.05.31	21:44:46.609	0.71699	0.71818			6
2026.05.31	21:44:47.911	0.71701	0.71820			6
2026.05.31	21:44:48.948		0.71821			4
2026.05.31	21:44:53.609		0.71820			4
2026.05.31	21:44:56.818	0.71702				2
2026.05.31	21:45:01.042	0.71702	0.71819			6
2026.05.31	21:45:04.072	0.71703	0.71820			6
2026.05.31	21:45:05.640	0.71702				2
2026.05.31	21:45:07.722		0.71819			4
2026.05.31	21:45:12.148	0.71703				2
2026.05.31	21:45:13.910	0.71708	0.71806			6
2026.05.31	21:45:17.913	0.71709				2
2026.05.31	21:45:21.410		0.71805			4
2026.05.31	21:45:24.730	0.71703	0.71819			6
2026.05.31	21:45:25.908	0.71704	0.71818			6
2026.05.31	21:45:27.079		0.71817			4
2026.05.31	21:45:30.082	0.71705				2
2026.05.31	21:45:32.667		0.71818			4
2026.05.31	21:45:36.529	0.71702	0.71821			6
2026.05.31	21:45:37.913	0.71703	0.71822			6
2026.05.31	21:45:42.667		0.71821			4
2026.05.31	21:45:48.080	0.71705	0.71817			6
2026.05.31	21:45:49.786	0.71706				2
2026.05.31	21:45:50.615	0.71714	0.71797			6
2026.05.31	21:45:52.072	0.71706	0.71814			6
2026.05.31	21:45:55.782	0.71707				2
2026.05.31	21:46:09.157	0.71709	0.71815			6
2026.05.31	21:46:12.081	0.71708	0.71819			6
2026.05.31	21:46:13.916	0.71703	0.71833			6
2026.05.31	21:46:15.085	0.71705	0.71835			6
2026.05.31	21:46:17.079		0.71834			4
2026.05.31	21:46:20.437	0.71707	0.71826			6
2026.05.31	21:46:22.080	0.71708	0.71827			6
2026.05.31	21:46:23.938		0.71826			4
2026.05.31	21:46:36.476	0.71709				2
2026.05.31	21:46:37.485	0.71706	0.71832			6
2026.05.31	21:46:41.531	0.71707				2
2026.05.31	21:46:45.326	0.71705	0.71836			6
2026.05.31	21:46:49.233	0.71706	0.71837			6
2026.05.31	21:46:50.356	0.71709	0.71833			6
2026.05.31	21:46:51.902	0.71710				2
2026.05.31	21:46:54.010	0.71695	0.71874			6
2026.05.31	21:46:55.084	0.71703	0.71883			6
2026.05.31	21:46:56.601		0.71882			4
2026.05.31	21:46:58.322	0.71704	0.71883			6
2026.05.31	21:46:59.582		0.71882			4
2026.05.31	21:47:01.556	0.71703	0.71886			6
2026.05.31	21:47:02.943		0.71885			4
