<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.05.31	21:30:18.685	159.340				2
2026.05.31	21:30:37.197	159.341	159.379			6
2026.05.31	21:31:00.228	159.342	159.380			6
2026.05.31	21:32:04.278	159.342	159.380			6
2026.05.31	21:32:37.205	159.328	159.395			6
2026.05.31	21:32:43.743	159.327	159.394			6
2026.05.31	21:32:44.750	159.330	159.393			6
2026.05.31	21:32:46.550	159.331	159.392			6
2026.05.31	21:32:56.996		159.394			4
2026.05.31	21:33:01.130	159.331	159.392			6
2026.05.31	21:33:12.354	159.332	159.393			6
2026.05.31	21:33:54.253	159.312	159.408			6
2026.05.31	21:33:56.151	159.324	159.392			6
2026.05.31	21:33:58.251	159.328	159.389			6
2026.05.31	21:34:12.241	159.328				2
2026.05.31	21:34:37.206	159.327	159.388			6
2026.05.31	21:35:00.975	159.327				2
2026.05.31	21:35:38.072	159.340	159.378			6
2026.05.31	21:35:50.792	159.342	159.380			6
2026.05.31	21:35:51.951	159.323	159.399			6
2026.05.31	21:35:55.117	159.327	159.397			6
2026.05.31	21:36:02.244	159.331	159.394			6
2026.05.31	21:36:11.128		159.395			4
2026.05.31	21:36:37.197	159.333	159.394			6
2026.05.31	21:37:04.289	159.333				2
2026.05.31	21:37:15.951	159.346	159.384			6
2026.05.31	21:37:31.746	159.333	159.394			6
2026.05.31	21:37:35.116	159.331	159.392			6
2026.05.31	21:37:37.319	159.344	159.382			6
2026.05.31	21:37:37.329	159.319	159.393			6
2026.05.31	21:37:37.356	159.262	159.432			6
2026.05.31	21:37:38.371	159.280	159.413			6
2026.05.31	21:37:40.387	159.287	159.408			6
2026.05.31	21:37:42.786	159.289	159.406			6
2026.05.31	21:37:44.150	159.279	159.410			6
2026.05.31	21:37:45.912	159.281	159.409			6
2026.05.31	21:37:48.655	159.282	159.407			6
2026.05.31	21:37:50.074	159.284	159.406			6
2026.05.31	21:37:51.912		159.404			4
2026.05.31	21:37:55.099	159.285	159.402			6
2026.05.31	21:37:59.913	159.286	159.400			6
2026.05.31	21:38:02.730	159.287	159.398			6
2026.05.31	21:38:03.743	159.288	159.397			6
2026.05.31	21:38:04.918		159.396			4
2026.05.31	21:38:10.914		159.394			4
2026.05.31	21:38:12.316	159.290	159.393			6
2026.05.31	21:38:18.917		159.392			4
2026.05.31	21:38:20.159	159.292	159.389			6
2026.05.31	21:38:23.743		159.388			4
2026.05.31	21:38:25.097	159.293	159.387			6
2026.05.31	21:38:28.250	159.294				2
2026.05.31	21:38:30.951		159.386			4
2026.05.31	21:38:32.323	159.295	159.385			6
2026.05.31	21:38:33.932		159.384			4
2026.05.31	21:38:40.386	159.296	159.383			6
2026.05.31	21:38:42.874	159.297				2
2026.05.31	21:38:46.011	159.299	159.381			6
2026.05.31	21:38:48.351	159.300	159.379			6
2026.05.31	21:38:51.012	159.301				2
2026.05.31	21:38:52.830	159.302				2
2026.05.31	21:38:56.137	159.303	159.380			6
2026.05.31	21:38:59.244	159.304	159.379			6
2026.05.31	21:39:10.530	159.305				2
2026.05.31	21:39:21.127	159.306	159.377			6
2026.05.31	21:39:29.807	159.308	159.376			6
2026.05.31	21:39:32.432	159.310	159.377			6
2026.05.31	21:39:37.197		159.376			4
2026.05.31	21:39:41.130	159.311	159.377			6
2026.05.31	21:39:48.629		159.376			4
2026.05.31	21:39:51.630		159.375			4
2026.05.31	21:39:53.431	159.312				2
2026.05.31	21:40:01.531	159.309	159.377			6
2026.05.31	21:40:03.874	159.311	159.375			6
2026.05.31	21:40:08.431	159.312	159.374			6
2026.05.31	21:40:37.207		159.373			4
2026.05.31	21:40:44.806	159.313	159.374			6
2026.05.31	21:40:48.519	159.305	159.379			6
2026.05.31	21:40:51.786	159.303	159.377			6
2026.05.31	21:40:54.796	159.302	159.378			6
2026.05.31	21:40:56.780	159.298	159.372			6
2026.05.31	21:40:57.827	159.300	159.374			6
2026.05.31	21:41:11.128	159.299	159.371			6
2026.05.31	21:41:17.135	159.301	159.369			6
2026.05.31	21:41:22.795		159.368			4
2026.05.31	21:41:25.550	159.302				2
2026.05.31	21:41:37.203		159.367			4
2026.05.31	21:41:40.394	159.305	159.369			6
2026.05.31	21:41:41.412		159.368			4
2026.05.31	21:41:48.630		159.367			4
2026.05.31	21:41:57.051		159.366			4
2026.05.31	21:42:01.130	159.305				2
2026.05.31	21:42:04.299	159.306	159.367			6
2026.05.31	21:42:30.238	159.305	159.366			6
2026.05.31	21:43:03.004	159.305				2
2026.05.31	21:43:23.131	159.304	159.365			6
2026.05.31	21:43:37.203	159.305	159.366			6
2026.05.31	21:44:27.931	159.304	159.365			6
2026.05.31	21:45:23.698	159.318	159.356			6
2026.05.31	21:45:37.200	159.319	159.357			6
2026.05.31	21:46:10.250	159.318	159.356			6
2026.05.31	21:46:13.744	159.319	159.357			6
2026.05.31	21:46:14.751	159.318	159.356			6
2026.05.31	21:47:03.744	159.318				2
2026.05.31	21:47:24.388		159.356			4
2026.05.31	21:48:37.205	159.316	159.354			6
2026.05.31	21:48:52.250	159.317	159.355			6
2026.05.31	21:49:02.249	159.317				2
2026.05.31	21:49:36.074	159.307	159.374			6
2026.05.31	21:49:36.115	159.280	159.408			6
2026.05.31	21:49:37.418	159.294	159.410			6
2026.05.31	21:49:39.340	159.298	159.416			6
2026.05.31	21:49:41.731		159.413			4
2026.05.31	21:49:43.930	159.300	159.411			6
2026.05.31	21:49:46.530		159.423			4
2026.05.31	21:49:47.730	159.301	159.420			6
2026.05.31	21:49:48.990	159.302				2
2026.05.31	21:49:51.030	159.303				2
2026.05.31	21:49:52.247	159.304	159.419			6
2026.05.31	21:49:53.730	159.305				2
2026.05.31	21:50:00.031	159.307				2
2026.05.31	21:50:02.252	159.310	159.416			6
2026.05.31	21:50:04.909	159.312	159.415			6
2026.05.31	21:50:11.590	159.314				2
2026.05.31	21:50:20.839	159.317	159.413			6
2026.05.31	21:50:31.642	159.321	159.410			6
2026.05.31	21:50:36.066	159.324	159.408			6
2026.05.31	21:50:37.199	159.325	159.407			6
2026.05.31	21:50:40.850	159.326				2
2026.05.31	21:50:51.510	159.328	159.406			6
2026.05.31	21:50:53.411	159.329	159.404			6
2026.05.31	21:50:56.525	159.330				2
2026.05.31	21:51:00.405	159.330	159.403			6
2026.05.31	21:51:03.465	159.331				2
2026.05.31	21:51:22.831	159.333				2
2026.05.31	21:51:25.850	159.332	159.405			6
2026.05.31	21:51:31.383	159.333	159.404			6
2026.05.31	21:51:36.032	159.334	159.403			6
2026.05.31	21:51:37.205	159.335	159.402			6
2026.05.31	21:51:40.850		159.401			4
2026.05.31	21:51:51.929		159.400			4
2026.05.31	21:51:53.745	159.336	159.399			6
2026.05.31	21:52:01.955	159.336	159.398			6
2026.05.31	21:52:14.607	159.335	159.400			6
2026.05.31	21:52:20.585	159.336				2
2026.05.31	21:52:35.130	159.337	159.398			6
2026.05.31	21:53:10.230	159.336	159.397			6
2026.05.31	21:53:21.876	159.337	159.398			6
2026.05.31	21:54:34.851	159.337	159.398			6
2026.05.31	21:54:37.206	159.348	159.386			6
2026.05.31	21:54:47.730	159.346	159.384			6
2026.05.31	21:54:58.850	159.345	159.383			6
2026.05.31	21:55:02.131	159.345				2
2026.05.31	21:55:04.682	159.346	159.384			6
2026.05.31	21:55:08.684	159.345	159.383			6
2026.05.31	21:55:18.862	159.344	159.382			6
2026.05.31	21:55:37.206	159.343	159.381			6
2026.05.31	21:56:37.199	159.341	159.379			6
2026.05.31	21:57:01.830	159.341				2
2026.05.31	21:57:38.611		159.379			4
2026.05.31	21:57:53.131	159.325	159.386			6
2026.05.31	21:58:11.128	159.337	159.375			6
2026.05.31	21:59:06.031	159.337				2
2026.05.31	21:59:31.130		159.375			4
2026.05.31	21:59:54.050	159.336	159.374			6
2026.05.31	21:59:58.640	159.335	159.373			6
2026.05.31	22:00:00.022	159.321	159.382			6
2026.05.31	22:00:00.096	159.340	159.366			6
2026.05.31	22:00:01.134	159.343	159.369			6
2026.05.31	22:00:01.607	159.336	159.362			6
2026.05.31	22:00:01.665	159.326	159.364			6
2026.05.31	22:00:01.741	159.320	159.358			6
2026.05.31	22:00:02.969	159.315	159.353			6
2026.05.31	22:00:03.001	159.324	159.362			6
2026.05.31	22:00:03.008	159.335	159.361			6
2026.05.31	22:00:03.071	159.322	159.360			6
2026.05.31	22:00:03.195	159.315	159.353			6
2026.05.31	22:00:04.630	159.314	159.352			6
2026.05.31	22:00:06.051	159.316	159.354			6
2026.05.31	22:00:07.341	159.315	159.353			6
2026.05.31	22:00:07.528	159.325	159.351			6
2026.05.31	22:00:09.349	159.330	159.356			6
2026.05.31	22:00:10.145	159.336	159.354			6
2026.05.31	22:00:11.141	159.327	159.353			6
2026.05.31	22:00:11.227	159.335				2
2026.05.31	22:00:12.228	159.336	159.354			6
2026.05.31	22:00:13.261	159.334	159.360			6
2026.05.31	22:00:14.355	159.338	159.356			6
2026.05.31	22:00:14.415	159.336	159.362			6
2026.05.31	22:00:16.305	159.339	159.357			6
2026.05.31	22:00:16.480	159.337	159.363			6
2026.05.31	22:00:17.391	159.342	159.368			6
2026.05.31	22:00:18.421	159.336	159.362			6
2026.05.31	22:00:19.973	159.340	159.358			6
2026.05.31	22:00:23.228	159.341	159.359			6
2026.05.31	22:00:25.238	159.340	159.358			6
2026.05.31	22:00:26.302	159.339	159.357			6
2026.05.31	22:00:29.312	159.336	159.354			6
2026.05.31	22:00:31.654		159.362			4
2026.05.31	22:00:34.143	159.335	159.361			6
2026.05.31	22:00:35.689	159.339	159.357			6
2026.05.31	22:00:38.589	159.338	159.364			6
2026.05.31	22:00:39.788	159.344	159.362			6
2026.05.31	22:00:42.629	159.345	159.363			6
2026.05.31	22:00:44.966	159.344	159.362			6
2026.05.31	22:00:58.941	159.345	159.363			6
2026.05.31	22:01:00.498	159.343	159.369			6
2026.05.31	22:01:01.407	159.348	159.374			6
2026.05.31	22:01:02.462	159.349	159.375			6
2026.05.31	22:01:06.683	159.351	159.369			6
2026.05.31	22:01:08.902	159.352	159.370			6
2026.05.31	22:01:09.908	159.346	159.372			6
2026.05.31	22:01:11.016	159.349	159.375			6
2026.05.31	22:01:12.129	159.354	159.372			6
2026.05.31	22:01:20.392	159.353	159.371			6
2026.05.31	22:01:27.385	159.354	159.372			6
2026.05.31	22:01:33.008	159.356	159.374			6
2026.05.31	22:01:34.700	159.359	159.377			6
2026.05.31	22:01:36.848	159.358	159.376			6
2026.05.31	22:01:44.754	159.357	159.383			6
2026.05.31	22:01:45.179	159.362	159.388			6
2026.05.31	22:01:50.187	159.368	159.394			6
2026.05.31	22:01:54.595	159.371	159.397			6
2026.05.31	22:01:56.100	159.373	159.399			6
2026.05.31	22:01:58.059	159.375	159.401			6
2026.05.31	22:01:59.479	159.370	159.396			6
2026.05.31	22:02:01.024	159.372	159.398			6
2026.05.31	22:02:02.485	159.371	159.389			6
2026.05.31	22:02:04.080	159.372	159.390			6
2026.05.31	22:02:10.332	159.373	159.391			6
2026.05.31	22:02:12.325	159.369	159.395			6
2026.05.31	22:02:13.033	159.376	159.394			6
2026.05.31	22:02:14.153	159.377	159.395			6
2026.05.31	22:02:15.705	159.375	159.393			6
2026.05.31	22:02:38.259	159.376	159.394			6
2026.05.31	22:02:42.246	159.380	159.398			6
2026.05.31	22:02:43.471	159.377	159.403			6
2026.05.31	22:02:45.232	159.383	159.401			6
2026.05.31	22:02:46.579	159.380	159.406			6
2026.05.31	22:02:46.613	159.385	159.411			6
2026.05.31	22:02:46.684	159.380	159.418			6
2026.05.31	22:02:46.758	159.383	159.409			6
2026.05.31	22:02:47.066	159.380	159.418			6
2026.05.31	22:02:48.172	159.383	159.421			6
2026.05.31	22:02:49.226	159.386	159.424			6
2026.05.31	22:02:50.403	159.390	159.428			6
2026.05.31	22:02:50.710	159.391	159.417			6
2026.05.31	22:02:51.783	159.390	159.416			6
2026.05.31	22:02:52.910	159.392	159.418			6
2026.05.31	22:02:54.190	159.391	159.417			6
2026.05.31	22:02:54.303	159.393	159.411			6
2026.05.31	22:02:55.519	159.396	159.414			6
2026.05.31	22:02:56.864	159.394	159.412			6
2026.05.31	22:02:58.574	159.395	159.413			6
2026.05.31	22:02:59.837	159.394	159.412			6
2026.05.31	22:03:00.430	159.395	159.421			6
2026.05.31	22:03:00.463	159.399	159.425			6
2026.05.31	22:03:00.518	159.392	159.418			6
2026.05.31	22:03:02.063	159.400				2
2026.05.31	22:03:03.615	159.398	159.416			6
2026.05.31	22:03:07.216	159.401	159.419			6
2026.05.31	22:03:08.625	159.400	159.418			6
2026.05.31	22:03:20.378	159.399	159.417			6
2026.05.31	22:03:20.379	159.404	159.414			6
2026.05.31	22:03:21.383	159.399	159.417			6
2026.05.31	22:03:23.385	159.398	159.416			6
2026.05.31	22:03:25.036	159.399	159.417			6
2026.05.31	22:03:31.068	159.401	159.419			6
2026.05.31	22:03:31.286	159.396	159.414			6
2026.05.31	22:03:32.285	159.394	159.412			6
2026.05.31	22:03:33.483	159.393	159.411			6
2026.05.31	22:03:35.089	159.392	159.410			6
2026.05.31	22:03:36.290	159.387	159.413			6
2026.05.31	22:03:37.589	159.391	159.409			6
2026.05.31	22:03:40.927	159.382	159.408			6
2026.05.31	22:03:40.944	159.378	159.404			6
2026.05.31	22:03:40.972	159.366				2
2026.05.31	22:03:42.110	159.363	159.401			6
2026.05.31	22:03:43.243	159.361	159.399			6
2026.05.31	22:03:44.546	159.369	159.395			6
2026.05.31	22:03:45.730	159.370	159.396			6
2026.05.31	22:03:47.266	159.369	159.395			6
2026.05.31	22:03:48.276	159.367	159.393			6
2026.05.31	22:03:50.710	159.369	159.395			6
2026.05.31	22:03:51.313	159.377				2
2026.05.31	22:03:52.711	159.381	159.399			6
2026.05.31	22:03:54.018	159.383	159.401			6
2026.05.31	22:03:56.217	159.382	159.400			6
2026.05.31	22:03:59.081	159.381	159.399			6
2026.05.31	22:04:00.281	159.378	159.396			6
2026.05.31	22:04:00.583	159.384	159.402			6
2026.05.31	22:04:01.850	159.385	159.403			6
2026.05.31	22:04:02.982	159.384	159.402			6
2026.05.31	22:04:04.081	159.378	159.404			6
2026.05.31	22:04:05.080	159.380	159.398			6
2026.05.31	22:04:06.334	159.382	159.400			6
2026.05.31	22:04:07.711	159.383	159.401			6
2026.05.31	22:04:09.360	159.381	159.399			6
2026.05.31	22:04:10.878	159.382	159.400			6
2026.05.31	22:04:14.273	159.387	159.405			6
2026.05.31	22:04:15.296	159.383	159.401			6
2026.05.31	22:04:16.371	159.386	159.404			6
2026.05.31	22:04:21.822	159.385	159.411			6
2026.05.31	22:04:22.864	159.386	159.412			6
2026.05.31	22:04:24.015	159.387	159.413			6
2026.05.31	22:04:24.688	159.390	159.408			6
2026.05.31	22:04:25.753	159.389	159.407			6
2026.05.31	22:04:26.519	159.385	159.403			6
2026.05.31	22:04:27.701	159.386	159.404			6
2026.05.31	22:04:29.248	159.391	159.401			6
2026.05.31	22:04:30.345	159.387	159.405			6
2026.05.31	22:04:30.623	159.382	159.400			6
2026.05.31	22:04:31.819	159.376	159.402			6
2026.05.31	22:04:31.857	159.383	159.401			6
2026.05.31	22:04:33.370	159.376	159.402			6
2026.05.31	22:04:33.714	159.383	159.401			6
2026.05.31	22:04:35.082	159.382	159.400			6
2026.05.31	22:04:35.115	159.374				2
2026.05.31	22:04:35.998	159.378	159.396			6
2026.05.31	22:04:37.211	159.381	159.399			6
2026.05.31	22:04:40.849	159.380	159.398			6
2026.05.31	22:04:42.083		159.406			4
2026.05.31	22:04:42.911	159.386	159.404			6
2026.05.31	22:04:45.359	159.385	159.403			6
2026.05.31	22:04:46.567	159.384	159.402			6
2026.05.31	22:04:52.011	159.385	159.403			6
2026.05.31	22:04:55.610	159.386	159.404			6
2026.05.31	22:04:56.717	159.385	159.403			6
2026.05.31	22:04:58.419	159.384	159.402			6
2026.05.31	22:04:59.466	159.382	159.400			6
2026.05.31	22:05:00.652	159.381	159.399			6
2026.05.31	22:05:01.657	159.380	159.398			6
2026.05.31	22:05:02.968	159.381	159.399			6
2026.05.31	22:05:02.986	159.386	159.404			6
2026.05.31	22:05:03.043	159.389	159.407			6
2026.05.31	22:05:03.143	159.388	159.414			6
2026.05.31	22:05:03.265	159.389	159.407			6
2026.05.31	22:05:03.472	159.388	159.414			6
2026.05.31	22:05:03.638	159.392	159.418			6
2026.05.31	22:05:03.995	159.388	159.426			6
2026.05.31	22:05:05.112	159.392	159.430			6
2026.05.31	22:05:06.209	159.398	159.424			6
2026.05.31	22:05:07.302	159.396	159.422			6
2026.05.31	22:05:07.706	159.390	159.416			6
2026.05.31	22:05:08.720	159.395	159.413			6
2026.05.31	22:05:08.973	159.394	159.420			6
2026.05.31	22:05:11.712	159.399	159.417			6
2026.05.31	22:05:14.065	159.398	159.416			6
2026.05.31	22:05:17.717	159.399	159.417			6
2026.05.31	22:05:20.540	159.400	159.418			6
2026.05.31	22:05:22.305	159.399	159.417			6
2026.05.31	22:05:32.125	159.404	159.414			6
2026.05.31	22:05:32.478	159.397	159.415			6
2026.05.31	22:05:33.586	159.396	159.414			6
2026.05.31	22:05:47.422	159.395	159.413			6
2026.05.31	22:05:48.293	159.401	159.411			6
2026.05.31	22:05:51.173	159.396	159.414			6
2026.05.31	22:05:52.170	159.401	159.411			6
2026.05.31	22:05:53.201	159.395	159.413			6
2026.05.31	22:05:54.273	159.401	159.411			6
2026.05.31	22:05:59.266	159.397	159.415			6
2026.05.31	22:06:00.384	159.399	159.417			6
2026.05.31	22:06:02.061	159.401	159.419			6
2026.05.31	22:06:03.242	159.398	159.416			6
2026.05.31	22:06:04.245	159.397	159.415			6
2026.05.31	22:06:05.516	159.398	159.416			6
2026.05.31	22:06:06.516	159.399	159.417			6
2026.05.31	22:06:10.511	159.398	159.416			6
2026.05.31	22:06:11.605	159.396	159.414			6
2026.05.31	22:06:12.720	159.397	159.415			6
2026.05.31	22:06:17.263	159.402	159.412			6
2026.05.31	22:06:19.391	159.399	159.417			6
2026.05.31	22:06:26.100	159.398	159.416			6
2026.05.31	22:06:28.435	159.403	159.413			6
2026.05.31	22:06:28.552	159.399	159.417			6
2026.05.31	22:06:28.567	159.404	159.422			6
2026.05.31	22:06:28.610	159.401	159.427			6
2026.05.31	22:06:29.707	159.402	159.428			6
2026.05.31	22:06:30.838	159.405	159.423			6
2026.05.31	22:06:37.605	159.404	159.422			6
2026.05.31	22:06:39.627	159.406	159.424			6
2026.05.31	22:06:42.876	159.407	159.425			6
2026.05.31	22:06:46.603	159.406	159.424			6
2026.05.31	22:06:49.611	159.410	159.420			6
2026.05.31	22:06:49.710	159.404	159.422			6
2026.05.31	22:06:51.338	159.407	159.425			6
2026.05.31	22:06:56.353	159.408	159.426			6
2026.05.31	22:06:57.267	159.412	159.422			6
2026.05.31	22:06:59.722	159.408	159.426			6
2026.05.31	22:07:00.728	159.408				2
2026.05.31	22:07:01.725	159.409	159.427			6
2026.05.31	22:07:08.705	159.410	159.428			6
2026.05.31	22:07:09.930	159.411	159.429			6
2026.05.31	22:07:14.042	159.415	159.425			6
2026.05.31	22:07:15.917	159.408	159.426			6
2026.05.31	22:07:18.080	159.404	159.422			6
2026.05.31	22:07:20.594	159.400	159.418			6
2026.05.31	22:07:20.684	159.393	159.419			6
2026.05.31	22:07:20.875	159.389	159.415			6
2026.05.31	22:07:27.558	159.394	159.412			6
2026.05.31	22:07:30.167	159.393	159.411			6
2026.05.31	22:07:31.766	159.394	159.412			6
2026.05.31	22:07:45.443	159.399	159.409			6
2026.05.31	22:07:46.273	159.393	159.411			6
2026.05.31	22:07:46.577	159.388	159.406			6
2026.05.31	22:07:47.154	159.382	159.408			6
2026.05.31	22:07:47.682	159.377	159.403			6
2026.05.31	22:07:48.716	159.379	159.405			6
2026.05.31	22:07:51.963	159.384	159.402			6
2026.05.31	22:07:53.410	159.387	159.405			6
2026.05.31	22:07:55.316	159.388	159.406			6
2026.05.31	22:07:56.398	159.390	159.408			6
2026.05.31	22:07:59.549	159.389	159.407			6
2026.05.31	22:07:59.988	159.394	159.404			6
2026.05.31	22:08:01.079	159.394				2
2026.05.31	22:08:17.451	159.395	159.405			6
2026.05.31	22:08:30.312	159.394	159.404			6
2026.05.31	22:08:32.430	159.390	159.408			6
2026.05.31	22:08:33.730	159.395	159.405			6
2026.05.31	22:08:37.860	159.391	159.409			6
2026.05.31	22:08:39.651	159.393	159.411			6
2026.05.31	22:08:40.658	159.392	159.410			6
2026.05.31	22:08:40.857	159.387	159.405			6
2026.05.31	22:08:41.925	159.386	159.404			6
2026.05.31	22:08:43.954	159.389	159.407			6
2026.05.31	22:08:46.500	159.384	159.402			6
2026.05.31	22:08:46.503	159.377	159.403			6
2026.05.31	22:08:46.519	159.372	159.398			6
2026.05.31	22:08:46.536	159.359	159.397			6
2026.05.31	22:08:47.140	159.372	159.398			6
2026.05.31	22:08:48.488	159.374	159.400			6
2026.05.31	22:08:50.325	159.382				2
2026.05.31	22:08:52.443	159.381	159.399			6
2026.05.31	22:08:54.278	159.386	159.404			6
2026.05.31	22:08:55.360	159.388	159.398			6
2026.05.31	22:08:56.587	159.382	159.400			6
2026.05.31	22:08:56.910	159.378	159.396			6
2026.05.31	22:08:59.000	159.380	159.398			6
2026.05.31	22:09:00.403	159.380				2
2026.05.31	22:09:01.414	159.381	159.399			6
2026.05.31	22:09:04.590	159.380	159.398			6
2026.05.31	22:09:05.408	159.386	159.396			6
2026.05.31	22:09:05.610	159.382	159.400			6
2026.05.31	22:09:06.856	159.384	159.402			6
2026.05.31	22:09:10.386	159.383	159.401			6
2026.05.31	22:09:17.628	159.388	159.398			6
2026.05.31	22:09:19.673	159.382	159.400			6
2026.05.31	22:09:19.800	159.387	159.397			6
2026.05.31	22:09:25.314	159.382	159.400			6
2026.05.31	22:09:30.592	159.387	159.397			6
2026.05.31	22:09:32.562	159.381	159.399			6
2026.05.31	22:09:33.733	159.380	159.398			6
2026.05.31	22:09:38.081	159.379	159.397			6
2026.05.31	22:09:38.976	159.386	159.396			6
2026.05.31	22:09:46.256	159.382	159.400			6
2026.05.31	22:09:51.502	159.386	159.396			6
2026.05.31	22:09:51.538	159.383	159.401			6
2026.05.31	22:09:52.316	159.386	159.396			6
2026.05.31	22:10:00.113	159.386				2
2026.05.31	22:10:00.197	159.382	159.400			6
2026.05.31	22:10:01.503	159.387	159.397			6
2026.05.31	22:10:02.740	159.386	159.396			6
2026.05.31	22:10:04.089	159.387	159.397			6
2026.05.31	22:10:05.102	159.386	159.396			6
2026.05.31	22:10:06.292	159.387	159.397			6
2026.05.31	22:10:10.289	159.383	159.401			6
2026.05.31	22:10:10.972	159.387	159.397			6
2026.05.31	22:10:11.261	159.381	159.399			6
2026.05.31	22:10:12.400	159.380	159.398			6
2026.05.31	22:10:12.830	159.386	159.396			6
2026.05.31	22:10:13.916	159.380	159.398			6
2026.05.31	22:10:15.140	159.385	159.395			6
2026.05.31	22:10:15.166	159.382	159.400			6
2026.05.31	22:10:16.290	159.383	159.401			6
2026.05.31	22:10:18.504	159.387	159.405			6
2026.05.31	22:10:29.431	159.390	159.400			6
2026.05.31	22:10:29.475	159.384	159.402			6
2026.05.31	22:10:32.681	159.383	159.401			6
2026.05.31	22:10:37.509	159.379	159.397			6
2026.05.31	22:10:39.230	159.372	159.398			6
2026.05.31	22:10:41.310	159.377	159.395			6
2026.05.31	22:10:44.867	159.380	159.398			6
2026.05.31	22:10:51.513	159.384	159.394			6
2026.05.31	22:10:57.736	159.385	159.395			6
2026.05.31	22:11:03.763	159.385				2
2026.05.31	22:11:13.497	159.380	159.398			6
2026.05.31	22:11:16.347	159.386	159.396			6
2026.05.31	22:11:17.909	159.385	159.395			6
2026.05.31	22:11:39.073	159.384	159.394			6
2026.05.31	22:11:40.380	159.378	159.396			6
2026.05.31	22:11:40.617	159.374	159.392			6
2026.05.31	22:11:42.150	159.375	159.393			6
